weight,title_phrases
1.0,battery Compartment Ventilation System
1.0,Passive Control
1.0,Bee -keeping Usefulness Separates King's Bars
1.0,Function Combination Formula Prisoner
1.0,male King
1.0,Receipts Swarmming Cage
1.0,Military Standard mil-std-1760 Messaging Interface
1.0,Universal Armament Interface uai
1.0,Compressed Video Streams
1.0,Variable Size Resonators
1.0,wireless Energy Transfer
1.0,reality Alternate
1.0,Field-level Analysis
1.0,Fuel Costs
1.0,harvest Advisory Modeling
1.0,Harvest Condition States
1.0,Predicted Harvest Condition
1.0,Standing Crop Dry-down Rates
1.0,User Input
1.0,Weather Conditions
1.0,authentication Systems
1.0,Flooded Start Control
1.0,semi-autonomous Dolly
1.0,Chlorophyll Fluorescence
1.0,Different Excitation Wavelengths
1.0,Fungal Infection
1.0,ar Glasses
1.0,External Devices
1.0,User Action Based Control
1.0,Mobile Platform
1.0,multiple Modem Communication System
1.0,Altitude Signals
1.0,Dynamic Model
1.0,Horizontal Speed
1.0,Image Analysis Unit
1.0,Kalman Filter Estimator
1.0,Linear Acceleration
1.0,rotary Wing Drone I.e
1.0,Geographic Information Service
1.0,Moving Objects
1.0,streaming Representation
1.0,Testing Photovoltaic Arrays
1.0,wavelength Compressed Antennas
1.0,Corresponding Method
1.0,portable Mortar Ejector
1.0,Locating Indoor Electromagnetic Radiation Source
1.0,Drone Semen
1.0,Preparation Method
1.0,preserving Fluid
1.0,epitaxial Structure
1.0,Searching Geological Boundary
1.0,Locating Insulator Defects
1.0,Power Transmission Line Image Via
1.0,drone Egg Collector
1.0,dual Ground Control System
1.0,Duplex Control Method
1.0,dron Flight
1.0,Exploration System
1.0,Sea Floor
1.0,drone Killing Device
1.0,queen Bee Artificial Insemination Appearance
1.0,Flat Target
1.0,Leading Magnetic Material Magnetron
1.0,Target Drone
1.0,drone Ovum Collection Device
1.0,NA
1.0,Full Machine
1.0,Measurement Target Drone Base
1.0,terrestrial Reference System
1.0,decision-oriented Hexagonal Array Graphic User Interface
1.0,Distinct Signal-modifying Sensors
1.0,optical Guidance Systems
1.0,Excess Supply
1.0,Remote Control Sea
1.0,unmanned Vehicle Systems
1.0,netting Material
1.0,passive Micro-vessel
1.0,fused Filament Fabrication
1.0,Multi-segment Filament
1.0,NA
1.0,On-demand I/o Channels
1.0,Secure Applications
1.0,Automatic Takeoff
1.0,Small Uavs
1.0,electrical Power Generation Systems
1.0,Methods Regarding Same
1.0,Related Methods
1.0,room Temperature Exciton-polariton Sagnac Interferometer
1.0,Communication Infrastructure
1.0,Emergency Area
1.0,Emergency Beacon
1.0,Mobile Phone
1.0,Providing First Responders
1.0,Scaning4life Method
1.0,Searching Tool
1.0,Trapped People
1.0,Optical System
1.0,Projecting Secondary Information
1.0,Colony Collapse Disorder ccd
1.0,integrative Fungal Solutions
1.0,Protecting Bees
1.0,delivery Platform
1.0,Unmanned Aerial Vehicles
1.0,configurability Options
1.0,Unmanned Aerial Vehicle Platform
1.0,Digital Images
1.0,Remote Acquisition
1.0,Auxiliary Equipment
1.0,flying Drone Trajectory Synchronization
1.0,JP 4206830 B2
1.0,Electric Vehicle Battery
1.0,acoustic Sensor
1.0,mobile Cellular Networks
1.0,generic Distributed Processing
1.0,Multi-agent Systems
1.0,see-through Computer Display Systems
1.0,Incidence Angle Manipulation
1.0,integrated Computational Element
1.0,Lawn Bowls
1.0,gimbal System
1.0,Preloaded Isolation
1.0,Riparian Habitats
1.0,Enhanced Video
1.0,location-based Services
1.0,Via Unmanned Aerial Vehicles uavs)
1.0,multichannel Sonar Systems
1.0,Remote Viewing
1.0,Textual Elements
1.0,Space-based Earth Observation Video
1.0,ice Adaptive Tire System
1.0,NA
1.0,unmanned Aerial Vehicle Control Apparatus
1.0,Communication System
1.0,Security Policies
1.0,robotic Control System
1.0,Virtual Reality Input
1.0,Improving Control Channel Capacity
1.0,Additive Manufacturing
1.0,Ceramic Materials
1.0,electric Vehicle Propulsion System
1.0,Solid-state Rechargeable Electrochemical Cells
1.0,Controlling Same
1.0,Unmanned Aerial Vehicle
1.0,Airborne Drones
1.0,Reconfigurable Array
1.0,navigation System
1.0,depth Sensor
1.0,Image Sensor
1.0,Ir Sensing
1.0,Modulated Light Projector
1.0,screen-less Ballistic Chronograph
1.0,content Delivery Framework
1.0,geographic Location Determination
1.0,high Speed Surface Craft
1.0,submersible Vehicle
1.0,aerodynamic Measurement Probe
1.0,aerial Camera System
1.0,Identifying Route-related Hazards
1.0,content Data Capture
1.0,Manipulation System
1.0,Providing Data Services
1.0,tracking System
1.0,unmanned Aerial System Drone Situational Awareness Flight Safety
1.0,Armored Vehicle
1.0,modularized Armor Structure
1.0,Unmanned Aerial Vehicle
1.0,Big-data Analytics User Interface Systems
1.0,Circuits Reflexively
1.0,Fabricator Machines
1.0,Altering Brain
1.0,Body Functions
1.0,Compressing Gps Data
1.0,Improved Position Determination
1.0,Intuitive Control
1.0,Virtual Hand
1.0,Floatable Offshore Depot
1.0,Construction Use
1.0,solar Panel Field Array Support System
1.0,delivery Data Server
1.0,Context-aware Mobile Crowdsourcing
1.0,Task Recommendations
1.0,Tracking Shipments
1.0,Automated Vehicles
1.0,elevated Perception System
1.0,plasma-lift Apparatus
1.0,inspection Systems
1.0,dynamic Variable-content Publishing
1.0,docking Device
1.0,Local Applications
1.0,Remote Desktops
1.0,camera Motion
1.0,broadband Access System Via Drone/uav Platforms
1.0,Optical Device
1.0,NA
1.0,Angular Positioner Relative
1.0,Terrestrial Frame
1.0,gas Turbine Engine
1.0,Thermal Management
1.0,data-capable Band Management
1.0,Integrated Application
1.0,Network Communication Data Environment
1.0,NA
1.0,quadrature Amplitude Modulation
1.0,Time-reversal Systems
1.0,Controlling Hand-over
1.0,Drone Network
1.0,multiple-sensor Imaging System
1.0,Aeronautical Vehicle Comprising
1.0,bearing Assembly Comprising Double Injection
1.0,Least One
1.0,Liquid Lubricant
1.0,Soil Characteristics
1.0,Unmanned Vehicle
1.0,electric Vehicle Traction Control System
1.0,Electrical Equipment
1.0,postal Cube
1.0,Handling Image Data
1.0,Display Partitioning
1.0,Video Frames
1.0,Purpose Broadband Network
1.0,Olefinic Alcohols Via Enzymatic Terminal Hydroxylation
1.0,Display Aspects
1.0,Mobile Indoor Energy Efficiency Exploration
1.0,Authenticated Variables
1.0,ar Glasses Specific User Interface
1.0,Connected External Device Type
1.0,Control Interface
1.0,Buried Infrastructure Damage
1.0,passive Alarm
1.0,Intelligent Vehicle Enhancement System
1.0,ar Glasses
1.0,Event Input
1.0,External Device
1.0,Predictive Control
1.0,quick-release Valve Air Gun
1.0,Communications Link
1.0,First Sight Multiple Node Network
1.0,Securities Trading
1.0,Photo Telephotos
1.0,Rotor Blades
1.0,Vision Sensors
1.0,Wind Generator
1.0,Automobile Assembly
1.0,Car Combination
1.0,Control Unit
1.0,Directional Control
1.0,observation Drone
1.0,bee Hive
1.0,Aircraft Payloads
1.0,Flight Reconfiguration
1.0,Improved Bee Food
1.0,artificial Diets
1.0,Honey Bees
1.0,NA
1.0,Overhead Imaging
1.0,gradient Nanoparticle-carbon Allotrope-polymer Composite Material
1.0,Changing Mrjp3 Protein
1.0,Histone Deacetylase Inhibitors
1.0,Royal Jelly
1.0,close Proximity Notification System
1.0,firing Fraction Management
1.0,Skip Fire Engine Control
1.0,Stereo-optical Three-dimensional Surface-mapping System
1.0,auto-injector Countermeasure
1.0,Unmanned Aerial Vehicles
1.0,close Proximity Notification System
1.0,distributed Data
1.0,load Tracking
1.0,close Proximity Notification System
1.0,real Time Data Feeds
1.0,campus Security
1.0,close Proximity Notification System
1.0,Determining Emissions
1.0,Unmanned Aerial Vehicle
1.0,Autonomous Robotic Control
1.0,Mechanical Structure
1.0,Multirotor Unmanned Aerial Vehicle
1.0,Generic Template Node
1.0,Model Software Packages
1.0,Airborne Visualization
1.0,buoyant Airbarge
1.0,Electric Power
1.0,Spinnaker Sail Combinations
1.0,3d Positioning
1.0,Augmented Reality Information
1.0,energy Conversion Apparatus
1.0,verfahren Und System Zum PrÃ¼fen Einer OberflÃ¤che Auf Materialfehler
1.0,enhanced System
1.0,Robotic Devices
1.0,Airborne Platforms
1.0,Broadband Access
1.0,Contrarotating Fans
1.0,Turbojet Engine
1.0,Battle System
1.0,intuitive Prosthetic Interface
1.0,Aerial Message
1.0,unmanned Aerial System
1.0,Flying Digital Assistant
1.0,magic Wand Interface
1.0,User Interaction Paradigms
1.0,Cross-network Feedback
1.0,vehicle Simulator
1.0,game Apparatus
1.0,Game Execution Method
1.0,Game System
1.0,Processing Game
1.0,modular Portable Gaming Simulator Systems
1.0,Drone Base Station
1.0,Geographical Position
1.0,Driver Training
1.0,Multiple Driver Competition
1.0,Motorcycle Riding Simulation System
1.0,driver Training System
1.0,Multiple Driver Competition
1.0,Gaming Application
1.0,Real-time Data
1.0,Interactive Event
1.0,area-based Resource Collection
1.0,Real-time Strategy Game
1.0,Communications Sessions
1.0,Virtual Environments
1.0,Electronic Gaming
1.0,Asynchronous Persistent Group Bonus Games
1.0,preserving Game State Data
1.0,asynchronous Persistent Group Bonus Game
1.0,Game Environment
1.0,dynamic Battle Session Matchmaking
1.0,Target Tracking
1.0,360 Degree Camera Mount
1.0,Video System
1.0,Delayed Harvest Operations
1.0,Favorable Crop Moisture Levels
1.0,Field-level Diagnosis
1.0,Harvest Condition States
1.0,risk Assessment
1.0,User Input
1.0,Weather Conditions
1.0,geocast Protocol
1.0,Wireless Sensor Network
1.0,distributed Path Planning
1.0,Mobile Sensors
1.0,Camera System
1.0,sharing Authentication Profiles
1.0,User Devices
1.0,viral Molecular Network Architecture
1.0,electromagnetic Threat Detection
1.0,low Cost Test Strip
1.0,Automatic Alignment
1.0,Wireless Power Transfer Systems
1.0,electronic Device
1.0,Increasing Operational Time
1.0,Dramatic Art
1.0,Enhanced Characters
1.0,morality System
1.0,Video Game
1.0,Video Games
1.0,Exalted Video Games
1.0,Virtual Realities
1.0,Animated Handheld Game
1.0,Avatar Transport Offers
1.0,Unsolicited Advertisements
1.0,Virtual Universe
1.0,Game Zone
1.0,Video Game System
1.0,Common Frame
1.0,Video Game System
1.0,Display Adjustment
1.0,Video Game System
1.0,Remote-controlled Toys
1.0,Shooter Game
1.0,mobile Gaming
1.0,Real World Locations
1.0,motion Event Detection
1.0,Egg Yolk Antibody
1.0,integrated Health Management Approach
1.0,Propulsion Control System Protection Limiting
1.0,Dynamic Wireless Aerial Mesh Network
1.0,coaxial Direct Drive System
1.0,NA
1.0,NA
1.0,Fault Diagnosis
1.0,Three-dimensional Printing
1.0,Three-dimensional Printing
1.0,Testing Chalkbrood Disease-resisting Capability
1.0,Efficient Transmission
1.0,Fire Safety System
1.0,Aerial Imaging
1.0,head Mounted Video
1.0,Healthcare Facility Hygiene
1.0,Touch Detection
1.0,Protection Device
1.0,Flight Plan
1.0,Infrared Light Radiation
1.0,photodetector Element
1.0,electronic Device
1.0,Increasing Operational Time
1.0,five-lens Inclined Photography Aerial Camera
1.0,apis Mellifera-derived Antimicrobial Peptide
1.0,Processed Food
1.0,light Emitting Diode
1.0,three-dimensional In-situs Vision Measuring-value
1.0,platine Universelle De Montage
1.0,Voilure Tournante
1.0,active Bee Product
1.0,Preparation Method
1.0,Nadir Alignment
1.0,Taking Aerial Photographs
1.0,Unmanned Aircraft
1.0,real-time Floor Controller
1.0,Signal Processing
1.0,Secure Information Sharing
1.0,vector Space Method
1.0,light-emitting Systems
1.0,Ad Hoc Cellular Network
1.0,Fixed Cellular Network
1.0,mobile Cellular Networks
1.0,federated Bluetooth Device Network
1.0,Anomaly Tracking
1.0,Integrated Real-time Tracking System
1.0,Methods Therefor
1.0,recirculating Flow Muffler Apparatus
1.0,Increasing Oil Palm Yield
1.0,NA
1.0,Control Data
1.0,Gas Asset Supply Chain
1.0,Integrity Management System
1.0,Physical Entities
1.0,Received Selection
1.0,Social Network
1.0,Ar Eyepiece Interface
1.0,ar Glasses
1.0,External Devices
1.0,Around Obstacles
1.0,Route Plans
1.0,Temporal Dimensions
1.0,multifunctional Bispectral Imaging Method
1.0,cognitive Map-based Decision Simulation
1.0,Training cmdst)
1.0,base Station Control
1.0,Unoccupied Flying Vehicle ufv)
1.0,drilling Rig
1.0,solar A/c Direct Motor Drive
1.0,content Delivery Framework
1.0,automated Learning
1.0,content Delivery Framework
1.0,Popularity Driven Replication
1.0,modular Vehicle Lift System
1.0,driverless Vehicle Commerce Network
1.0,Radio Signals
1.0,Unmanned Aerial Vehicles
1.0,Electronic Devices
1.0,Active Metabolites
1.0,Adsorbed Drone Brood Homogenate
1.0,D Group Vitamins
1.0,Viral Diseases
1.0,Vitamin D3
1.0,Impedance Matching Network
1.0,wireless Power System
1.0,NA
1.0,Field Sports Activities
1.0,real-time Video Capture
1.0,Automated Vehicles
1.0,Emergency Location Information Service e-lis
1.0,Controlling Therefor
1.0,portable Device Controlling Unmanned Aerial Vehicle
1.0,Multi-mode Unmanned Vehicle Mission Planning
1.0,Structural Conditions
1.0,Wind Turbine
1.0,Improving Salt Resistance
1.0,lithospermum Leerf-1 Gene Overexpression Vector
1.0,Corresponding System
1.0,Related Uses
1.0,Rotary-wing Drone
1.0,Least Three Dimensions
1.0,stand-alone Device
1.0,dispersed Space Based Laser Weapon
1.0,Determining Tumor Shift
1.0,Stereo-optical Three-dimensional Surface-mapping System
1.0,Communication Channels
1.0,layered Video Transmission
1.0,Emergency Situation
1.0,Weather Performance
1.0,Distribution Systems
1.0,media Clip Creation
1.0,transformable Fluid Foil
1.0,Rotating Wind Storms
1.0,Reducing Mobile Phone Usage
1.0,aero Compression Combustion Drive Assembly Control System
1.0,NA
1.0,aerial Insect Release Apparatus
1.0,Ocean Surface Topography
1.0,knowledge-based Application
1.0,Personal Network
1.0,airspace Deconfliction System
1.0,Fracture Healing
1.0,three-dimensional Watermark Generation
1.0,Bee Products
1.0,health Wine
1.0,intelligent Target Control Method
1.0,high Precision Electric Testing
1.0,Positioning Method
1.0,Camv 35s Promoters
1.0,universal Quantitative Detection Method
1.0,automatic Constant-temperature Chinese Drone Beehive
1.0,Circular Inside
1.0,Square Outside
1.0,Controlling Torque
1.0,Unmanned Power Delta Wing
1.0,external Combustion Propelling Engine
1.0,combined N-type Queen-isolating Nest Door
1.0,close-range Photogrammetry Drone
1.0,aerodynamic Layout
1.0,Drone Aircraft
1.0,wave-rider Configuration Unmanned Target Drone
1.0,Accelerated Consolidation
1.0,Bone Fractures
1.0,Imaging Device
1.0,credit Card Communication System
1.0,Energy Storage System
1.0,Energy Storage System
1.0,3d Mapping
1.0,Controllable Exhaust Flaps
1.0,exhaust Line
1.0,Internal Combustion Engine
1.0,NA
1.0,transverse-mounted Power Turbine Drive System
1.0,Hybrid Battery
1.0,NA
1.0,node-enabled Delivery Notification
1.0,Wireless Node Network
1.0,Activated Rfid Tags
1.0,wearable Rfid Devices
1.0,performing Automated Tasks
1.0,Visual Cues
1.0,Wirelessly Powers Accessories
1.0,Geographic Area
1.0,unmanned Aerial Vehicle Inventory System
1.0,NA
1.0,Entering Views
1.0,secure Handling
1.0,Unsupervised Package Drop
1.0,thermal Conduction Matrix
1.0,self Balancing Airborne Observational Apparatus
1.0,Computer-readable Medium
1.0,Things-enabled Remote Controls
1.0,Uploading Data
1.0,Airborne Vehicle
1.0,Electric Storage System
1.0,Underground Utility
1.0,Resource Allocation Plan
1.0,Environmental Data
1.0,Providing Recommendations
1.0,Aeronef Commande
1.0,dispositif De Lancement
1.0,dynamic Battle Session Matchmaking
1.0,Multiplayer Game
1.0,augmented Reality Gaming Via Geographic Messaging
1.0,Mobile Automated Vehicles
1.0,mobile Device
1.0,remote Control Method
1.0,Point Information
1.0,High-resolution Digital Data Image Transmission
1.0,data Collection Network
1.0,Friendly Fire
1.0,Infrared Recognition
1.0,Controlled Flight
1.0,Verified Antispoofing Navigation
1.0,data-capable Band Management
1.0,Integrated Application
1.0,Network Communication Data Environment
1.0,Protected Area
1.0,Target Animals
1.0,3d Video
1.0,adaptive Group Interactive Motion Control System
1.0,Liquid Electrolyte Battery
1.0,safety Method
1.0,Real Traffic Flow
1.0,transmission Signal Shaping Systems
1.0,3d Time-of-flight Cameras
1.0,Automatic Guidance Method
1.0,dynamic Tracking System
1.0,Gas Supply Chain
1.0,Secure Data
1.0,virtual Online Auction Forum
1.0,road Finishing Machine
1.0,subsoil Temperature Measurement
1.0,Detector Device
1.0,Flying Object
1.0,Navigationally Proximate Users
1.0,compact Antenna Structure
1.0,Satellite Telecommunications
1.0,Connected Movable Objects
1.0,Mesh Networks
1.0,Associated Device
1.0,High Purety Hydrogen
1.0,pyrotechnic Process
1.0,cyanobacteria Assessment Network
1.0,Compressing Gps Data
1.0,Dispensing Materials
1.0,Positioning Devices
1.0,Rfid Signals
1.0,tracking Transactions
1.0,composite Launch Acceptability Region Software
1.0,Safety Device
1.0,composite Material
1.0,Controlling Varroa Mites
1.0,mobile Device
1.0,vehicle Intruder Alert Detection
1.0,Game Development
1.0,Mobile Devices
1.0,Enemy's Ideology En Route
1.0,Heros Journey Code
1.0,Heros Journey Mythology Code
1.0,Honor Spy Games
1.0,Honor Video Game Engine
1.0,Network Based Video Stream
1.0,messaging Device
1.0,NA
1.0,parachute Assembly
1.0,Wireless Mesh Network
1.0,Law Changes
1.0,Multi-spectrum Energy
1.0,Anticipated Trajectory
1.0,Physical Traits
1.0,smart Invitation Handling
1.0,drone Haute Altitude
1.0,NA
1.0,low Profile Multi-axis Sensing System
1.0,network Architecture
1.0,Synchronized Display
1.0,Stabilized Platform
1.0,Video Camera
1.0,Base Station Application Server
1.0,Broadband Wireless Network Performance
1.0,Wireless Health
1.0,Managing Oxygen
1.0,cargo Theft Prevention
1.0,Text Messaging
1.0,Glacial Water
1.0,selective Physical World Correlation
1.0,Virtual World Interactions
1.0,3-d Viewing
1.0,driving Simulator Control
1.0,Virtual Skeleton
1.0,gesture Tracking
1.0,NA
1.0,autonomous Neighborhood Vehicle Commerce Network
1.0,Geographic Area
1.0,Material Detection
1.0,Service Animals
1.0,Gnss Position Fixes
1.0,Measured Movement
1.0,Local Dynamic Map Database
1.0,Safety Attribute
1.0,passenger Delivery System
1.0,Robotic Control Arbitration
1.0,ads-b Radar
1.0,visitor Options
1.0,parking Space Occupancy
1.0,User Indication Recognition
1.0,multi-task Frisbee-umbrella
1.0,Landing System
1.0,Managing Method
1.0,Aerial Photogrammetric System
1.0,aerial Photogrammetry
1.0,tactical Robot Controller
1.0,geomatic Modeling
1.0,Radiance Paths
1.0,Solar Resource
1.0,mobile Cellular Network Backhaul
1.0,pose Estimation
1.0,Air Mover
1.0,rotary Device
1.0,Water Turbine
1.0,Wind Turbine
1.0,flexible Conductive Single Wire
1.0,Scalable Ad Hoc
1.0,vehicular Communications
1.0,Captive Aircraft
1.0,Motor Vehicle
1.0,Uncertain Positioning Data
1.0,Artificial Social Network
1.0,fluid-resistant Electronic Devices
1.0,unmanned Aerial Copter
1.0,Managing Electricity
1.0,Ad-hoc Network
1.0,computer-implemented Systems
1.0,Predictive Decision-making
1.0,Induction Generator
1.0,fuselage Indexing System
1.0,Weapon System Energy Source
1.0,Preparation Method
1.0,Rifamycin-quinolizidone Double-drone Molecule
1.0,Electronic Devices
1.0,Improved Visualization
1.0,Remote Objects
1.0,Food Fabricator Machines
1.0,Interfaces Reflexively
1.0,quantified-self Machines
1.0,airborne Cell Tower System
1.0,Rural Geographic Areas
1.0,Wireless Communications
1.0,Big Data Analytics User Interface Systems
1.0,Circuits Reflexively
1.0,quantified-self Machines
1.0,Playback Modes
1.0,Environmental Dosimetry
1.0,Integrating Radiation Sensor
1.0,autorotation Flight Control System
1.0,Depth Sensing
1.0,electronic Device
1.0,Multiview Image Capture
1.0,Cross-application Acknowledgment
1.0,Data Transmission
1.0,Interactive Laser Tag System
1.0,NA
1.0,global Management
1.0,Oil Gas Assets
1.0,Concrete Testing
1.0,electrical Methods
1.0,Enclosed Space
1.0,unmanned Device Interaction Methods
1.0,Marker Detection
1.0,Unmanned Aerial Vehicles
1.0,visual Localization
1.0,telematic Locomotive Microfluidic Analysis
1.0,integrated Three-dimensional Vision Sensor
1.0,Managing Representations
1.0,Privacy Beacons
1.0,visitor Feedback
1.0,Visitor Interaction
1.0,Maximum Specific Energy
1.0,operator-portable Power Supply
1.0,Locator Device
1.0,matter Detector
1.0,Conversion System
1.0,optical Energy Transfer
1.0,Emergency Communication System
1.0,school-wide Lockdown
1.0,Gas Production Activities
1.0,Salinity Contamination
1.0,Soil-water Systems
1.0,Drone Deliveries
1.0,sounding Device
1.0,Collecting Honey
1.0,Japanese Honeybees
1.0,Accountability Worldwide
1.0,automated Devices
1.0,Remote Control
1.0,Adsorbed Drone Brood
1.0,loudspeaker Device
1.0,multi-function Hydraulic Valve Assembly
1.0,Point Information
1.0,media Distribution Via
1.0,Scalable Ad Hoc Geographic Protocol
1.0,surgical Tool
1.0,Multiple Uses
1.0,stratosphere Tethered Platform
1.0,remote-control Flying Copter
1.0,Traffic Management
1.0,unmanned Aerial Vehicle Communication
1.0,Gimbal Lock Avoidance
1.0,tilt-ball Turret
1.0,Lossy Environments
1.0,wireless Energy Transfer
1.0,dynamic Point
1.0,Intermediate User Interface Aspects System
1.0,Mobile Network
1.0,Part Social
1.0,Physical Entity Attribute Effects
1.0,Physical Environments
1.0,Service Input
1.0,Multicomponent Approach
1.0,Polymer-hybrid Supercapacitors
1.0,ar Glasses
1.0,External Devices
1.0,User Action Based Direct Control
1.0,Integral Wind Turbine
1.0,special Personal Electric Helicopter Device
1.0,Broadband Access System
1.0,Drone/uav Platforms
1.0,Mitigating Fading
1.0,multi-degrees-of-freedom Hand Controller
1.0,lade- Und Wiederbereitstellungsstation FÃ¼r Elektro- Und Hybrid Uavs
1.0,Associated Flying Machine
1.0,Flying Machine
1.0,nose Section
1.0,NA
1.0,Inverted Metamorphic Multijunction Solar Cells
1.0,Land Vehicles
1.0,solar Power System
1.0,Object Tracking
1.0,Automated Identification
1.0,Real World Objects
1.0,multiple-use Wireless Network
1.0,analog Radio Frequency Memory
1.0,Signal Replication
1.0,Reporting Events
1.0,automated Dynamic Video
1.0,fluid Flow Sensor
1.0,Multi-modal 3d Geospatial Mapping
1.0,Object Recognition
1.0,real-time System
1.0,Scene Annotation
1.0,Controlling Robotic Devices
1.0,accelerated Learning
1.0,Augmented Reality Comprising Combined
1.0,Cognitive Therapy
1.0,Visual Stimulation
1.0,Detection System
1.0,Adaptive Methods
1.0,Policy-based Control
1.0,Forecasting Large-scale Phenomena
1.0,Sensor Information
1.0,Airborne Drone
1.0,self-supported Spreader Module
1.0,Flying Drone Apparatus
1.0,Alternative Fuel Source
1.0,Widespread Commercialization
1.0,therapeutic Applications
1.0,autogiro Pitch Changing Rotor Head
1.0,cargo Aircraft
1.0,Intermodal Containers
1.0,Transverse Orientation
1.0,wireless Power Transfer
1.0,C3-c 13 Primary Alcohols
1.0,C3-c13 Alkanes
1.0,Biometric Data
1.0,improved Utilization
1.0,thermal Column Generator
1.0,energy Cell Regenerative System
1.0,Powered Aircraft
1.0,Multi-waveform Ad Hoc Network
1.0,protocol Stack
1.0,Rotating Fluid Controlling Vanes
1.0,Small Turbine Engines
1.0,Managing Representations
1.0,Privacy Indicators
1.0,Sensory Interface
1.0,Ejectable Stealth Shell
1.0,conductive Boot
1.0,Power Tool Protection
1.0,Imaging-based User Authentication
1.0,selective Infrared
1.0,Visible Light Imaging
1.0,Energy Storage System
1.0,Predictive Control
1.0,Aerial Video
1.0,Automatic Payload Delivery
1.0,Payload Accomodating Shifting Structure
1.0,winged Multi-rotor Flying Craft
1.0,solar Tablet Verbal
1.0,Life-saving Apparatus
1.0,Small Size Drone Airplane
1.0,wing Structure
1.0,Common Output
1.0,flexible Response Secured Mechanical Balancing
1.0,Multiple Control Actuators
1.0,Landing Miniature Drone
1.0,vertical Take-off
1.0,mobile System
1.0,Road Weather Information
1.0,Expendable Gas Turbine Engine
1.0,long Term Storage
1.0,pod Drive
1.0,Augmented Reality Based Networks
1.0,Intelligent Electronic Glasses
1.0,Mobile Devices
1.0,Infrastructure Assets
1.0,Unmanned Aerial Vehicle
1.0,templated Nanoconjugates
1.0,Computer Readable Media
1.0,Global Positioning System gps Signals
1.0,In-band Interference
1.0,Rotating Mass
1.0,Vertical Force
1.0,heat-exchange Architecture
1.0,turbine Engine
1.0,Cancer Treatment
1.0,pseudomonas Exotoxins
1.0,Detection System
1.0,Electromagnetic Pulses
1.0,Electromagnetically Guiding Ammunition
1.0,Active Aricrafts
1.0,underground Protection
1.0,Robotic Technology
1.0,stabilization System
1.0,Lateral Control
1.0,5 Ghz Band
1.0,access Point
1.0,Airborne Radars
1.0,Moving Base Stations
1.0,Wireless Communication Network
1.0,computerized Method
1.0,Entertainment Content
1.0,Alarm Investigation
1.0,First Responders
1.0,Situational Awareness
1.0,Unmanned Aerial Vehicle
1.0,Disturbed Environment
1.0,mission System
1.0,dynamic Point
1.0,Intermediate User Interface Aspects System
1.0,Mobile Network
1.0,Stolen Automotive Components
1.0,Energy Conversion
1.0,Twisting Mechanism
1.0,robotic Aerial Vehicle Delivery System
1.0,virtual Remote Functionality
1.0,wireless Immersive Experience Capture
1.0,Automatic Takeoff
1.0,Small Uavs
1.0,special Forces Replenishment Vehicle
1.0,Fine-grained Control
1.0,Video Recording Devices
1.0,Communication Via Satellite
1.0,image Processing System
1.0,Soil Characterization
1.0,Context-aware Application Control
1.0,inflation Valve Cap Apparatus
1.0,Controlled Ground Vehicle
1.0,active Attack Detection System
1.0,NA
1.0,coffee Drink
1.0,Bone Health
1.0,standardisiertes Gelee Royale
1.0,Verfahren Zu Seiner Gewinnung Und Seine Verwendung
1.0,Almond Oil
1.0,Bee Bread
1.0,Bee Products
1.0,Dry Fruits
1.0,Fruit Juices
1.0,Milk Products
1.0,Natural Flavorings
1.0,Plant Oils
1.0,truffle Nutritional Tablets
1.0,Bee Bread
1.0,dry Concentrate
1.0,Making Dietetic Soft Drink
1.0,Production Process
1.0,Vitamin C
1.0,ð‘Ð¸Ð¾Ð»Ð¾Ð³Ð¸Ñ‡ÐµÑÐºÐ¸ ÐÐºÑ‚Ð¸Ð²Ð½Ð°Ñ Ð”Ð¾Ð±Ð°Ð²ÐºÐ° Ðš ÐŸÐ¸Ñ‰Ðµ
1.0,ð‘Ð¸Ð¾Ð»Ð¾Ð³Ð¸Ñ‡ÐµÑÐºÐ¸ ÐÐºÑ‚Ð¸Ð²Ð½Ð°Ñ Ð”Ð¾Ð±Ð°Ð²ÐºÐ° Ðš ÐŸÐ¸Ñ‰Ðµ Ð”Ð»Ñ ÐŸÑ€Ð¾Ñ„Ð¸Ð»Ð°ÐºÑ‚Ð¸ÐºÐ¸ Ð­Ñ€ÐµÐºÑ‚Ð¸Ð»ÑŒÐ½Ð¾Ð¹ Ð”Ð¸ÑÑ„ÑƒÐ½ÐºÑ†Ð¸Ð¸ Ð£ ÐœÑƒÐ¶Ñ‡Ð¸Ð½
1.0,Ð¡Ð½Ð¸Ð¶ÐµÐ½Ð¸Ñ ÐžÐ¶Ð¸Ñ€ÐµÐ½Ð¸Ñ
1.0,ÐžÐ±Ñ‰ÐµÐ³Ð¾ Ð¡Ð¾ÑÐ¾ÑÐ½Ð¸Ñ
