row no,publication number,kind code,title,priority document,priority country,earliest priority date,earliest priority year,application date,publication date,publication year,applicant,inventors,ipc classes,family members,family size,family size,wo in family,grant or application type families,granted patent
708,WO2009061856,A1,NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITORS,US20070986990P,United States,2007-11-09T00:00:00Z,2007,2008-11-05T00:00:00Z,2009-05-14T00:00:00Z,2009,SALK INSTITUTE FOR BIOLOGICAL STUDIES,ELLEDER DANIEL    US  | YOUNG JOHN A T    US  | BAIGA THOMAS J    US  | NOEL JOSEPH P    US,A01N04378 | A61K031425,CA2704645A1 | US2010292232A1 | EP2217069A1,4,4,Yes,Application,No
709,WO2009064975,A1,QUINOXALINE-CONTAINING COMPOUNDS AS HEPATITIS C VIRUS INHIBITORS,US20070987958P,United States,2007-11-14T00:00:00Z,2007,2008-11-14T00:00:00Z,2009-05-22T00:00:00Z,2009,ENANTA PHARM INC,GAI YONGHUA    US  | OR YAT SUN    US  | WANG ZHE    US,A01N04360 | A61K031495,UY31470A1 | PE12122009A1 | KR20100098527A  | ECSP100254A  | AR069464A1 | CN101909446A  | CA2705807A1 | JP2011505339T  | EP2219453A4 | AU2008322537A1 | IL205611D0 | US2010003214A1 | MX2010005262A  | EP2219453A1,15,15,Yes,Application,No
710,WO2009073843,A1,INHALABLE COMPOSITIONS HAVING ENHANCED BIOAVAILABILITY,US20070992787P,United States,2007-12-06T00:00:00Z,2007,2008-12-05T00:00:00Z,2009-06-11T00:00:00Z,2009,"CYTOTECH LABS, LLC",PERSAUD INDUSHEKHAR    US  | MCCOOK JOHN PATRICK    US  | NARAIN NIVEN RAJIN    US,A01N04316 | A61K03135,JP2011506340T  | EP2227085A1,4,4,Yes,Application,No
711,WO2009075960,A1,CCR5 ANTAGONISTS AS THERAPEUTIC AGENTS,US20070012984P,United States,2007-12-12T00:00:00Z,2007,2008-10-30T00:00:00Z,2009-06-18T00:00:00Z,2009,GSK LLC,KAZMIERSKI WIESLAW MIECZYSLAW    US  | CHONG PEK YOKE    US,A61K031454 | C07D40302 | C07D21132,None,1,1,Yes,Application,No
712,WO2009076173,A2,FLUORINATED TRIPEPTIDE HCV SERINE PROTEASE INHIBITORS,US20070992574P,United States,2007-12-05T00:00:00Z,2007,2008-12-04T00:00:00Z,2009-06-18T00:00:00Z,2009,ENANTA PHARM INC,GAI YONGHUA    US  | OR YAT SUN    US  | WANG ZHE    US,A61K031498 | A61K03147 | A61K03141 | C07D25704 | A61P03112 | C07D21520 | C07D24140,MX2010006210A  | CN101977621A  | WO2009076173A3 | CA2708150A1 | US2009197888A1 | EP2224942A2,7,7,Yes,Application,No
713,WO2009076195,A1,TREATMENT OF DRUG-INDUCED NAUSEA WITH OPIOID ANTAGONISTS,US20070992555P,United States,2007-12-05T00:00:00Z,2007,2008-12-05T00:00:00Z,2009-06-18T00:00:00Z,2009,THE UNIVERSITY OF CHICAGO,YUAN CHUN-SU    US,A61K031485 | A61P00112 | A61K031451 | A61K031427 | A61P00110 | A61K03855 | A61P03118 | A61K04506 | A61P00108,JP2011506339T ,2,2,Yes,Application,No
714,WO2009079412,A2,REVERSE TRANSCRIPTASE INHIBITORS,US20070013983P,United States,2007-12-14T00:00:00Z,2007,2008-12-12T00:00:00Z,2009-06-25T00:00:00Z,2009,ARDEA BIOSCIENCES INC,SHAGINIAN ALEKSANDR    US  | OUK SAMEDY    US  | VERNIER JEAN-MICHEL    US  | PINKERTON ANTHONY B    US,C07D48704 | A61P03118 | A61K03116 | A61K03114,US2009162319A1 | WO2009079412A3 | CA2709176A1 | EP2220091A2 | AR071739A1,5,5,Yes,Application,No
715,WO2009080534,A1,HETEROCYCLIC ANTIVIRAL COMPOUNDS,US20070016142P,United States,2007-12-21T00:00:00Z,2007,2008-12-11T00:00:00Z,2009-07-02T00:00:00Z,2009,F. HOFFMANN-LA ROCHE AG,BILLEDEAU ROLAND J    US  | SWEENEY ZACHARY KEVIN    US,C07D47104 | A61P03112 | A61K0315025 | A61K031437 | A61P03118 | C07D48704,CA2709348A1 | IL205863D0 | MX2010006397A  | AR069789A1 | CN101903382A  | PE11772009A1 | AU2008340422A1 | JP2011506535T  | KR20100095606A  | US2009170856A1 | EP2225239A1,11,11,Yes,Application,No
716,WO2009081174,A2,ANTI - RETROVIRAL COMBINATION,IN2007MU02538,India,2007-12-24T00:00:00Z,2007,2008-12-24T00:00:00Z,2009-07-02T00:00:00Z,2009,CIPLA LTD,LULLA AMAR    IN  | MALHOTRA GEENA    IN,A61K00920 | A61K031427 | A61K03134,AU2008339633A1 | US2011008429A1 | JP2011507940T  | PE15302009A1 | CN101925350A  | CA2710605A1 | MX2010007083A  | AP201005325D0 | WO2009081174A3 | EP2242482A2 | PA8809601A1,10,10,Yes,Application,No
717,WO2009082448,A2,MODIFIED OLIGONUCLEOTIDES FOR THE TREATMENT OF HEPATITIS C INFECTION,US20070008046P,United States,2007-12-18T00:00:00Z,2007,2008-12-17T00:00:00Z,2009-07-02T00:00:00Z,2009,THE TEXAS A & M UNIVERSITY SYSTEM,KAO CHIA-CHENG    US  | THARACHAPARAMBA KUMAR RANJITH    US,A61K04800,US2010040576A1 | WO2009082448A3 | EP2231167A2,3,3,Yes,Application,No
718,WO2009082818,A1,NOVEL C-21-KETO LUPANE DERIVATIVES PREPARATION AND USE THEREOF,US20080018766P,United States,2008-01-03T00:00:00Z,2008,2008-12-23T00:00:00Z,2009-07-09T00:00:00Z,2009,VIROCHEM PHARMA INC,MOINET CHRISTOPHE    CA  | CHAN CHUN KONG LAVAL    CA  | COURCHESNE MARC    CA  | HALAB LILIANE    CA,C07J06300 | C07J05300 | A61K04500 | A61K03158 | A61K031575 | C07J04300 | A61P03112 | A61P03118 | C07J04100,CA2711420A1 | MX2010007374A  | CN101977924A  | WO2009082818A8 | EP2240504A1 | AU2008342536A1,7,7,Yes,Application,No
719,WO2009082819,A1,NOVEL LUPANE DERIVATIVES,US20080018759P,United States,2008-01-03T00:00:00Z,2008,2008-12-23T00:00:00Z,2009-07-09T00:00:00Z,2009,VIROCHEM PHARMA INC,MOINET CHRISTOPHE    CA  | CHAN CHUN KONG LAVAL    CA,C07J06300 | C07J05300 | A61K04500 | A61K03158 | A61K031575 | C07J04300 | A61P03112 | A61P03118 | C07J04100,US2011077227A1 | WO2009082819A8 | CN101981047A  | AU2008342537A1 | US2011077228A1 | CA2711424A1 | MX2010007375A ,9,8,Yes,Application,No
720,WO2009083042,A1,METHODS AND MEANS FOR THE TREATMENT OF CANCER,US20070017942P,United States,2007-12-31T00:00:00Z,2007,2008-06-17T00:00:00Z,2009-07-09T00:00:00Z,2009,VAN TELLINGEN OLAF,VAN TELLINGEN OLAF    NL,A61K0314188 | A61K031517 | A61K031473 | A61P03500,US2009170880A1,2,2,Yes,Application,No
721,WO2009084036,A2,COMPOSITION FOR TREATMENT OF VIRAL INFECTIONS,IN2007CH03070,India,2007-12-20T00:00:00Z,2007,2008-12-18T00:00:00Z,2009-07-09T00:00:00Z,2009,MATRIX LAB LTD,DIXIT AKHILESH ASHOK    IN  | BHUSHAN INDU    IN  | VERMA SANJAY DESHRAJ    IN  | DESHMUKH ABHIJIT MUKUND    IN,A61K00948,WO2009084036A3,1,1,Yes,Application,No
722,WO2009088719,A1,INHIBITORS OF CYTOCHROME P450,US20080019079P,United States,2008-01-04T00:00:00Z,2008,2008-12-19T00:00:00Z,2009-07-16T00:00:00Z,2009,GILEAD SCIENCES INC,DESAI MANOJ    US  | HUI HON CHUNG    US  | LIU HONGTAO    US  | XU LIANHONG    US,C07D27728 | C07D49304 | A61K031426 | A61K031341 | A61K03134 | C07D30720 | A61K0315375 | A61P03118,EP2231628A1 | CA2710679A1 | US2009175820A1 | AU2008346823A1,6,6,Yes,Application,No
723,WO2009089263,A2,NOVEL COMPOSITIONS AND METHODS OF USE,US20080019584P,United States,2008-01-07T00:00:00Z,2008,2009-01-07T00:00:00Z,2009-07-16T00:00:00Z,2009,ARDEA BIOSCIENCES INC,CHEN HUANMING    US  | SONG JIANLAN    US  | VERNIER JEAN-MICHEL    US  | PINKERTON ANTHONY B    US  | NAGASAWA JOHNNY Y    US,C07D47104,AR070518A1 | WO2009089263A3 | CA2711500A1 | EP2231665A2,5,5,Yes,Application,No
724,WO2009089295,A2,ANTI-HIV DOMAIN ANTIBODIES AND METHOD OF MAKING AND USING SAME,US20080019426P,United States,2008-01-07T00:00:00Z,2008,2009-01-07T00:00:00Z,2009-07-16T00:00:00Z,2009,"GOVERNMENT OF THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY, DEPT. OF HEALTH AND HUM",DIMITROV DIMITER S    US,C07K01600 | C07K01610,EP2238165A2 | WO2009089295A3,3,3,Yes,Application,No
725,WO2009092897,A1,COMPOUNDS FOR PREVENTING OR TREATING A VIRAL INFECTION,FR20070007722,France,2007-11-02T00:00:00Z,2007,2008-10-31T00:00:00Z,2009-07-30T00:00:00Z,2009,INSTITUT PASTEUR | CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE | INSERM (INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE),ESTAQUIER JEROME    FR  | LAFORGE MIREILLE    FR  | SENIK ANNA    FR,A61K031404 | A61P03112 | A61K03147,FR2923160A1 | US2010298209A1 | EP2214665A1,4,4,Yes,Application,No
726,WO2009094190,A2,METHODS OF TREATING VIRAL INFECTIONS,US20080023633P,United States,2008-01-25T00:00:00Z,2008,2009-01-23T00:00:00Z,2009-07-30T00:00:00Z,2009,CHIMERIX INC,LANIER ERNEST RANDALL    US  | ALMOND MERRICK R    US  | PAINTER GEORGE R    US,A61K031675 | A61K00948 | A61K00920 | A61K00914 | A61P00116 | A61P03118,WO2009094190A3 | MX2010008148A  | AU2009206673A1 | WO2009094191A2 | US2011021464A1 | WO2009094191A3 | CN101977610A  | EP2254582A2 | CA2713105A1 | IL207170D0,9,8,Yes,Application,No
727,WO2009094205,A2,"3-ARYL-6-ARYL-7H-[1,2,4]TRIAZOLO[3,4-B][1,3,4]THIADIAZINES AND ANALOGS AS ACTIVATORS OF CASPASES AND INDUCERS OF APOPTOSIS AND THE USE THEREOF",US20080006608P ,United States,2008-01-23T00:00:00Z,2008,2009-01-23T00:00:00Z,2009-07-30T00:00:00Z,2009,CYTOVIA INC,CAI SUI XIONG    US  | ZHANG HAN-ZHONG    US  | KEMNITZER WILLIAM E    US  | DREWE JOHN A    US  | SIRISOMA NILANTHA SUDATH    US,A61K031549,WO2009094205A3,1,1,Yes,Application,No
728,WO2009094443,A1,DIFLUORINATED TRIPEPTIDES AS HCV SERINE PROTEASE INHIBITORS,US20080023245P,United States,2008-01-24T00:00:00Z,2008,2009-01-22T00:00:00Z,2009-07-30T00:00:00Z,2009,ENANTA PHARM INC,GAI YONGHUA    US  | OR YAT SUN    US  | WANG ZHE    US,C07D22500 | C07D29500,US2009202486A1 | CA2713005A1 | MX2010008109A  | EP2245015A1,7,7,Yes,Application,No
729,WO2009097670,A1,COMBINATION OF IMMUNOMODULATOR AND ANTI-PATHOGENIC AGENT,BR2008PI01803,Brazil,2008-02-08T00:00:00Z,2008,2009-01-27T00:00:00Z,2009-08-13T00:00:00Z,2009,NUNES ISEU DA SILVA,NUNES ISEU DA SILVA    BR,A61K04500 | A61P03100 | A61K03100,BRPI0801803A2 | EP2259799A4 | EP2259799A1 | US2011028385A1,4,4,Yes,Application,No
730,WO2009098469,A1,NOVEL COMPOSITIONS AND USES THEREOF,GB20080002148 | GB20080002149 | GB20080002150,United Kingdom,2008-02-06T00:00:00Z,2008,2009-02-06T00:00:00Z,2009-08-13T00:00:00Z,2009,BIOSUSPENSIONS LTD,HAWKINS JOHN    GB,A61K04712 | A61K04726 | A61K04724,GB200802149D0 | CA2714002A1 | GB200802150D0 | AU2009211183A1 | WO2009098475A1 | GB200802148D0 | EP2254600A1,7,6,Yes,Application,No
731,WO2009102487,A2,GAS BASED WOUND AND TISSUE THERAPEUTICS,US20080028230P,United States,2008-02-13T00:00:00Z,2008,2009-02-13T00:00:00Z,2009-08-20T00:00:00Z,2009,OXYGEN BIOTHERAPEUTICS INC | VIRGINIA COMMONWEALTH UNIVERSITY,WARD KEVIN R    US  | DIEGELMANN ROBERT    US  | SPIESS BRUCE    US  | HUVARD GARY S    US  | SANDHU GURBHAGAT S    US  | BOWLIN GARY    US  | STERN CHRIS    US,A61L01516 | A61P01702 | A61K03304 | A61K03300 | A61K00920 | A61P01700 | A61K03340 | A61K03844,US2009202617A1 | EP2252333A2 | WO2009102487A3,3,3,Yes,Application,No
732,WO2009105430,A1,TREATING CANCER WITH DESTHIAZOLYL RITONAVIR,US20080029773P,United States,2008-02-19T00:00:00Z,2008,2009-02-17T00:00:00Z,2009-08-27T00:00:00Z,2009,THE REGENTS OF THE UNIVERSITY OF MINNESOTA,POTTER DAVID A    US  | MILANI MONICA    US  | SRIRANGAM ANJAIAH    US  | MITRA RANJANA    US  | REMMEL RORY P    US,A61K031164 | A61K031426 | A61K03117 | A61P03500,None,1,1,Yes,Application,No
733,WO2009105774,A2,AMINO ACID INHIBITORS OF CYTOCHROME P450,US20080030524P,United States,2008-02-21T00:00:00Z,2008,2009-02-23T00:00:00Z,2009-08-27T00:00:00Z,2009,SEQUOIA PHARMACEUTICALS,EISSENSTAT MICHAEL    US  | DUAN DEHUI    US,C07D40502,WO2009105774A3 | EP2280601A2 | CA2716347A1,4,4,Yes,Application,No
734,WO2009105776,A1,DIAMIDE INHIBITORS OF CYTOCHROME P450,US20080030541P,United States,2008-02-21T00:00:00Z,2008,2009-02-23T00:00:00Z,2009-08-27T00:00:00Z,2009,SEQUOIA PHARMACEUTICALS,EISSENSTAT MICHAEL    US  | DUAN DEHUI    US,A01N03734 | A61K031275,EP2257160A1 | CA2716348A1,4,4,Yes,Application,No
735,WO2009105781,A1,METHODS FOR INHIBITING DRUG DEGRADATION,US20080030536P,United States,2008-02-21T00:00:00Z,2008,2009-02-23T00:00:00Z,2009-08-27T00:00:00Z,2009,SEQUOIA PHARMACEUTICALS,EISSENSTAT MICHAEL    US  | DUAN DEHUI    US  | ERICKSON JOHN W    US  | GULNIK SERGEI    US,A01N03712 | A61K031195 | A61K03116,EP2254410A1 | CA2716349A1,4,4,Yes,Application,No
736,WO2009108865,A2,TABLETS AND PREPARATION THEREOF,US20080032145P,United States,2008-02-28T00:00:00Z,2008,2009-02-27T00:00:00Z,2009-09-03T00:00:00Z,2009,ABBOTT LAB,GOPINATHAN NISHANTH    US  | SCHROEDER RUDOLF    DE  | SANTIAGO ALBERT    US  | FAITSCH LYNN V    US  | WARDROP JACQUELINE    US  | MORRIS JOHN B    US  | BULTMANN MARTIN    DE  | SCHLAYER HEINZ    DE,A61K00920,US2010021540A1 | EP2257279A2 | CN101959506A  | WO2009108865A3 | CA2714190A1,6,6,Yes,Application,No
737,WO2009111040,A1,HAND SANITIZING PATCH,US20080034862P,United States,2008-03-07T00:00:00Z,2008,2009-03-05T00:00:00Z,2009-09-11T00:00:00Z,2009,LECTEC CORP,BERLIN JUDD US,A61K000970 | A61K000900,AU2009220147A1 | CA2717737A1 | CN102014886A | EP2268271A1 | KR10-2010-0122511A | US20110105976A1,7,7,Yes,Application,No
738,WO2009111638,A1,COMPOSITIONS AND METHODS FOR DRUG DELIVERY,US20080068151P,United States,2008-03-05T00:00:00Z,2008,2009-03-05T00:00:00Z,2009-09-11T00:00:00Z,2009,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA | BAXTER INTERNATIONAL INC.,BEDUNEAU ARNAUD    US  | GENDELMAN HOWARD    US  | RABINOW BARRETT    US  | WERLING JANE    US,A61K03944 | A61K031337 | A61K00951,US2009274765A1 | EP2259798A1 | IL207569D0 | CN101965195A ,4,4,Yes,Application,No
739,WO2009115652,A2,COMPOSITION AND METHODS USED DURING ANTI-HIV TREATMENT,US20080018688P,United States,2008-01-03T00:00:00Z,2008,2008-12-31T00:00:00Z,2009-09-24T00:00:00Z,2009,"UNIVERSITE DE LA MEDITERANNEE, AIX-MARSEILLE II",CAU PIERRE    FR  | BOURGEOIS PATRICE    FR  | BONNIOL VINCENT    FR  | LEVY NICOLAS    FR,A61K031675 | A61K04506 | A61K03122 | A61P03118,WO2009115652A3 | US2011046091A1 | AU2008353145A1 | CN101990432A  | CA2711569A1 | EP2234620A2,7,7,Yes,Application,No
740,WO2009117594,A1,FLUORINATED MACROCYCLIC COMPOUNDS AS HEPATITIS C VIRUS INHIBITORS,US20080038096P,United States,2008-03-20T00:00:00Z,2008,2009-03-19T00:00:00Z,2009-09-24T00:00:00Z,2009,ENANTA PHARM INC,GAI YONGHUA    US  | OR YAT SUN    US  | WANG ZHE    US,C07D22500 | C07D29500,CN102015652A  | EP2268619A1 | CA2719008A1 | US2009238794A1,6,6,Yes,Application,No
741,WO2009117596,A1,ADAPTIVE BIOCHEMICAL SIGNATURES,US20050735529P,United States,2008-03-19T00:00:00Z,2008,2009-03-19T00:00:00Z,2009-09-24T00:00:00Z,2009,ONTHERIX INC,MASCARENHAS DESMOND    US,A61K031513 | A61K0314745,US2010152113A1 | US7611893B2 | CA2680708A1 | US2007134257A1 | US2008124346A1 | EP2125875A2 | EP2265272A1 | US2008039393A1 | EP1945263A2 | US7662624B2 | WO2008115525A9 | CA2629113A1 | WO2007056511A3 | WO2008115525A2 | CA2718969A1 | US7618816B2 | AU2006311538A1 | WO2008115525A8 | WO2007056511A2 | US2009053203A1,15,5,Yes,Grant,Yes
742,WO2009120240,A1,ANALYTE SENSOR,US19970811473,United States,1997-03-04T00:00:00Z,1997,2008-11-07T00:00:00Z,2009-10-01T00:00:00Z,2009,DEXCOM INC,KAMATH APURV U    US  | LEACH JACOB S    US  | ESTES MICHAEL J    US  | SHARIATI MOHAMMAD ALI    US  | NEALE PAUL V    US  | SIMPSON PETER C    US  | YANG RICHARD C    US  | BOOCK ROBERT    US  | LI YING    US,A61B0050245,US2007038044A1 | WO2005050277A3 | US2010228109A1 | US2010081908A1 | US2005232567A1 | US2008086273A1 | WO2005057173A3 | EP1624907A2 | US2010179408A1 | US2008013910A1 | US2007016381A1 | US2008195232A1 | US2010185073A1 | US2011028816A1 | US2008306444A1 | US2006036141A1 | MX2007012994A  | WO2006121661A2 | US2010030038A1 | US2006020191A1 | US7914450B2 | EP2228642A1 | WO2003100083A1 | CA2702799A1 | EP1914578A2 | US2009285540A1 | US2007163880A1 | US2005192557A1 | US2010179407A1 | US2007027385A1 | US2006249381A1 | US2008189051A1 | US2010198036A1 | US2008194935A1 | US2010174167A1 | US2006020187A1 | US2009036758A1 | US2008287764A1 | US7424318B2 | US2010185065A1 | US2006020189A1 | US6001067A  | US2010124392A1 | US2006020192A1 | EP1893084A4 | EP2264499A3 | US7899511B2 | US2006015024A1 | EP2223710A1 | US2008228054A1 | US7146089B2 | US2010234707A1 | US2010010332A1 | EP1718350A1 | CA2664426A1 | US2007173708A9 | US2010234796A1 | US2010081910A1 | EP2264500A2 | JP2008096448A  | WO2009055736A1 | US2010179401A1 | US7783333B2 | US7761130B2 | WO2006113817A2 | WO2008042625A3 | US2006020190A1 | WO2005057175A3 | US2006036139A1 | EP1991110A2 | US2006016700A1 | EP1711790B1 | US2010331648A1 | US7613491B2 | US2009287073A1 | US7591801B2 | US2010179409A1 | US2005027462A1 | JP2008506468T  | US2009192745A1 | US2008287765A1 | EP1804650A1 | WO2005057173A2 | US2010185074A1 | US2006040402A1 | AU2008262018A1 | DE602004029092D1 | WO2011003035A2 | EP2069772A2 | US2008208025A1 | US2006008233A1 | US2010198035A1 | AT474219T  | US7497827B2 | US2011024307A1 | AU2008266162A1 | EP1742568A4 | US2007027370A1 | JP2007501684T  | CN100589003C  | US2008033254A1 | EP1711802A2 | US2006155180A1 | EP1711791A4 | US2010036224A1 | US7171102B2 | US7778680B2 | US2010016687A1 | US2005187720A1 | US7917186B2 | US2005143635A1 | AU2003229330A1 | WO2005057175A2 | EP1875285A2 | JP2007511737T  | EP1624908A2 | US2008228051A1 | US2006198864A1 | CN101923195A  | US2009178459A1 | AU2004292229B2 | US2010168540A1 | US2006008231A1 | US2009297111A1 | US2009131776A1 | JP2007525276T  | US2009137887A1 | US2010235106A1 | US2010214104A1 | US7519408B2 | US2010185072A1 | EP1648298A4 | AT494018T  | AT480761T  | US2008195967A1 | WO2006073453A3 | US2008287766A1 | WO2006073453A2 | US7467003B2 | US2009124879A1 | CN1922525A  | WO2008154312A1 | US2008194936A1 | US6862465B2 | US2010185071A1 | US2006019327A1 | WO2007120381A3 | US2009043181A1 | US2006222566A1 | US2008086042A1 | CA2606770A1 | US2010240975A1 | US2009131769A1 | EP1711802A4 | US2007027384A1 | US2005027180A1 | US7713574B2 | EP1855588A2 | EP2256493A1 | US7081195B2 | US7088899B2 | US7200317B2 | US2008242961A1 | US2006068208A1 | US2010185069A1 | US2008200789A1 | US2007265515A1 | US2007197890A1 | US2007059196A1 | US7831287B2 | US2007208246A1 | WO2006127694A3 | US2010036216A1 | EP2226086A1 | US2005027181A1 | WO2005082436A1 | US2009043182A1 | US2009192380A1 | AU2008264211A1 | US2006036142A1 | KR20060132603A  | EP2129285A1 | WO2005057168A2 | US2008119703A1 | EP1711791A2 | US2008306434A1 | US2007208244A1 | US2008262469A1 | US2006257996A1 | US2010022855A1 | WO2008042918A3 | US2010030485A1 | US6983095B2 | WO2005011489A1 | US7775975B2 | US2008183399A1 | US2010174164A1 | US2010179400A1 | US2010030053A1 | US7599726B2 | US6435708B1 | US2009192724A1 | US2010161269A1 | US2010036225A1 | US2006086624A1 | WO2005082436A9 | JP2007514964T  | US2005161346A1 | WO2006017358A1 | US7471869B2 | US7835777B2 | US2006200020A1 | US2009287074A1 | EP2264499A2 | US2010223022A1 | US2008194937A1 | US2010305869A1 | US7715893B2 | WO9838906A1 | US2008108942A1 | US2010168544A1 | US2010174165A1 | US6741877B1 | EP1011425B1 | US2010240976A1 | US7920906B2 | EP1711802B1 | EP2155045A1 | US2007203966A1 | US2005112169A1 | WO2008042625A2 | US2008214915A1 | US7905833B2 | US2010174168A1 | WO2005050277A2 | US2011027453A1 | EP1648298A2 | US2010226615A1 | AU2008316630A1 | WO2007120442A3 | EP1893084A2 | US2010174157A1 | US2009299162A1 | JP2008538424T  | US7901354B2 | WO2005051170A2 | WO2007102842A2 | US2004045879A1 | US7792562B2 | US2009299276A1 | CA2681412A1 | US2005176136A1 | US2006200019A1 | WO2005057168A3 | US2010174166A1 | CN101547633A  | US2010099970A1 | WO2008118919A1 | WO2005079257A3 | US2009192722A1 | US2007235331A1 | US7460898B2 | WO2011003039A2 | US2009131768A1 | US2009062635A1 | US7809232B2 | US2010204559A1 | WO2007136390A1 | US2006020188A1 | WO2005025634A3 | EP2239566A3 | WO2006127694A2 | US2010185075A1 | US7310544B2 | US2009163790A1 | US7860545B2 | US2006204536A1 | US2011027127A1 | US2005245795A1 | US2009043541A1 | WO2007120381A2 | WO2006099151A3 | EP1742568A2 | WO2004105641A2 | US2010179399A1 | JP4124827B2 | WO2006110193A2 | US2010160760A1 | US2008083617A1 | US7276029B2 | US7771352B2 | WO2005052543A3 | US2009216103A1 | US7873255B2 | EP2301428A1 | EP1718350A4 | EP1855588A4 | US2004011671A1 | US2007213611A1 | US2006257995A1 | AU2008203181B2 | AU2007303239A1 | US2008183061A1 | CA2546072A1 | US2010298684A1 | US2007244379A1 | CA2664528A1 | US2011046467A1 | ES2286848T3 | US2006142651A1 | AU2004292229A1 | US2008086044A1 | US2009192366A1 | JP2008506469T  | AU2007305002A1 | US2006036140A1 | US2005203360A1 | US2008306435A1 | US2010185070A1 | EP2239567A2 | WO2005011520A2 | US7379765B2 | WO2009120239A1 | US7885697B2 | US7711402B2 | WO2005025634A2 | US7494465B2 | JP2007501028T  | US2005043598A1 | WO2006113618A1 | US7136689B2 | US2010045465A1 | US2011028815A1 | US2005177036A1 | WO2011003036A2 | US7640048B2 | US2006235285A1 | US2008119704A1 | US2010204555A1 | US2006195029A1 | EP1506307A1 | US2008306368A1 | US2010036223A1 | JP2007535991T  | EP1624908B1 | US2008008437A1 | US2009143660A1 | US2010217555A1 | EP2091409A2 | US7400816B2 | EP2152350A1 | US7896809B2 | US2006183985A1 | WO200213686A1 | WO2004105641A3 | US2010228497A1 | EP1648293A1 | US2005033132A1 | WO2005052543A2 | WO2007102842A3 | US2005251083A1 | JP4317519B2 | US7226978B2 | US2008071156A1 | US7366556B2 | EP1711790A2 | AU2008230832A1 | US7774145B2 | US2009204341A1 | DE602004030902D1 | US7110803B2 | US2010191082A1 | WO2006099151A2 | US2005054909A1 | US2010119693A1 | WO2008042918A2 | US7875293B2 | WO2005011520A3 | WO2006121661A3 | US2008200788A1 | US7844161B2 | US2006008234A1 | EP1776036A1 | US2010010324A1 | US2005105873A1 | US2009290843A1 | US2008188731A1 | US7364592B2 | EP2203741A1 | US2009012379A1 | US2009124964A1 | EP1711789A2 | AU200180886A  | US2007032706A1 | US2006020186A1 | US2008296155A1 | EP1011425A1 | US7192450B2 | WO2008157187A1 | US2011027458A1 | US2009043542A1 | US2010331655A1 | EP2264501A2 | AU2008203181A1 | US2009317045A1 | US2006270923A1 | US2010030484A1 | US7809235B2 | EP1711789A4 | US6931327B2 | US2007173710A1 | US2010168541A1 | US2010145172A1 | WO2007120442A2 | CN101163998A  | US2008008436A1 | US7828728B2 | US2009156919A1 | EP2264500A3 | US2010168546A1 | EP1648293A4 | DE69837709D1 | WO2005025634A9 | US2006253012A1 | US2006229512A1 | EP2239567A3 | US2010168657A1 | US2009124878A1 | US2007208245A1 | US2007066873A1 | US2005031689A1 | US2005027463A1 | US2009163791A1 | US2009043525A1 | US7797028B2 | CA2687980A1 | EP1011425A4 | US2010179402A1 | US2010217106A1 | US2008275313A1 | US2008197024A1 | WO2007084516A3 | US2010063373A1 | US2008021666A1 | WO2005079257A2 | US2009131777A1 | AT361024T  | US2009036763A1 | US2011024043A1 | US2009018424A1 | US2010179405A1 | US2007093704A1 | US2009076361A1 | US2006258929A1 | US2003217966A1 | AU6680098A  | US2006008232A1 | US2009124877A1 | US7369741B2 | US7583990B2 | US2011019966A1 | CA2688184A1 | US2010168545A1 | DK1011425T3 | US2010099971A1 | US2010168542A1 | US7657297B2 | US2008119706A1 | JP2005531755T  | US2010168543A1 | WO2006110193A3 | US2006183984A1 | WO2007002189A3 | US2006263763A1 | US7826981B2 | US2010174163A1 | US2009076356A1 | US2005154271A1 | US2006036144A1 | EP2239566A2 | EP2004796A2 | US2007032718A1 | US2010010331A1 | EP1711790A4 | US2006036143A1 | US7654956B2 | US2010174158A1 | EP2264501A3 | EP1914578A3 | US2008200791A1 | US2010331644A1 | US2010256779A1 | US2007232879A1 | KR20080005432A  | US2010036215A1 | US2009182217A1 | US2006200970A1 | US2006252027A1 | US2009143659A1 | US2006189856A1 | HK1100976A1 | US2009203981A1 | JP2001510382T  | US7646958B1 | US2005124873A1 | US2010041971A1 | US2008194938A1 | US2009156924A1 | US2010179406A1 | JP2006525853T  | US2005129379A1 | US7651596B2 | US2006258761A1 | US2007173709A1 | US2010036222A1 | US2010217557A1 | US7103255B2 | WO2007002189A2 | US2010212583A1 | US2010121169A1 | AU2006236319A1 | US6558321B1 | US7857760B2 | US2010286496A1 | US2009099436A1 | US2009192751A1 | US2006270922A1 | US7925321B2 | DE602004028164D1 | US2009137886A1 | US2010179404A1 | US2008214918A1 | US2010223023A1 | JP2010505534T  | US2010223013A1 | WO2007084516A2 | WO2005051170A3 | US2007045902A1 | US7615007B2 | US2006036145A1 | EP1692556A2 | DE69837709T2 | US2007032717A1 | US2010016698A1 | WO2006017359A1 | WO2006113817A3,392,10,Yes,Grant,Yes
