type,office,office_code,origin,technology_original,technology_number,technology,year,records
Income,High-income,W1,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2008,6107
Income,High-income,W1,Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,2008,518
Income,High-income,W1,Resident,23 - Chemical engineering,23,Chemical engineering,2008,7847
Income,High-income,W1,Resident,24 - Environmental technology,24,Environmental technology,2008,6069
Income,High-income,W1,Resident,25 - Handling,25,Handling,2008,11413
Income,High-income,W1,Resident,26 - Machine tools,26,Machine tools,2008,9834
Income,High-income,W1,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2008,11190
Income,High-income,W1,Resident,28 - Textile and paper machines,28,Textile and paper machines,2008,7529
Income,High-income,W1,Resident,29 - Other special machines,29,Other special machines,2008,12398
Income,High-income,W1,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2008,6717
Income,High-income,W1,Resident,31 - Mechanical elements,31,Mechanical elements,2008,11642
Income,High-income,W1,Resident,32 - Transport,32,Transport,2008,21497
Income,High-income,W1,Resident,"33 - Furniture, games",33,"Furniture, games",2008,9964
Income,High-income,W1,Resident,34 - Other consumer goods,34,Other consumer goods,2008,7278
Income,High-income,W1,Resident,35 - Civil engineering,35,Civil engineering,2008,16437
Income,High-income,W1,Non-Resident,0 - Unknown,0,Unknown,2008,1086
Income,High-income,W1,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2008,13828
Income,High-income,W1,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,2008,12247
Income,High-income,W1,Non-Resident,3 - Telecommunications,3,Telecommunications,2008,9429
Income,High-income,W1,Non-Resident,4 - Digital communication,4,Digital communication,2008,7370
Income,High-income,W1,Non-Resident,5 - Basic communication processes,5,Basic communication processes,2008,3925
Income,High-income,W1,Non-Resident,6 - Computer technology,6,Computer technology,2008,14909
Income,High-income,W1,Non-Resident,7 - IT methods for management,7,IT methods for management,2008,1138
Income,High-income,W1,Non-Resident,8 - Semiconductors,8,Semiconductors,2008,10741
Income,High-income,W1,Non-Resident,9 - Optics,9,Optics,2008,11082
Income,High-income,W1,Non-Resident,10 - Measurement,10,Measurement,2008,9719
Income,High-income,W1,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2008,1738
Income,High-income,W1,Non-Resident,12 - Control,12,Control,2008,3318
Income,High-income,W1,Non-Resident,13 - Medical technology,13,Medical technology,2008,10397
Income,High-income,W1,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2008,8591
Income,High-income,W1,Non-Resident,15 - Biotechnology,15,Biotechnology,2008,5282
Income,High-income,W1,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2008,9637
Income,High-income,W1,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2008,4046
Income,High-income,W1,Non-Resident,18 - Food chemistry,18,Food chemistry,2008,2939
Income,High-income,W1,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2008,5113
Income,High-income,W1,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2008,3932
Income,High-income,W1,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2008,3754
Income,High-income,W1,Non-Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,2008,254
Income,High-income,W1,Non-Resident,23 - Chemical engineering,23,Chemical engineering,2008,5071
Income,High-income,W1,Non-Resident,24 - Environmental technology,24,Environmental technology,2008,2437
Income,High-income,W1,Non-Resident,25 - Handling,25,Handling,2008,5981
Income,High-income,W1,Non-Resident,26 - Machine tools,26,Machine tools,2008,5403
Income,High-income,W1,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2008,6490
Income,High-income,W1,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,2008,6082
Income,High-income,W1,Non-Resident,29 - Other special machines,29,Other special machines,2008,6116
Income,High-income,W1,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2008,2443
Income,High-income,W1,Non-Resident,31 - Mechanical elements,31,Mechanical elements,2008,6278
Income,High-income,W1,Non-Resident,32 - Transport,32,Transport,2008,8732
Income,High-income,W1,Non-Resident,"33 - Furniture, games",33,"Furniture, games",2008,5214
Income,High-income,W1,Non-Resident,34 - Other consumer goods,34,Other consumer goods,2008,3556
Income,High-income,W1,Non-Resident,35 - Civil engineering,35,Civil engineering,2008,6878
Income,Lower middle-income,W3,Resident,0 - Unknown,0,Unknown,2008,116
Income,Lower middle-income,W3,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2008,53
Income,Lower middle-income,W3,Resident,2 - Audio-visual technology,2,Audio-visual technology,2008,5
Income,Lower middle-income,W3,Resident,3 - Telecommunications,3,Telecommunications,2008,7
Income,Lower middle-income,W3,Resident,4 - Digital communication,4,Digital communication,2008,1
Income,Lower middle-income,W3,Resident,5 - Basic communication processes,5,Basic communication processes,2008,6
Income,Lower middle-income,W3,Resident,6 - Computer technology,6,Computer technology,2008,10
Income,Lower middle-income,W3,Resident,7 - IT methods for management,7,IT methods for management,2008,1
Income,Lower middle-income,W3,Resident,8 - Semiconductors,8,Semiconductors,2008,9
Income,Lower middle-income,W3,Resident,9 - Optics,9,Optics,2008,7
Income,Lower middle-income,W3,Resident,10 - Measurement,10,Measurement,2008,90
Income,Lower middle-income,W3,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2008,10
Income,Lower middle-income,W3,Resident,12 - Control,12,Control,2008,19
Income,Lower middle-income,W3,Resident,13 - Medical technology,13,Medical technology,2008,41
Income,Lower middle-income,W3,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2008,22
Income,Lower middle-income,W3,Resident,15 - Biotechnology,15,Biotechnology,2008,13
Income,Lower middle-income,W3,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2008,50
Income,Lower middle-income,W3,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2008,13
Income,Lower middle-income,W3,Resident,18 - Food chemistry,18,Food chemistry,2008,58
Income,Lower middle-income,W3,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2008,35
Income,Lower middle-income,W3,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2008,108
Income,Lower middle-income,W3,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2008,14
Income,Lower middle-income,W3,Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,2008,2
Income,Lower middle-income,W3,Resident,23 - Chemical engineering,23,Chemical engineering,2008,51
Income,Lower middle-income,W3,Resident,24 - Environmental technology,24,Environmental technology,2008,34
Income,Lower middle-income,W3,Resident,25 - Handling,25,Handling,2008,13
Income,Lower middle-income,W3,Resident,26 - Machine tools,26,Machine tools,2008,40
Income,Lower middle-income,W3,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2008,79
Income,Lower middle-income,W3,Resident,28 - Textile and paper machines,28,Textile and paper machines,2008,4
Income,Lower middle-income,W3,Resident,29 - Other special machines,29,Other special machines,2008,108
Income,Lower middle-income,W3,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2008,36
Income,Lower middle-income,W3,Resident,31 - Mechanical elements,31,Mechanical elements,2008,52
Income,Lower middle-income,W3,Resident,32 - Transport,32,Transport,2008,42
Income,Lower middle-income,W3,Resident,"33 - Furniture, games",33,"Furniture, games",2008,7
Income,Lower middle-income,W3,Resident,34 - Other consumer goods,34,Other consumer goods,2008,8
Income,Lower middle-income,W3,Resident,35 - Civil engineering,35,Civil engineering,2008,61
Income,Lower middle-income,W3,Non-Resident,0 - Unknown,0,Unknown,2008,795
Income,Lower middle-income,W3,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2008,17
Income,Lower middle-income,W3,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,2008,11
Income,Lower middle-income,W3,Non-Resident,3 - Telecommunications,3,Telecommunications,2008,20
Income,Lower middle-income,W3,Non-Resident,4 - Digital communication,4,Digital communication,2008,23
Income,Lower middle-income,W3,Non-Resident,5 - Basic communication processes,5,Basic communication processes,2008,1
Income,Lower middle-income,W3,Non-Resident,6 - Computer technology,6,Computer technology,2008,12
Income,Lower middle-income,W3,Non-Resident,7 - IT methods for management,7,IT methods for management,2008,5
Income,Lower middle-income,W3,Non-Resident,8 - Semiconductors,8,Semiconductors,2008,4
Income,Lower middle-income,W3,Non-Resident,9 - Optics,9,Optics,2008,5
Income,Lower middle-income,W3,Non-Resident,10 - Measurement,10,Measurement,2008,22
Income,Lower middle-income,W3,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2008,6
Income,Lower middle-income,W3,Non-Resident,12 - Control,12,Control,2008,12
Income,Lower middle-income,W3,Non-Resident,13 - Medical technology,13,Medical technology,2008,36
Income,Lower middle-income,W3,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2008,256
Income,Lower middle-income,W3,Non-Resident,15 - Biotechnology,15,Biotechnology,2008,46
Income,Lower middle-income,W3,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2008,356
Income,Lower middle-income,W3,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2008,18
Income,Lower middle-income,W3,Non-Resident,18 - Food chemistry,18,Food chemistry,2008,26
Income,Lower middle-income,W3,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2008,74
Income,Lower middle-income,W3,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2008,56
Income,Lower middle-income,W3,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2008,13
Income,Lower middle-income,W3,Non-Resident,23 - Chemical engineering,23,Chemical engineering,2008,33
Income,Lower middle-income,W3,Non-Resident,24 - Environmental technology,24,Environmental technology,2008,19
Income,Lower middle-income,W3,Non-Resident,25 - Handling,25,Handling,2008,43
Income,Lower middle-income,W3,Non-Resident,26 - Machine tools,26,Machine tools,2008,24
Income,Lower middle-income,W3,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2008,33
Income,Lower middle-income,W3,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,2008,16
Income,Lower middle-income,W3,Non-Resident,29 - Other special machines,29,Other special machines,2008,48
Income,Lower middle-income,W3,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2008,22
Income,Lower middle-income,W3,Non-Resident,31 - Mechanical elements,31,Mechanical elements,2008,34
Income,Lower middle-income,W3,Non-Resident,32 - Transport,32,Transport,2008,23
Income,Lower middle-income,W3,Non-Resident,"33 - Furniture, games",33,"Furniture, games",2008,6
Income,Lower middle-income,W3,Non-Resident,34 - Other consumer goods,34,Other consumer goods,2008,14
Income,Lower middle-income,W3,Non-Resident,35 - Civil engineering,35,Civil engineering,2008,76
Income,Low-income,W4,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2008,1
Income,Low-income,W4,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,2008,1
Income,Low-income,W4,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2008,3
Income,Low-income,W4,Non-Resident,13 - Medical technology,13,Medical technology,2008,2
Income,Low-income,W4,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2008,26
Income,Low-income,W4,Non-Resident,15 - Biotechnology,15,Biotechnology,2008,5
Income,Low-income,W4,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2008,38
Income,Low-income,W4,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2008,1
Income,Low-income,W4,Non-Resident,18 - Food chemistry,18,Food chemistry,2008,1
Income,Low-income,W4,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2008,14
Income,Low-income,W4,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2008,12
Income,Low-income,W4,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2008,3
Income,Low-income,W4,Non-Resident,23 - Chemical engineering,23,Chemical engineering,2008,5
Income,Low-income,W4,Non-Resident,24 - Environmental technology,24,Environmental technology,2008,1
Income,Low-income,W4,Non-Resident,25 - Handling,25,Handling,2008,1
Income,Low-income,W4,Non-Resident,26 - Machine tools,26,Machine tools,2008,2
Income,Low-income,W4,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2008,2
Income,Low-income,W4,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,2008,1
Income,Low-income,W4,Non-Resident,29 - Other special machines,29,Other special machines,2008,7
Income,Low-income,W4,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2008,1
Income,Low-income,W4,Non-Resident,31 - Mechanical elements,31,Mechanical elements,2008,2
Income,Low-income,W4,Non-Resident,32 - Transport,32,Transport,2008,2
Income,Low-income,W4,Non-Resident,"33 - Furniture, games",33,"Furniture, games",2008,1
Income,Low-income,W4,Non-Resident,34 - Other consumer goods,34,Other consumer goods,2008,2
Income,Low-income,W4,Non-Resident,35 - Civil engineering,35,Civil engineering,2008,5
Income,Upper middle-income,W2,Resident,0 - Unknown,0,Unknown,2008,400
Income,Upper middle-income,W2,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2008,2553
Income,Upper middle-income,W2,Resident,2 - Audio-visual technology,2,Audio-visual technology,2008,1601
Income,Upper middle-income,W2,Resident,3 - Telecommunications,3,Telecommunications,2008,1680
Income,Upper middle-income,W2,Resident,4 - Digital communication,4,Digital communication,2008,3388
Income,Upper middle-income,W2,Resident,5 - Basic communication processes,5,Basic communication processes,2008,197
Income,Upper middle-income,W2,Resident,6 - Computer technology,6,Computer technology,2008,2934
Income,Upper middle-income,W2,Resident,7 - IT methods for management,7,IT methods for management,2008,47
Income,Upper middle-income,W2,Resident,8 - Semiconductors,8,Semiconductors,2008,1462
Income,Upper middle-income,W2,Resident,9 - Optics,9,Optics,2008,1638
Income,Upper middle-income,W2,Resident,10 - Measurement,10,Measurement,2008,2051
Income,Upper middle-income,W2,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2008,137
Income,Upper middle-income,W2,Resident,12 - Control,12,Control,2008,531
Income,Upper middle-income,W2,Resident,13 - Medical technology,13,Medical technology,2008,913
Income,Upper middle-income,W2,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2008,1476
Income,Upper middle-income,W2,Resident,15 - Biotechnology,15,Biotechnology,2008,1032
Income,Upper middle-income,W2,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2008,3271
Income,Upper middle-income,W2,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2008,819
Income,Upper middle-income,W2,Resident,18 - Food chemistry,18,Food chemistry,2008,1088
Income,Upper middle-income,W2,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2008,1751
Income,Upper middle-income,W2,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2008,2669
Income,Upper middle-income,W2,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2008,826
Income,Upper middle-income,W2,Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,2008,93
Income,Upper middle-income,W2,Resident,23 - Chemical engineering,23,Chemical engineering,2008,1384
Income,Upper middle-income,W2,Resident,24 - Environmental technology,24,Environmental technology,2008,972
Income,Upper middle-income,W2,Resident,25 - Handling,25,Handling,2008,508
Income,Upper middle-income,W2,Resident,26 - Machine tools,26,Machine tools,2008,1511
Income,Upper middle-income,W2,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2008,784
Income,Upper middle-income,W2,Resident,28 - Textile and paper machines,28,Textile and paper machines,2008,733
Income,Upper middle-income,W2,Resident,29 - Other special machines,29,Other special machines,2008,1244
Income,Upper middle-income,W2,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2008,985
Income,Upper middle-income,W2,Resident,31 - Mechanical elements,31,Mechanical elements,2008,874
Income,Upper middle-income,W2,Resident,32 - Transport,32,Transport,2008,839
Income,Upper middle-income,W2,Resident,"33 - Furniture, games",33,"Furniture, games",2008,484
Income,Upper middle-income,W2,Resident,34 - Other consumer goods,34,Other consumer goods,2008,576
Income,Upper middle-income,W2,Resident,35 - Civil engineering,35,Civil engineering,2008,1427
Income,Upper middle-income,W2,Non-Resident,0 - Unknown,0,Unknown,2008,6033
Income,Upper middle-income,W2,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2008,3903
Income,Upper middle-income,W2,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,2008,4567
Income,Upper middle-income,W2,Non-Resident,3 - Telecommunications,3,Telecommunications,2008,1945
Income,Upper middle-income,W2,Non-Resident,4 - Digital communication,4,Digital communication,2008,1677
Income,Upper middle-income,W2,Non-Resident,5 - Basic communication processes,5,Basic communication processes,2008,497
Income,Upper middle-income,W2,Non-Resident,6 - Computer technology,6,Computer technology,2008,4302
Income,Upper middle-income,W2,Non-Resident,7 - IT methods for management,7,IT methods for management,2008,185
Income,Upper middle-income,W2,Non-Resident,8 - Semiconductors,8,Semiconductors,2008,3468
Income,Upper middle-income,W2,Non-Resident,9 - Optics,9,Optics,2008,3788
Income,Upper middle-income,W2,Non-Resident,10 - Measurement,10,Measurement,2008,1700
Income,Upper middle-income,W2,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2008,187
Income,Upper middle-income,W2,Non-Resident,12 - Control,12,Control,2008,663
Income,Upper middle-income,W2,Non-Resident,13 - Medical technology,13,Medical technology,2008,1575
Income,Upper middle-income,W2,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2008,2278
Income,Upper middle-income,W2,Non-Resident,15 - Biotechnology,15,Biotechnology,2008,783
Income,Upper middle-income,W2,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2008,2001
Income,Upper middle-income,W2,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2008,1122
Income,Upper middle-income,W2,Non-Resident,18 - Food chemistry,18,Food chemistry,2008,414
Income,Upper middle-income,W2,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2008,1388
Income,Upper middle-income,W2,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2008,1082
Income,Upper middle-income,W2,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2008,886
Income,Upper middle-income,W2,Non-Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,2008,62
Income,Upper middle-income,W2,Non-Resident,23 - Chemical engineering,23,Chemical engineering,2008,1190
Income,Upper middle-income,W2,Non-Resident,24 - Environmental technology,24,Environmental technology,2008,556
Income,Upper middle-income,W2,Non-Resident,25 - Handling,25,Handling,2008,1228
Income,Upper middle-income,W2,Non-Resident,26 - Machine tools,26,Machine tools,2008,1246
Income,Upper middle-income,W2,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2008,1867
Income,Upper middle-income,W2,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,2008,1436
Income,Upper middle-income,W2,Non-Resident,29 - Other special machines,29,Other special machines,2008,1326
Income,Upper middle-income,W2,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2008,768
Income,Upper middle-income,W2,Non-Resident,31 - Mechanical elements,31,Mechanical elements,2008,1783
Income,Upper middle-income,W2,Non-Resident,32 - Transport,32,Transport,2008,2151
Income,Upper middle-income,W2,Non-Resident,"33 - Furniture, games",33,"Furniture, games",2008,637
Income,Upper middle-income,W2,Non-Resident,34 - Other consumer goods,34,Other consumer goods,2008,889
Income,Upper middle-income,W2,Non-Resident,35 - Civil engineering,35,Civil engineering,2008,852
Income,High-income,W1,Resident,0 - Unknown,0,Unknown,2009,655
Income,High-income,W1,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2009,23150
Income,High-income,W1,Resident,2 - Audio-visual technology,2,Audio-visual technology,2009,18688
Income,High-income,W1,Resident,3 - Telecommunications,3,Telecommunications,2009,13559
Income,High-income,W1,Resident,4 - Digital communication,4,Digital communication,2009,10400
Income,High-income,W1,Resident,5 - Basic communication processes,5,Basic communication processes,2009,4539
Income,High-income,W1,Resident,6 - Computer technology,6,Computer technology,2009,29301
Income,High-income,W1,Resident,7 - IT methods for management,7,IT methods for management,2009,3639
Income,High-income,W1,Resident,8 - Semiconductors,8,Semiconductors,2009,15332
Income,High-income,W1,Resident,9 - Optics,9,Optics,2009,15285
Income,High-income,W1,Resident,10 - Measurement,10,Measurement,2009,17498
Income,High-income,W1,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2009,2152
Income,High-income,W1,Resident,12 - Control,12,Control,2009,6646
Income,High-income,W1,Resident,13 - Medical technology,13,Medical technology,2009,13724
Income,High-income,W1,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2009,6815
Income,High-income,W1,Resident,15 - Biotechnology,15,Biotechnology,2009,4769
Income,High-income,W1,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2009,5974
Income,High-income,W1,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2009,4898
Income,High-income,W1,Resident,18 - Food chemistry,18,Food chemistry,2009,8494
Income,High-income,W1,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2009,6107
Income,High-income,W1,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2009,8628
Income,High-income,W1,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2009,6135
Income,High-income,W1,Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,2009,484
Income,High-income,W1,Resident,23 - Chemical engineering,23,Chemical engineering,2009,7552
Income,High-income,W1,Resident,24 - Environmental technology,24,Environmental technology,2009,5857
Income,High-income,W1,Resident,25 - Handling,25,Handling,2009,11463
Income,High-income,W1,Resident,26 - Machine tools,26,Machine tools,2009,10000
Income,High-income,W1,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2009,11152
Income,High-income,W1,Resident,28 - Textile and paper machines,28,Textile and paper machines,2009,7753
Income,High-income,W1,Resident,29 - Other special machines,29,Other special machines,2009,11965
Income,High-income,W1,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2009,5969
Income,High-income,W1,Resident,31 - Mechanical elements,31,Mechanical elements,2009,11307
Income,High-income,W1,Resident,32 - Transport,32,Transport,2009,20270
Income,High-income,W1,Resident,"33 - Furniture, games",33,"Furniture, games",2009,10080
Income,High-income,W1,Resident,34 - Other consumer goods,34,Other consumer goods,2009,7170
Income,High-income,W1,Resident,35 - Civil engineering,35,Civil engineering,2009,15703
Income,High-income,W1,Non-Resident,0 - Unknown,0,Unknown,2009,728
Income,High-income,W1,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2009,13770
Income,High-income,W1,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,2009,12123
Income,High-income,W1,Non-Resident,3 - Telecommunications,3,Telecommunications,2009,9238
Income,High-income,W1,Non-Resident,4 - Digital communication,4,Digital communication,2009,8286
Income,High-income,W1,Non-Resident,5 - Basic communication processes,5,Basic communication processes,2009,3856
Income,High-income,W1,Non-Resident,6 - Computer technology,6,Computer technology,2009,15820
Income,High-income,W1,Non-Resident,7 - IT methods for management,7,IT methods for management,2009,1212
Income,High-income,W1,Non-Resident,8 - Semiconductors,8,Semiconductors,2009,11096
Income,High-income,W1,Non-Resident,9 - Optics,9,Optics,2009,10720
Income,High-income,W1,Non-Resident,10 - Measurement,10,Measurement,2009,9638
Income,High-income,W1,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2009,1758
Income,High-income,W1,Non-Resident,12 - Control,12,Control,2009,3330
Income,High-income,W1,Non-Resident,13 - Medical technology,13,Medical technology,2009,10980
Income,High-income,W1,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2009,8775
Income,High-income,W1,Non-Resident,15 - Biotechnology,15,Biotechnology,2009,5315
Income,High-income,W1,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2009,9893
Income,High-income,W1,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2009,3909
Income,High-income,W1,Non-Resident,18 - Food chemistry,18,Food chemistry,2009,2724
Income,High-income,W1,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2009,5059
Income,High-income,W1,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2009,3855
Income,High-income,W1,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2009,3588
Income,High-income,W1,Non-Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,2009,247
Income,High-income,W1,Non-Resident,23 - Chemical engineering,23,Chemical engineering,2009,5018
Income,High-income,W1,Non-Resident,24 - Environmental technology,24,Environmental technology,2009,2399
Income,High-income,W1,Non-Resident,25 - Handling,25,Handling,2009,5839
Income,High-income,W1,Non-Resident,26 - Machine tools,26,Machine tools,2009,5059
Income,High-income,W1,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2009,5528
Income,High-income,W1,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,2009,5539
Income,High-income,W1,Non-Resident,29 - Other special machines,29,Other special machines,2009,5643
Income,High-income,W1,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2009,2202
Income,High-income,W1,Non-Resident,31 - Mechanical elements,31,Mechanical elements,2009,6022
Income,High-income,W1,Non-Resident,32 - Transport,32,Transport,2009,8227
Income,High-income,W1,Non-Resident,"33 - Furniture, games",33,"Furniture, games",2009,5664
Income,High-income,W1,Non-Resident,34 - Other consumer goods,34,Other consumer goods,2009,3558
Income,High-income,W1,Non-Resident,35 - Civil engineering,35,Civil engineering,2009,6289
Income,Lower middle-income,W3,Resident,0 - Unknown,0,Unknown,2009,160
Income,Lower middle-income,W3,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2009,2
Income,Lower middle-income,W3,Resident,5 - Basic communication processes,5,Basic communication processes,2009,2
Income,Lower middle-income,W3,Resident,7 - IT methods for management,7,IT methods for management,2009,1
Income,Lower middle-income,W3,Resident,9 - Optics,9,Optics,2009,1
Income,Lower middle-income,W3,Resident,10 - Measurement,10,Measurement,2009,3
Income,Lower middle-income,W3,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2009,2
Income,Lower middle-income,W3,Resident,13 - Medical technology,13,Medical technology,2009,45
Income,Lower middle-income,W3,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2009,1
Income,Lower middle-income,W3,Resident,15 - Biotechnology,15,Biotechnology,2009,11
Income,Lower middle-income,W3,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2009,14
Income,Lower middle-income,W3,Resident,18 - Food chemistry,18,Food chemistry,2009,19
Income,Lower middle-income,W3,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2009,7
Income,Lower middle-income,W3,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2009,3
Income,Lower middle-income,W3,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2009,2
Income,Lower middle-income,W3,Resident,23 - Chemical engineering,23,Chemical engineering,2009,7
Income,Lower middle-income,W3,Resident,24 - Environmental technology,24,Environmental technology,2009,4
Income,Lower middle-income,W3,Resident,25 - Handling,25,Handling,2009,2
Income,Lower middle-income,W3,Resident,26 - Machine tools,26,Machine tools,2009,5
Income,Lower middle-income,W3,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2009,6
Income,Lower middle-income,W3,Resident,28 - Textile and paper machines,28,Textile and paper machines,2009,3
