Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
Pizza crust and process and apparatus for making same,US6629493 (B1),07/10/2003,SCHAIBLE II JOHN Eâ€‚[US];  PAKULSKI JEFFREY Râ€‚[US],M & M HOLDINGS INCâ€‚[US],A21C11/00; A21D13/00; A23L1/00; A21C9/08; A21D13/00; A23L1/01; A47J37/10,A21D13/007; A21C11/006,US20020042850,20020109,US19990391948 19990908; US19980099796P 19980910; US20020042850 20020109,US3906850 (A); US3949660 (A); US4154861 (A); US4170659 (A); US4357862 (A); US4875343 (A); US5033366 (A); US5180898 (A); US5921170 (A); US5942265 (A); US5951895 (A); US6171630 (B1); US6203828 (B1),,,,,,,,US87390 (A); US666216 (A); US1076464 (A); US1169023 (A); US1224492 (A); US2154449 (A); US2204045 (A); US2357679 (A); US2549595 (A); US2668117 (A); US2767667 (A); US2774316 (A); US2855893 (A); US2953107 (A); US2969289 (A); US3007800 (A); US3161523 (A); US3170795 (A); US3275450 (A); US3275451 (A); US3347181 (A); US3368503 (A); US3379141 (A); US3565015 (A); US3574634 (A); US3615678 (A); US3615679 (A); US3777039 (A); US3803326 (A); US3814005 (A); US3845219 (A); US3879564 (A); US3897568 (A); US3934040 (A); US3958032 (A); US3968268 (A); US3979525 (A); US3982481 (A); US4020184 (A); US4054679 (A); US4109018 (A); US4251549 (A); US4271200 (A); US4283424 (A); US4303677 (A); US4395426 (A); US4404227 (A); US4405648 (A); US4481222 (A); US4556572 (A); US4645673 (A); US4741916 (A); US4788067 (A); US4842882 (A); US4847104 (A); US4861601 (A); US4862794 (A); US4966778 (A); US4992285 (A); US5072663 (A); US5075120 (A); US5094859 (A); US5171590 (A); US5184538 (A); US5188855 (A); US5192567 (A); US5236724 (A); US5260078 (A); US5262182 (A); US5281433 (A); US5354566 (A); US5417989 (A); US5441751 (A); US5447738 (A); US5451417 (A); US5514395 (A); US5527549 (A); US5620731 (A); US5641527 (A); US5654021 (A); US5795603 (A); US5960703 (A); US6001400 (A); US6113956 (A); DE2446581 (A1); FR2285834 (A1); GB1468997 (A),,,,,
System and method for indirect call completion using a personal identifier,US2003112945 (A1),19/06/2003,BROWN WENDELLâ€‚[US];  TRENCHARD WILLIAM Jâ€‚[US],"BROWN WENDELL, ; TRENCHARD WILLIAM J",H04M3/42; H04M3/436; H04M3/42,H04M3/42; H04M3/42008; H04M3/436,US20010040619,20011219,US20010040619 20011219,,,,,,,,,,,,,,
System and method for establishing a connection between parties based on their availability,US2003112948 (A1),19/06/2003,BROWN WENDELLâ€‚[US];  TRENCHARD WILLIAM Jâ€‚[US],"BROWN WENDELL, ; TRENCHARD WILLIAM J",H04M3/42; H04M3/436; H04M3/493; H04M3/56; H04M3/42,H04M3/493; H04M3/42008; H04M3/4228; H04M3/436; H04M3/42042; H04M3/42059; H04M3/42068; H04M3/42093; H04M3/42102; H04M3/4211; H04M3/42357; H04M3/42365; H04M3/42374; H04M3/56; H04M3/565; H04M7/12; H04M2201/18; H04M2203/105; H04M2203/2072; H04M2203/6009,US20010040201,20011219,US20010040201 20011219,,,,,,,,,,,,,,
Pizza making method and system,US2005123659 (A1),09/06/2005,TORGHELE CLAUDIOâ€‚[CH];  MALFATTI PIERLUIGIâ€‚[IT],"TORGHELE CLAUDIO, ; MALFATTI PIERLUIGI",A21C1/06; A21C1/14; A21C9/04; A21C9/08; A21C11/00; A21C15/00; A21D13/00; B01F7/14; B01F15/00; B01F15/02; B01F7/00; A23G3/00,A21D13/007; A21C1/06; A21C1/142; A21C1/1425; A21C1/144; A21C9/04; A21C9/083; A21C11/00; A21C11/006; A21C15/002; A21D13/0067; B01F7/145; B01F15/00792; B01F15/0219; B01F15/00876,US20050035198,20050112,US20010297160P 20010608; US19990294702 19990419; IT1997BZ00044 19970819; US20010832409 20010411; EP20000109611 20000505; US20050035198 20050112; WO2001EP04656 20010425; US20020040950 20020107; IT2001BZ00033 20010607; WO1998EP05093 19980812; EP20010113720 20010605,,,,,,,,,,,,,,
Material-saving pizza box and blank,US2005103832 (A1),19/05/2005,CORRELL JOHN Dâ€‚[US],CORRELL JOHN D,B65D5/20; B65D5/66; B65D85/36; B65D5/00,B65D5/2033; B65D5/2047; B65D5/2057; B65D5/6664; B65D2301/10; B65D2585/366,US20040017369,20041220,US20030431984 20030508; US20040784381 20040223; US20040017369 20041220,,,,,,,,,,,,,,
Door structure of microwave oven usable as pizza oven,US2005133502 (A1),23/06/2005,CHO YUN Iâ€‚[KR];  YANG KYUNG Hâ€‚[KR],DAEWOO ELECTRONICS CORP,F24C11/00; F24C15/02; F24C15/16; H05B6/80; A21B1/00; F27D11/00; H05B6/76,H05B6/763; F24C15/022; F24C15/024; F24C15/162; H05B6/6414,US20040014021,20041216,KR20030093026 20031218; KR20040047096 20040623; KR20040047097 20040623; KR20040047098 20040623,,,,,,,,,,,,,,
COOLING STRUCTURE FOR OVEN DOOR OF MICROWAVE OVEN USABLE AS PIZZA OVEN,US6965101 (B2); US2005133503 (A1),23/06/2005,KIM SEUNG Hâ€‚[KR];  YANG KYUNG Hâ€‚[KR],DAEWOO ELECTRONICS CORP,F24C15/18; H05B6/80; H05B6/64,H05B6/642; H05B6/6414,US20040013661,20041216,KR20030093007 20031218,US3711673 (A); US5928540 (A); US2004144774 (A1); JPS61153413 (A),,,,,,,,US6344637 (B2); US2002084266 (A1),,,,,
BROWNING AGENT,WO03071879 (A1),04/09/2003,BOSTON MATTHEW Gâ€‚[US];  WHITED GREGORY Mâ€‚[US],GENENCOR INTâ€‚[US];  BOSTON MATTHEW Gâ€‚[US];  WHITED GREGORY Mâ€‚[US],A21D13/00; A23L1/00; A23L1/01; A23L1/216; A23L1/227; A23L1/314; A23L1/00,A21D13/0016; A23L1/0047; A23L1/0128; A23L1/0142; A23L1/2163; A23L1/2275; A23L1/272; A23L1/2758; A23L1/31445; A23V2002/00; A23V2002/00; A23V2200/042; A23V2250/60; A23V2250/063,WO2003US05311,20030221,US20020358919P 20020222,,,,,,,,,US4190757 (A); US4641005 (A); US4917907 (A),,US5059434 (A); US5089278 (A); US4985261 (A),,,
Mexican style pizza,US2005118305 (A1),02/06/2005,ROMERO CHRISTOPHERâ€‚[US],ROMERO CHRISTOPHER,A21D13/00; A23L1/212; A23L1/39; A23G3/00,A21D13/007; A23L1/2128; A23L1/39,US20040001162,20041201,US20040001162 20041201; US20030526226P 20031202,,,,,,,,,,,,,,
A wrap carton for baking three-dimensional pizza or cake,TWM270139 (U),11/07/2005,GAU GUO-KUENâ€‚[TW],GAU GUO-KUENâ€‚[TW],B65D5/36; B65D5/36,,TW20050200344U,20050107,TW20050200344U 20050107,,,,,,,,,,,,,,
"Container for transporting heated food, particularly pizza and the like",TW581087 (U),21/03/2004,LIZZIO FILIPPOâ€‚[IT],AGAPI TRADE AGâ€‚[CH],B65D77/20; A47J47/14; B65D43/16; B65D77/04; B65D81/26; B65D85/36; B65D85/36; B65D43/16; B65D85/62,B65D77/048; B65D43/162; B65D85/36; B65D2205/00; B65D2585/366; Y10S99/15,TW20030215198U,20000714,EP19990113914 19990716,,,,,,,,,,,,,,
Pizza cutter,TW590073 (U),01/06/2004,LIOU MING-JIANâ€‚[TW],CHIAO LI METALS CO LTDâ€‚[TW],B26B25/00; B26B25/00,,TW20030211693U,20030626,TW20030211693U 20030626,,,,,,,,,,,,,,
Vending apparatus and process for dispensing hot pizzas and pizzas and containers usable in a vending machine,TW554297 (B),21/09/2003,GUBBINI AMULIOâ€‚[IT];  DEMAGGIO GIOVANNIâ€‚[IT],TOP VENDING SGLâ€‚[IT],G07F11/70; A21C9/08; A23L1/48; G07F9/10; G07F11/00; G07F11/42; G07F11/00,A21C9/08; G07F9/105; G07F11/42; G07F17/0078,TW20000125591,20001201,IT1999TO01068 19991203,,,,,,,,,,,,,,
"Container for transporting heated food, particularly pizza",SI989067 (T1),30/04/2003,LIZZIO FILIPPOâ€‚[IT],SERVOPIZZA S R Lâ€‚[IT],B65D43/16; B65D43/16,,SI19990030171T,19990716,EP19990113914 19990716; IT1998TO00772 19980911,,,,,,,,,,,,,,
"Bag, especially for carrying stack of pizza boxes, has opposing drop down and fixed side walls with handles attached",SE0102494 (L); SE519608 (C2),18/03/2003,FERM MARTINAâ€‚[SE],FERM MARTINAâ€‚[SE],A45C3/04; B65D30/10; B65D85/36; B65D; B65D30/10; A45C3/04; B65D85/36,A45C3/04; B65D71/0007; B65D33/06,SE20010002494,20010712,SE20010002494 20010712,,,,,,,,,,,,,,
APPARATUS FOR BAKING OF BAKERY PRODUCTS WITH FILLER,RU2262857 (C1); RU2004101730 (A),27/10/2005,ALEKSEEV G Vâ€‚[RU];  VERBOLOZ E Iâ€‚[RU];  IVANOVA A Sâ€‚[RU];  KOVALEV N Gâ€‚[RU];  SEREBRJAKOVA I JUâ€‚[RU],,A23B5/00; A21C9/06; A23B5/00; A21C9/06,,RU20040101730,20040120,RU20040101730 20040120,,,,,,,,,,,,,,
"METHOD FOR PREPARATION OF UNCOVERED DOUGH PRODUCTS, PARTICULARLY PIZZA",PL358649 (A1),23/08/2004,ZARCHIN MAREK GRIGORIEWICZâ€‚[UA],ZARCHIN MAREK GRIGORIEWICZâ€‚[UA],A21D8/02; A21D8/02,,PL20030358649,20030210,PL20030358649 20030210,,,,,,,,,,,,,,
"BOX FOR FOOD PRODUCTS, PARTICULARLY FOR PACKING PIZZA",PL63088 (Y1); PL114715 (U1),03/10/2005,IWANEK MICHALâ€‚[PL];  BOMBOLA BOGUMILâ€‚[PL],SCA PACKAGING POLAND SP Z OOâ€‚[PL],B65D5/20; B65D5/20,,PL20040114715U,20040329,PL20040114715U 20040329,,,,,,,,,,,,,,
Metalized susceptor plate with peripheral apertures for microwave cooking of pizza,NZ510129 (A),31/01/2003,ARONSSON SOLVEIG;  WIKSTROM KATARINA,NESTLE SA,F24C7/02; A21B3/15; A21D13/00; A47J27/00; B65D81/34; B65D81/34; H05B6/80,B65D81/3446; B65D2581/3406; B65D2581/344; B65D2581/3454; B65D2581/3466; B65D2581/3472; B65D2581/3494; Y10S99/14,NZ20010510129,20010223,EP20000200867 20000310,,,,,,,,,,,,,,
"Methods for preserving fresh cut vegetables, using a preserving solution containing calcium ions and ascorbate ions or erythorbate ions and water",NZ505455 (A),28/02/2003,CHEN CHAO,MANTROSE HAEUSER CO,A23B7/14; A23B7/10; A23B7/153; A23B7/154; A23B7/157; A23B7/158; A23B9/26; A23B9/30; A23L3/3454; A23L3/3544; A23L3/358; A23B7/153; A23L3/3454,A23B7/157; A23B7/154,NZ19990505455,19990108,US19980005340 19980109; WO1999US00459 19990108,,,,,,,,,,,,,,
"Deep dish pizza base preparation device, comprises rotary body with curved press surface for urging against dough on belt",NL1024684 (C2),03/05/2005,VERHAAR ARIE HENDRIKâ€‚[NL],RADEMAKER B Vâ€‚[NL],A21C11/00; A21C11/04; A21C11/00,A21C11/04; A21C11/004,NL20031024684,20031031,NL20031024684 20031031,US2614511 (A); GB285230 (A); US5024719 (A); US5234705 (A); GB461263 (A); US3433181 (A),,,,,,,,,,,,,
"READY-TO-ASSEMBLE, READY-TO-EAT PACKAGED PIZZA.",MXPA02007920 (A),21/04/2004,COCHRAN STUART ALLANâ€‚[US],KRAFT FOODS INCâ€‚[US],A21D13/08; A21D13/00; A21D15/00; A23L1/48; A21D13/00; A21D15/00; A21D15/02,A21D13/007; A21D15/00,MX2002PA07920,20020815,US19950563845 19951128,,,,,,,,,,,,,,
RAW LEVAN FOR PIZZA,LT2001117 (A); LT5044 (B),25/06/2003,KAROSAS DONATAS Tâ€‚[LT],UZDAROJI AKCINE BENDROVE CILIJâ€‚[LT],A21D10/02; A21D10/02,,LT20010000117,20011211,LT20010000117 20011211,,,,,,,,,,,,,,
A PIZZA ROASTER,KR20050089945 (A); KR100615386 (B1),09/09/2005,KANG SIN HEEâ€‚[KR],KANG SIN HEEâ€‚[KR],A47J37/08; A21B5/00; A47J37/08; A21B5/00,,KR20050075512,20050816,KR20050075512 20050816,,,,,,,,,,,,,,
THE METHOD OF PRODUCTION AND PROCESSED FOOD MAKE USE OF THE DIET RICE GOAMI AND PROCESSED FLOUR,KR20050027229 (A),18/03/2005,HER EUNG SANGâ€‚[KR],AV BEATIFUL WORLDâ€‚[KR],A23L1/10; A23L1/10,,KR20050007804,20050125,KR20050007804 20050125,,,,,,,,,,,,,,
BUILT-IN TYPE INDUCTION HEATING COOKING APPARATUS FOR COOKING PIZZA OR RICE CAKE CONVENIENTLY AND EVENLY,KR100627038 (B1); KR20050016070 (A),21/02/2005,INUKAI MASAHIRO,SANYO ELECTRIC CO,H05B6/12; A47J37/06; F24C15/10; F24C15/16; H05B11/00; F24C15/16; F24C15/10,,KR20040060408,20040730,JP20030287232 20030805,,,,,,,,,,,,,,
SEALING DOOR OF COMBINATION PIZZA OVEN WITH MICROWAVE OVEN RANGE,KR20050121980 (A),28/12/2005,CHO YUN HOâ€‚[KR];  YANG KYUNG HOIâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/02; F24C15/02,,KR20040047098,20040623,KR20040047098 20040623,,,,,,,,,,,,,,
COMBINATION MICROWAVE OVEN RANGE WITH PIZZA OVEN OF FOLDING HANDLE,KR20050121979 (A); KR100593061 (B1),28/12/2005,CHO YUN HOâ€‚[KR];  YANG KYUNG HOIâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/02; F24C15/18; F24C15/02; F24C15/18,,KR20040047097,20040623,KR20040047097 20040623,,,,,,,,,,,,,,
COMBINATION MICROWAVE OVEN RANGE WITH PIZZA OVEN OF DOOR,KR20050121978 (A),28/12/2005,CHO YUN HOâ€‚[KR];  YANG KYUNG HOIâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/02; F24C15/02,,KR20040047096,20040623,KR20040047096 20040623,,,,,,,,,,,,,,
MULTI-LAYERED PIZZA PRODUCT COMPRISING PIZZA CRUST AND ONE OR MORE TOPPINGS WHICH ARE MADE OF DIFFERENT INGREDIENT MATERIALS AND CAN FORM TWO OR MORE LAYERS,KR20040062524 (A),07/07/2004,WOO SEOK GYUN,WOO SEOK GYUN,A21D13/00; A21D13/00,,KR20040045878,20040619,KR20040045878 20040619,,,,,,,,,,,,,,
"PRODUCTION OF PIZZA USING BEAN CURD, LEEK AND CUTTLEFISH",KR20040058136 (A),03/07/2004,KIM SEON TAE,KIM SEON TAE,A21D13/00; A21D13/00,,KR20040041090,20040602,KR20040041090 20040602,,,,,,,,,,,,,,
GOCHUJANG PIZZA,KR20050112537 (A),01/12/2005,KIM MIN SOOâ€‚[KR],KIM MIN SOOâ€‚[KR],A21D13/00; A21D13/00,,KR20040037618,20040527,KR20040037618 20040527,,,,,,,,,,,,,,
"COLORFUL CONTAINER FOR KEEPING SIDE DISHES WARM OR COOL WITH FOUR-DIRECTION TIGHTENING LINKS, DOWNWARD PROTRUDED TIGHTENING LINKS, CORNER OPENING GRIPS, SILICONE PACKING LID, SOFT AND HARD SILICONE PACKING FOR SEALING, AND CONCAVE AND CONVEX CORNER AND SIDE PORTIONS",KR20040062903 (A),09/07/2004,KIM KI OK,KIM KI OK,A47J47/02; A47J47/02,,KR20040035402,20040518,KR20040035402 20040518,,,,,,,,,,,,,,
"PRODUCTION OF FUSION FOOD BY APPLYING PIZZA SAUCE ON SCORCHED RICE, PLACING MIXTURE OF KIMCHI, AGARICUS BISPORUS, PIMENTOS, MEAT AND ONION ON SCORCHED RICE, SPRINKLING PIZZA CHEESE THEREON AND BAKING",KR20050008472 (A),21/01/2005,LEE JIN GU,LEE JIN GU,A23L1/18; A23L1/18,,KR20040030216,20040429,KR20030048334 20030715,,,,,,,,,,,,,,
"PIZZA DELIVERY APPARATUS USEFUL AS PIZZA PAN, AND PIZZA DELIVERY BOX",KR20050097180 (A),07/10/2005,CHOI SOON KYUâ€‚[KR],CHOI SOON KYUâ€‚[KR],A47J47/14; A47J47/14,,KR20040022287,20040331,KR20040022287 20040331,,,,,,,,,,,,,,
A MANUFACTURING PROCESS OF A PIZZA SAUCE TO USING THE FERMENTATION KIMCHI,KR20050095681 (A),30/09/2005,YUN DO YONGâ€‚[KR],YUN DO YONGâ€‚[KR],A23L1/39; A23L1/39,,KR20040020221,20040325,KR20040020221 20040325,,,,,,,,,,,,,,
PIZZA BOX,KR20050095080 (A),29/09/2005,CHO SEOK KYUNGâ€‚[KR],GOLDENPAPER CO LTDâ€‚[KR],B65D85/36; B65D85/36,,KR20040020104,20040324,KR20040020104 20040324,,,,,,,,,,,,,,
"PIZZA DELIVERY APPARATUS USEFUL AS PIZZA PAN, AND PIZZA DELIVERY BOX",KR20050095027 (A),29/09/2005,CHOI SOON KYUâ€‚[KR],CHOI SOON KYUâ€‚[KR],A47J47/14; A47J47/14,,KR20040020021,20040324,KR20040020021 20040324,,,,,,,,,,,,,,
PATTY CONTAINING INGREDIENTS THEREINSIDE AND PRODUCTION METHOD THEREOF,KR20040027839 (A),01/04/2004,ANDREA KIM,ANDREA KIM,A23L1/317; A23L1/317,,KR20040016700,20040312,KR20040016700 20040312,,,,,,,,,,,,,,
PIZZA PAN,KR101023412 (B1); KR20050063970 (A),29/06/2005,JIN CHANG SUNGâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],A47J37/08; A47J37/08,,KR20030095224,20031223,KR20030095224 20031223,JPS5859473U (U); US6534755 (B1); US6150635 (A),,KR890005222Y (Y1),,,,,,,,,,,
HEATER STRUCTURE OF A COMBINATION MICROWAVE OVEN WITH PIZZA OVEN,KR101084087 (B1); KR20050063969 (A),29/06/2005,JIN CHANG SUNGâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/18; F24C15/18,,KR20030095223,20031223,KR20030095223 20031223,,,,,,,,,,,,,,
COMBINATION MICROWAVE OVEN WITH PIZZA OVEN,KR100589769 (B1); KR20050063946 (A),29/06/2005,CHO DONG HEEâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/18; F24C15/18,,KR20030095197,20031223,KR20030095197 20031223,,,,,,,,,,,,,,
COMBINATION MICROWAVE OVEN WITH PIZZA OVEN,KR100529528 (B1); KR20050063945 (A),29/06/2005,CHO DONG HEEâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/18; F24C15/18,,KR20030095196,20031223,KR20030095196 20031223,,,,,,,,,,,,,,
COMBINATION MICROWAVE OVEN WITH PIZZA OVEN HAVING A HEATER REFLECTING PLATE,KR20050063944 (A),29/06/2005,JUNG GIL JUâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/18; F24C15/18,,KR20030095195,20031223,KR20030095195 20031223,,,,,,,,,,,,,,
BLACK SOYBEAN PIZZA CRUST,KR20050062169 (A),23/06/2005,KIM UK SOOâ€‚[KR],KIM UK SOOâ€‚[KR],A21D13/00; A21D13/00,,KR20030094154,20031219,KR20030094154 20031219,,,,,,,,,,,,,,
PIZZA-SHELF FOR REFRIGERATOR,KR20050061825 (A),23/06/2005,SHIM KYU ILâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F25D25/02; F25D25/02,,KR20030093315,20031218,KR20030093315 20031218,,,,,,,,,,,,,,
MICROWAVE OVEN PROVIDED WITH A ROTATABLE PIZZA COOKING CHAMBER,KR20050063843 (A),29/06/2005,JIN CHANG SUNGâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/16; F24C15/16,,KR20030093078,20031218,KR20030093078 20031218,,,,,,,,,,,,,,
A DOOR FOR PIZZA OVEN,KR20050062803 (A),28/06/2005,YANG KYUNG HOIâ€‚[KR];  CHO YUN HOâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/02; F24C15/02,,KR20030093026,20031218,KR20030093026 20031218,,,,,,,,,,,,,,
MICROWAVE OVEN HAVING A PIZZA OVEN,KR20050062794 (A),28/06/2005,KIM SEUNG HOEâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/18; F24C15/18,,KR20030093008,20031218,KR20030093008 20031218,,,,,,,,,,,,,,
PRODUCTION METHOD OF PIZZA USING YAM AND YAM PIZZA PREPARED THEREBY,KR20040007359 (A),24/01/2004,PARK DONG HEE,PARK DONG HEE,A21D13/00; A21D13/00,,KR20030088298,20031205,KR20030088298 20031205,,,,,,,,,,,,,,
"PRODUCTION OF HAMBURGER, SANDWICH AND PIZZA USING GINSENG, BEEF, PORK, CHICKEN, FISH AND SEAWEEDS",KR20030097747 (A),31/12/2003,CHO NAM HACKâ€‚[KR],CHO NAM HACKâ€‚[KR],A21D13/00; A21D13/00,,KR20030085866,20030917,KR20030085866 20030917,,,,,,,,,,,,,,
"PRODUCTION METHOD OF FUNCTIONAL PIZZA USING EGGPLANT, KELP AND BLACK MUSHROOM",KR20040007354 (A),24/01/2004,CHOI JYENG HYEN,CHOI JYENG HYEN,A21D13/00; A21D13/00,,KR20030083405,20031122,KR20030083405 20031122,,,,,,,,,,,,,,
COOKING METHOD OF A KIMCHI-PIZZA PORK CUTLET,KR20050043576 (A),11/05/2005,SUNG YOUNG OKâ€‚[KR],SUNG YOUNG OKâ€‚[KR],A23L1/31; A23L1/31,,KR20030080776,20031105,KR20030080776 20031105,,,,,,,,,,,,,,
"METHOD FOR MANUFACTURING HAMBURGER, SANDWICH AND PIZZA USING GINSENG, MUSHROOM, BEEF MET, PORK MEAT, CHICKEN MEAT, FISH, TUNA, SCOMBEROMORUS NIPHONIUS, SCOMBER JAPONICUS, COLOLABIS SAIRA, SALMON, ANCHOVY, SHRIMP, CRAB, LOBSTER",KR20030091063 (A),01/12/2003,CHO NAM HACKâ€‚[KR],CHO NAM HACKâ€‚[KR],A21D13/00; A21D13/00,,KR20030072818,20031009,KR20030072818 20031009,,,,,,,,,,,,,,
PIZZA PACKAGING BOX FOR PREVENTING DISK-SHAPED PIZZA FROM BEING CRUSHED BY COVER WHEN TRANSPORTED IN PACKAGE,KR100546980 (B1); KR20050020551 (A),04/03/2005,CHOI KI YOUNG,CHOI KI YOUNG,B65D85/36; B65D85/36,,KR20030070441,20031007,KR20030070441 20031007,,,,,,,,,,,,,,
,KR20050031823 (A),06/04/2005,YOU CHOON GIâ€‚[KR],YOU CHOON GIâ€‚[KR],A23L1/337; A23L1/337,,KR20030068091,20030930,KR20030068091 20030930,,,,,,,,,,,,,,
EXTRACT OF PINE TREE LEAVES FOR PROMOTION OF DIGESTION,KR20050031742 (A); KR100546250 (B1),06/04/2005,CHEONG HYEON SOOKâ€‚[KR];  HAHM KYUNG SOOâ€‚[KR];  HWANG IN DEOKâ€‚[KR];  JUN JAE YEOULâ€‚[KR];  KIM TAE GUNâ€‚[KR];  YOO JIN CHEOLâ€‚[KR],UNIV CHUNSUN CO LTDâ€‚[KR],A23L1/30; A23L1/30,,KR20030067996,20030930,KR20030067996 20030930,,,,,,,,,,,,,,
MIXTURE OF PINE TREE LEAVES SUPERNATANT JUICE FERMENTATION SOLUTION AND LESPEDEZA CUNEATE G. DON EXTRACT AND HEALTH FOOD CONTAINING THE SAME,KR20050031740 (A); KR100536083 (B1),06/04/2005,CHEONG HYEON SOOKâ€‚[KR];  HAHM KYUNG SOOâ€‚[KR];  HWANG IN DEOKâ€‚[KR];  JUN JAE YEOULâ€‚[KR];  KIM TAE GUNâ€‚[KR];  YOO JIN CHEOLâ€‚[KR],UNIV CHUNSUN CO LTDâ€‚[KR],A23L1/30; A23L1/30,,KR20030067994,20030930,KR20030067994 20030930,,,,,,,,,,,,,,
METHOD A PIZZA DOUGH TAKE OF GINSENG OIL,KR20050030978 (A),01/04/2005,KOO SUNG HAGâ€‚[KR],KOO SUNG HAGâ€‚[KR],A21D2/36; A21D2/36,,KR20030067121,20030927,KR20030067121 20030927,,,,,,,,,,,,,,
FUSION CUISINE USING CHICKEN MEAT,KR20030078831 (A),08/10/2003,HWANG YOUNG HOâ€‚[KR],HWANG YOUNG HOâ€‚[KR],A23L1/315; A23L1/315,,KR20030062925,20030909,KR20030009594 20030215,,,,,,,,,,,,,,
"PREPARATION OF FUNCTIONAL PIZZA DOUGH BY MIXING EDIBLE DRIED YEAST, WHEAT FLOUR, CALCIUM CARBONATE, VITAMIN E, DL-METHIONINE AND FLAMMULINA VELUTIPES EXTRACT",KR20050017563 (A); KR100675203 (B1),22/02/2005,YANG GEE MO,YANG GEE MO,A23L1/105; A23L1/105,,KR20030056583,20030814,KR20030056583 20030814,,,,,,,,,,,,,,
DUMPLING FILLING COMPOSITION CONTAINING PULVERIZED BONES AND MEATS OF CHICKEN NECKS AND DUMPLING CONTAINING THE SAME,KR20050013809 (A),05/02/2005,LEE WEON SUNG,LEE WEON SUNG,A23P1/08; A23P1/08,,KR20030052379,20030729,KR20030052379 20030729,,,,,,,,,,,,,,
MOVABLE TABLE ASSEMBLY FOR PIZZA PLATE ENABLING FAST AND EFFICIENT TOPPING OPERATION AND EVENLY DISPENSING OF VARIOUS TOPPINGS FOR VISUALLY ENHANCED APPEARANCE,KR100492503 (B1); KR20050010618 (A),28/01/2005,BAEK JIN KYU,BAEK JIN KYU,A21B5/00; A21B5/00,A21C9/04,KR20030049985,20030722,KR20030049985 20030722,,,,,,,,,,,,,,
TRANSFER APPARATUS FOR PIZZA PLATE CAPABLE OF EFFICIENTLY PERFORMING TOPPING OPERATION AND INCREASING OPERATIONAL EFFICIENCY WHILE REDUCING OPERATING TIME,KR20050010617 (A); KR100583753 (B1),28/01/2005,BAEK JIN KYU,BAEK JIN KYU,A21B5/00; A21B5/00,,KR20030049984,20030722,KR20030049984 20030722,,,,,,,,,,,,,,
PREPARATION OF SWEET POTATO CHEESE STICK BY MIXING RICE AND SWEET POTATO POWDER AND INSERTING MOZZARELLA CHEESE THEREINTO,KR100518264 (B1); KR20050008350 (A),21/01/2005,HAN SANG WOON;  LEE JEUNG SUENG,HAN SANG WOON,A21D13/00; A21D13/00,,KR20030048417,20030715,KR20030048417 20030715,,,,,,,,,,,,,,
METHOD OF PREPARING PIZZA DOUGH,KR20030059767 (A),10/07/2003,ANTONIO CARMINE PATELLAâ€‚[KR];  CHAE JIN SOOKâ€‚[KR],ANTONIO CARMINE PATELLAâ€‚[KR];  CHAE JIN SOOKâ€‚[KR],A21D10/00; A21D10/00,,KR20030037144,20030610,KR20030037144 20030610,,,,,,,,,,,,,,
PRODUCTION OF CRUST PIZZA COATED WITH SWEET SYRUP BY APPLYING SWEET SYRUPS TO BAKED PIZZA CRUST,KR100499548 (B1); KR20040100350 (A),02/12/2004,KANG WON MUK,KANG WON MUK,A21D13/00; A21D13/00,,KR20030032653,20030522,KR20030032653 20030522,,,,,,,,,,,,,,
"PREPARATION METHOD OF TOFU-PIZZA BY USING AS MAIN INGREDIENT TOFU HAVING EXCELLENT NUTRIENT, DIGESTION RATE AND VARIOUS KINDS OF BIOACTIVE MATERIAL",KR100492842 (B1); KR20040098901 (A),26/11/2004,CHO SANG DO;  HWANG YEONG JEONG;  JUN SEONG SIK;  JUNG YEONG CHEOL;  KIM EUN JU,CHO SANG DO,A21D13/00; A21D13/00,,KR20030031219,20030516,KR20030031219 20030516,,,,,,,,,,,,,,
