Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
DOUGH PREMIX COMPOSITION CONTAINING MULBERRY LEAVES AND ITS MANUFACTURING METHOD,KR101067852 (B1); KR20110000866 (A),06/01/2011,MYUNG JUNG GILâ€‚[KR],MYUNG JUNG GILâ€‚[KR],A21D2/36,,KR20090058172,20090629,KR20090058172 20090629,KR100556269B (B1); KR20000006635 (A); KR20010027408 (A); KR20070028490 (A),,,,,,,,,,,,,
CUTTING AND SHARPENING DEVICE AND METHOD,WO2011100144 (A3); WO2011100144 (A2),18/08/2011,HOLCOMB DAVID Aâ€‚[US];  KRUS MATTHEWâ€‚[US],CHEF N CORPâ€‚[US];  HOLCOMB DAVID Aâ€‚[US];  KRUS MATTHEWâ€‚[US],B26B25/00,B26B25/005,WO2011US23432,20110202,US20100303434P 20100211,,,,,,,,,,,US5311664 (A); US1418053 (A); WO2006093482 (A1); US3562907 (A); US1666643 (A); US3783513 (A); US6502313 (B1); US2005188545 (A1); EP2098340 (A1),,,
Pizza cutter,CN201736253 (U),09/02/2011,DAQIAN SITU,DAQIAN SITU,B26B25/00; B26B29/02,,CN20102166774U,20100415,CN20102166774U 20100415,,,,,,,,,,,,,,
Pizza chopping block,CN201727380 (U),02/02/2011,DAQIAN SITU,DAQIAN SITU,A47J37/01,,CN20102166775U,20100415,CN20102166775U 20100415,,,,,,,,,,,,,,
PIZZA DOUGH CONTAINING MULBERRY AND RICE AND ITS MANUFACTURING METHOD,KR101002770 (B1),21/12/2010,MYUNG JUNG GILâ€‚[KR],MYUNG JUNG GILâ€‚[KR],A21D13/00,,KR20100043450,20100510,KR20100043450 20100510,,,,,,,,,,,,,,
NATURAL PULP BOX FOR PIZZA PACKING AND MANUFACTURING METHOD THEREOF,KR100999464 (B1),09/12/2010,CHO KEE POONGâ€‚[KR],KUKMINPNTECHâ€‚[KR],B65D85/36; B31B5/60; B65D5/28; D21H11/00,,KR20100032944,20100409,KR20100032944 20100409,,,,,,,,,,,,,,
COMPOSITION FOR ANTICOAGULATION COMPRISING FUCO-OLIGOSACCHARIDES,KR20100138438 (A),31/12/2010,CHUNG MI KYUNGâ€‚[KR];  PARK JOO WOONGâ€‚[KR];  SUH HYUN HYOâ€‚[KR];  PARK YOUNG ILâ€‚[KR];  KIM WOO JUNGâ€‚[KR],HANRIB LIFETECH INCâ€‚[KR],A61K31/737; A23L1/30; A61P7/02,,KR20090056980,20090625,KR20090056980 20090625,,,,,,,,,,,,,,
THE PIZZA BOX THAT LID COMES TO GET FOLDED WITH AUTOMATIC,KR101109341 (B1); KR20100132388 (A),17/12/2010,JEONG BYUNG TAEâ€‚[KR],JEONG BYUNG TAEâ€‚[KR],B65D85/36; B65D5/20; B65D5/24; B65D5/36,,KR20090051185,20090609,KR20090051185 20090609,KR20030020087 (A); JP2008155960 (A); KR20040031897 (A),,,,,,,,,,,,,
A MANUFACTURING PROCESS OF REFRIGERATED-PIZZA,KR20100131187 (A),15/12/2010,I JU NAMâ€‚[KR],I JU NAMâ€‚[KR],A21D13/00; A23L3/36; B65D85/30,,KR20090049957,20090605,KR20090049957 20090605,,,,,,,,,,,,,,
PIZZA OVEN,KR20100126926 (A); KR101124520 (B1),03/12/2010,HAN HYUNâ€‚[KR];  KIM KI NAMâ€‚[KR];  KIM JUENG JAEâ€‚[KR];  HONG DOO HANâ€‚[KR],K M TECH CO LTDâ€‚[KR],A21B1/40; A21B1/26,,KR20090045359,20090525,KR20090045359 20090525,KR20020061099 (A); KR20060062230 (A); KR20070053566 (A); KR20050062794 (A),,,,,,,,,,,,,
"Corrugated cardboard packaging for foodstuff, especially pizza",PL118260 (U1),06/12/2010,WISNIEWSKA STEFANIAâ€‚[PL],WISNIEWSKA STEFANIA WYTWORNIA OPAKOWAN KARTONOWYCHâ€‚[PL],B65D5/54; B65D85/36,,PL20090118260U,20090601,PL20090118260U 20090601,,,,,,,,,,,,,,
FRIED SNACK FOOD PRODUCT,US2011014320 (A1),20/01/2011,ZABLE MARKâ€‚[US],,A21D13/00; A21D8/04,A21D13/0022; A21D13/0067; A23L1/1645; A23L2/395; A23L3/362; C12C7/28,US20100880755,20100913,US20100880755 20100913; US20100367224P 20100723,US2004161502 (A1); US4741908 (A); US4693899 (A),,,,,,,,,,,,,
Roasting machine,CN201710175 (U),19/01/2011,ZHENXIU ZHANG,MINGHAN ENTPR CO LTD,A47J37/06,,CN20102166716U,20100421,CN20102166716U 20100421,,,,,,,,,,,,,,
KOREA PIZZA,KR20100123572 (A),24/11/2010,PARK JAE JINâ€‚[KR],PARK JAE JINâ€‚[KR],A23P1/08; A23L1/10,,KR20090043306,20090515,KR20090043306 20090515,,,,,,,,,,,,,,
DELIVERY PACKING BOX HAVING A CUTTING KNIFE FOR PIZZA,KR20100121179 (A),17/11/2010,KIM JONG TAEâ€‚[KR],KIM JONG TAEâ€‚[KR],B65D85/36; B65D5/44; B65D5/54; B65D25/20,,KR20090040220,20090508,KR20090040220 20090508,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZA USING TOFU COMPRISING CURCUMA AROMATIC SALAB,KR20100119695 (A); KR101089216 (B1),10/11/2010,PARK GEUM SOONâ€‚[KR],SUN MOK INST EDUCATION FOUNDATIONâ€‚[KR];  HAETTEURAK CO LTDâ€‚[KR],A21D13/04; A21D8/04,,KR20090038767,20090501,KR20090038767 20090501,,,,,,,,,,,,,,
Handle of pizza pan,CN201683776 (U),29/12/2010,JIANXIN REN,HAIYAN XINHUA ELECTRIC APPLIANCE CO LTD,A47J45/08,,CN20102110092U,20100129,CN20102110092U 20100129,,,,,,,,,,,,,,
Pizza scoop,USD629684 (S1),28/12/2010,DRURY EVANâ€‚[CA],,,,US20100353712F,20100113,US20100353712F 20100113,,,,,,,,,,,,,,
Oven burner,CN201672516 (U),15/12/2010,XIANGHUA LIU;  GANG WU,NINGBO JISHENG ELECTRICAL APPLIANCES CO LTD,F23D14/02; F23D14/46; F23D14/58; F23D14/62,,CN20102196543U,20100518,CN20102196543U 20100518,,,,,,,,,,,,,,
DUAL DISK PIZZA CUTTER AND METHODS,US2010313432 (A1); US8539679 (B2),16/12/2010,CASWELL TYâ€‚[US],CASWELL TY,B26B25/00; A47J43/00,B26B25/005,US20100813356,20100610,US20100813356 20100610; US20090186769P 20090612,US976496 (A); US1720305 (A); US1916725 (A); US3111914 (A); US3710444 (A); US4502223 (A); US4809437 (A); US6163966 (A); US2003233756 (A1); US2012096719 (A1); USD511075S (S1); US976496 (A); US1720305 (A); US1916725 (A); US3111914 (A); US3710444 (A); US4502223 (A); US4809437 (A); US6163966 (A); USD511075S (S1); US2003233756 (A1); US2012096719 (A1),,,,,,,,,,,,,
Pizza pan,USD628848 (S1),14/12/2010,JUNKINS MITCHâ€‚[US],,,,US20090344926F,20091006,US20090344926F 20091006; US20090338419F 20090611,,,,,,,,,,,,,,
PIZZATOPPING AND A METHOD OF PRODUCING THE PIZZATOPPING,WO2010140894 (A1),09/12/2010,EREVIK JONEâ€‚[NO],DAGENS ASâ€‚[NO];  EREVIK JONEâ€‚[NO],A21C9/04; A23L3/36; A23P1/08,A23L3/364; A21C9/04; A21D13/007; A23L1/0005; A23L1/0067,WO2010NO00203,20100602,NO20090002153 20090603; NO20100000791 20100601,,,,,,,,,,,US5894028 (A); US5243899 (A); WO9208358 (A1); EP1116445 (B1); US6753025 (B1),,,
Collapsible pizza box with surface reliefs,GB2484127 (A),04/04/2012,THORLEY TREVORâ€‚[GB],ATLANTIC ENTPR 2009 LTDâ€‚[GB],B65D5/42,B65D5/54; B65D85/36; B65D2585/366; B65D5/4266; B65D2585/366,GB20100016462,20100930,GB20100016462 20100930,GB2361912 (A); ES2263323 (A1); FR2456613 (A1); US2004217154 (A1),,,,,,,,,,,,,
Pizza Business Model,US2010306136 (A1),02/12/2010,GOOLAB ANTHONYâ€‚[US],,G06Q90/00,G06Q30/00; G06Q99/00,US20100774537,20100505,GB20090009440 20090601,US2002095231 (A1); US2005049922 (A1); US2006225579 (A1),,,,,,,,,,,,,
Container with flyer disc member,US2010301105 (A1),02/12/2010,MCCLUNG III GUY LAMONTEâ€‚[US],,B65D5/42; A63B67/00; A63H33/18,A63H33/18; A63B67/00; B65D81/36,US20100800650,20100519,US20010871170 20010531; US20100800650 20100519; US20010953094 20010914; US20040784543 20040223; US20060338435 20060124,US5492243 (A); US4838444 (A); US4195746 (A); US4014456 (A); US3908852 (A); US3768393 (A); US3757388 (A); US3670916 (A); US3484015 (A); US3360152 (A); US3335846 (A); US2695645 (A); US6789690 (B2); US4671423 (A); US4014450 (A); US3229809 (A),,,,,,,,,,,,,
Pizza pan,USD628009 (S1),30/11/2010,SARNOFF NORTONâ€‚[US];  PATEL RAJâ€‚[US],HANDI FOIL CORPâ€‚[US],,,US20100362365F,20100525,US20100362365F 20100525,,,,,,,,,,,,,,
,KR20100115893 (A),29/10/2010,LEE MI YOUNGâ€‚[KR],LEE MI YOUNGâ€‚[KR],A23P1/08; A23L3/36,,KR20090034531,20090421,KR20090034531 20090421,,,,,,,,,,,,,,
AMINE DERIVATIVES OF MONASCUS PIGMENT INHIBITING DIFFERENTIATION OF PREADIPOCYTE 3T3-L1 CELLS,KR20100114682 (A),26/10/2010,SHIN CHUL SOOâ€‚[KR];  WOO SOO HYUNâ€‚[KR],IND ACADEMIC COOPâ€‚[KR],A61K31/4741; A23L1/30; A61P3/04,,KR20090033187,20090416,KR20090033187 20090416,,,,,,,,,,,,,,
VERSATILE COOKING DEVICE,US2010294138 (A1),25/11/2010,BRYCE DONALD WILLIAMâ€‚[US];  WONG WING SUN FELIXâ€‚[US];  ASHWORTH ROBERT SCOTTâ€‚[US];  KAHN KRIS DAVIDâ€‚[US];  KEI CHAN SIUâ€‚[US],JORDAN KAHN COMPANYâ€‚[US],A47J37/07,A47J37/067; A47J37/0786,US20100757672,20100409,US20100757672 20100409; US20090180349P 20090521,US3295509 (A); US4640265 (A); US5365833 (A); US2003145740 (A1); US8181592 (B2),,,,,,,,,,,,,
Protective sleeve of temperature controller,CN201655673 (U),24/11/2010,JIANMIN SHEN,JIANMIN SHEN,H01H37/04,,CN20092295553U,20091229,CN20092295553U 20091229,,,,,,,,,,,,,,
Pizza packaging box,CN201647208 (U),24/11/2010,ZHONGHUANG LIU,SHANGHAI FOREIGN TRADE JIELONG COLOUR PRINTING CO LTD,B65D5/00; B65D85/36,,CN20102124126U,20100305,CN20102124126U 20100305,,,,,,,,,,,,,,
TABLEWARE FOR PORTION CONTROL,US2010282761 (A1),11/11/2010,BARRECA EILEENâ€‚[US];  SPIEZIO SHEILAâ€‚[US],,A47G19/00; A47G19/22,A47G19/2227; A47G19/025,US20100728435,20100322,US20090162382P 20090323; US20100728435 20100322,US652994 (A); USD194054S (S); US4373636 (A); US5341953 (A); US5853104 (A); US5925390 (A); US6296488 (B1); US6419107 (B1); USD481594S (S1); USD494012S (S1); US6889455 (B2); US7908181 (B2),,,,,,,,,,,,,
Electric pizza baking pan with anti-scald structure,CN201624544 (U),10/11/2010,ZHAOFENG WU;  SHAOJIANG WANG,ZHAOFENG WU,A47J37/06,,CN20092271374U,20091118,CN20092271374U 20091118,,,,,,,,,,,,,,
Systems and methods for making a pizza pie having an outer cheese portion,US7823489 (B1),02/11/2010,CRAIG TODD Wâ€‚[US];  GRAHAM PETER Gâ€‚[US];  NGUYEN JENNIFER Tâ€‚[US],PIZZA HUT INCâ€‚[US],A21C11/12; A21C11/00; A21D13/00; B26B19/00,A21D13/007; Y10S83/932,US20090557053,20090910,US20090557053 20090910; US20050111467 20050421,US1545600 (A); US2304759 (A); US2598626 (A); US2791029 (A); US3716319 (A); US4661361 (A); US5196223 (A); US5720998 (A); US5775208 (A); US6286708 (B1),,,,,,,,,,,,,
Cutter for pizza and other foods,US7823292 (B1),02/11/2010,CASTIGLIONE ROBERTOâ€‚[US];  CASTIGLIONE TRAVISâ€‚[US],,B26B3/00,A21C15/04; A21C11/106; B26B25/005,US20060498490,20060803,US20060498490 20060803,US278103 (A); US482830 (A); US552267 (A); US677337 (A); US881828 (A); US895969 (A); US900300 (A); US1165022 (A); US1232398 (A); US1321215 (A); USD149551S (S); US2947084 (A); USD200335S (S); USD235704S (S); US4155142 (A); USD260223S (S); US4809437 (A); US4936466 (A); US4993157 (A); US5297010 (A); USD350462S (S); USD354887S (S); US5504998 (A); US5860217 (A); US6044565 (A); USD430475S (S); USD433912S (S); US6484407 (B2); USD479098S (S1); USD614925S (S1); US2004231475 (A1); US2009271993 (A1); JPS5228782 (A),,,,,,,,US4423551 (A); US4738028 (A); US5428898 (A); US5469622 (A); US5555625 (A); US6226824 (B1); US6955110 (B1); US2002129499 (A1),,,,,
ROASTER,KR101045232 (B1); KR20100102948 (A),27/09/2010,LEE HYUN WOOâ€‚[KR],LEE HYUN WOOâ€‚[KR],A47J37/07; A47J37/04,,KR20090021278,20090312,KR20090021278 20090312,KR20090008578U (U); KR20020042213 (A); KR20010079524 (A),,KR20030047663 (A),,,,,,,,,,,
ROASTER,KR101093530 (B1); KR20100102944 (A),27/09/2010,LEE HYUN WOOâ€‚[KR],LEE HYUN WOOâ€‚[KR],A47J37/04; A47J37/07,,KR20090021274,20090312,KR20090021274 20090312,,,,,,,,,,,,,,
METHOD FOR MANUFACTURING RICE PIZZA,KR20100095907 (A),01/09/2010,LEE CHEON YONGâ€‚[KR];  PARK CHUNG KILâ€‚[KR],PARIS CROISSANT CO LTDâ€‚[KR],A21D13/04; A21D2/36; A21D8/04,,KR20090014953,20090223,KR20090014953 20090223,,,,,,,,,,,,,,
DUAL WHEEL PIZZA CUTTER,US8011103 (B2); US2010269359 (A1),28/10/2010,BLUM MATTHEWâ€‚[US],SEARS BRANDS LLCâ€‚[US],B26B29/00,B26B25/005; A21C11/106; A21C15/04,US20090428637,20090423,US20090428637 20090423,US278103 (A); US312043 (A); US482830 (A); US552267 (A); US677337 (A); US881828 (A); US895969 (A); US900300 (A1); US1165022 (A); US1232398 (A); US1321215 (A); USD149551S (S1); US2947084 (A); USD199261S (S1); USD200335S (S1); US3281938 (A); USD207336S (S1); US3363314 (A); USD222380S (S1); USD235704S (S1); US3924328 (A); US4001936 (A); US4020550 (A); US4155142 (A); USD260223S (S1); US4738028 (A); US4809437 (A); US4993157 (A); US5299355 (A); USD350462S (S1); US5355588 (A); USD354887S (S1); USD355815S (S1); US5428898 (A); US5469622 (A); US5504998 (A); US5555625 (A); US5711077 (A); USD397001S (S1); US5860217 (A); US6044565 (A); USD430475S (S1); USD433912S (S1); US6484407 (B2); US6857192 (B1); US7591072 (B2); USD614460S (S1); USD614925S (S1); US7823292 (B1); US2004177515 (A1); US2004231475 (A1); US2007294898 (A1); US2008010838 (A1); US2010263217 (A1); JPS5228782 (A),,,,,,,,USD393987S (S1); USD448611S (S1); USD509114S (S1); USD519334S (S1),,,,,
Head dosing sauce for pizza base,PL382994 (A1); PL210296 (B1),30/12/2011,KARPOWICZ RYSZARDâ€‚[PL],KARPOWICZ RYSZARD PRZEDSIEBIORSTWO PROD USLUGOWO HANDLOWE KARPOWICZâ€‚[PL],B65B3/26,,PL20070382994,20070725,PL20070382994 20070725,,,,,,,,,,,,,,
PIZZA AND CRUST HAVING AN IRREGULAR EDGE,US2010266736 (A1),21/10/2010,WALTER SHELLYâ€‚[US];  PAFKO WAYNE Mâ€‚[US];  MORAD MOHAMED Mâ€‚[US],SCHWAN S FOOD MFG INCâ€‚[US],A21D8/06; A21C9/04; A21D8/02; A21D13/00; A21D13/08; A23P1/08,A21D13/007; A21C9/04; A21D8/02,US20100767609,20100426,US20100767609 20100426; US20040758296 20040115; US20030732173 20031209; US20030354896 20030129,,,,,,,,,,,,,,
PIZZA AND TRAY COMBINATION AND METHODS,US2010266733 (A1),21/10/2010,RETTEY DAVID CHARLESâ€‚[US];  PAFKO WAYNE MICHAELâ€‚[US];  HASSE JOEY Jâ€‚[US];  MCGILLIVRAY JIM Aâ€‚[US];  SHOMO JR ROBERT Bâ€‚[US];  WALTER MICHELLE RUTHâ€‚[US],SCHWAN S SALES ENTPR INCâ€‚[US],B65D81/34; A21D10/02; A23L1/01,B65D1/34; A21D6/001; A21D13/007; B65D81/343; B65D2581/3406,US20100767381,20100426,US20100767381 20100426; US20070831609 20070731,US2002011138 (A1); US2005266119 (A1),,,,,,,,,,,,,
"Rolling Cookie, Pastry, Pizza, and Pasta Tool",US2010263556 (A1),21/10/2010,AXINTE GRIGOREâ€‚[US];  AXINTE DANIELAâ€‚[US];  AXINTE VASILICAâ€‚[US];  AXINTE DRAGOSâ€‚[US],,A47J43/00; B26B1/00,B26B25/005,US20100761348,20100415,US20100761348 20100415; US20090169818P 20090416,US2499309 (A); US2003088937 (A1); US2003056378 (A1); US7238017 (B2); US2008298849 (A1); US2002142903 (A1); US2002187888 (A1); US5921905 (A),,,,,,,,,,,,,
METHOD FOR PRODUCING A PIZZA DOUGH BASE,WO2011020965 (A3); WO2011020965 (A2),24/02/2011,WELH YANNICK ANTOINE FRANCOISâ€‚[FR],YA VI CHâ€‚[FR];  WELH YANNICK ANTOINE FRANCOISâ€‚[FR],A21D10/02; A21D13/00,A21D13/007,WO2010FR51662,20100805,FR20090055722 20090820,,,,,,,,,,,US3880064 (A); US3814005 (A); FR2776166 (A1); FR2839615 (A1); FR2599222 (A1); FR2197308 (A5); US5396833 (A); US5006358 (A),XP002577422; XP002577423; XP002615498,,
Pizza pan,USD625547 (S1),19/10/2010,JUNKINS MITCHâ€‚[US],,,,US20100356046F,20100218,US20100356046F 20100218,,,,,,,,,,,,,,
a pizza box,KR20090011405 (U); KR200449464 (Y1),11/11/2009,,,B65D85/36,,KR20080005915U,20080506,KR20080005915U 20080506,JPS61123083U (U); JPH0728886U (U); KR20010064098 (A),,KR20000020628U (U),,,,,,,,,,,
TAKEOUT BAG FOR PIZZA,JP2010194038 (A),09/09/2010,YAMASHITA KEIICHIRO,YAMAJUN KK;  EREED KK;  SHOWA INSATSU KAKO KK,A45C11/00; A45C3/04,,JP20090040979,20090224,JP20090040979 20090224,,,,,,,,,,,,,,
Dual purpose pizza cutter,CN201592448 (U),29/09/2010,YANQI JIAO,YANQI JIAO,B26B25/00; B25G1/10; B26B11/00,,CN20092297744U,20091210,CN20092297744U 20091210,,,,,,,,,,,,,,
COMPOSITION FOR PREVENTING AND TREATING OBESITY AND HYPERLIPIDEMIA COMPRISING SPECIFIC EGG YOLK ANTIBODY,KR20100090441 (A),16/08/2010,WOO SEUNG EUNâ€‚[KR];  KWON JIN HYEOKâ€‚[KR];  AHN JUN YOUNGâ€‚[KR];  KIM HYUNG KWONâ€‚[KR];  PARK HYUN JUâ€‚[KR],DAN BIOTECHâ€‚[KR],A61K39/395; A23L1/30; A61P3/04,,KR20090009710,20090206,KR20090009710 20090206,,,,,,,,,,,,,,
A PIZZA HAVING HOLLOWED BREAD AND THE METHOD THEREOF,KR20100087910 (A),06/08/2010,KIM KWANG NAMâ€‚[KR],KIM KWANG NAMâ€‚[KR],A21D13/00; A21D10/00,,KR20090006974,20090129,KR20090006974 20090129,,,,,,,,,,,,,,
Pizza Carton With Curved Top,US8225985 (B2); US2010237137 (A1),23/09/2010,OLIVEIRA STEVEN MANUELâ€‚[US],"OLIVEIRA STEVEN MANUEL, ; GRAPHIC PACKAGING INTERNATIONAL, INC",B65D5/42; B31B3/00,B65D5/02; B65D5/0227; B65D5/029; B65D5/64; B65D2585/366; Y10S229/906,US20100794078,20100604,US20100794078 20100604; US20070678883 20070226; US20060777322P 20060228,US3912074 (A); US2465121 (A); US2465121 (A); US3807624 (A); US3912074 (A); US6155480 (A); US7331505 (B2); US7766219 (B2),,,,,,,,US926758 (A); US2382368 (A); US3638851 (A); US3904036 (A); US4173823 (A); US4360107 (A); US4476989 (A); US4567341 (A); US4765534 (A); USD311339S (S); USD318235S (S); US5071062 (A); US5118032 (A); US5263634 (A); US5535940 (A); US5560539 (A); US5806755 (A); US5833130 (A); US6109512 (A); US6206277 (B1); US6290122 (B1); US6375066 (B1); US6571539 (B2); US7000803 (B2); US7762450 (B2); DE29504256U (U1); EP1260448 (A1); EP1661813 (A1); WO9839220 (A1),,,,,
METHOD OF PREPARING TRAY-BASED FOODS,US2010233324 (A1),16/09/2010,FUDA JOEâ€‚[CA],,A21D13/00; A23L1/00,A23L1/0067; A21D13/0016; A21D13/007; A23L3/36,US20090402056,20090311,US20090402056 20090311,,,,,,,,,,,,,,
MORE ATTRACTIVE PIZZA,CA2654215 (A1),04/09/2010,BUJALSKI WLODZIMIERZâ€‚[CA],BUJALSKI WLODZIMIERZâ€‚[CA],A21D13/00; A23L1/00; A23P1/00,A21D13/007; A23L1/0014,CA20092654215,20090304,CA20092654215 20090304,,,,,,,,,,,,,,
"TOY, LEARNING IMPLEMENT AND KITCHEN UTENSILS FOR LEARNING BY CIRCLE, TRIANGLE, SQUARE AND THE OTHER FIGURES",JP2010167256 (A),05/08/2010,YAMAZAKI MITSUKO,YAMAZAKI MITSUKO,A63H33/00; A63H33/10; G09B1/32; G09B19/02,,JP20090194770,20090805,JP20080336161 20081224; JP20090194770 20090805,,,,,,,,,,,,,,
METHOD FOR PRODUCTION OF RICE PIZZA,RU2407300 (C2); RU2008147700 (A),10/07/2010,LEE DAE-GU,LEE DAE-GU,A23L1/10,A21D13/007; A21D2/36; A23L1/0076; A23L1/10,RU20080147700,20070426,KR20060047937 20060529; KR20060108099 20061103,,,,,,,,,,,,,,
Apparatus for producing a dough product topped with assorted toppings and a dough product,US2010212516 (A1),26/08/2010,WESTBERG TILLâ€‚[DE],,A21C9/08; A47J43/00,A21C9/04,US20100767229,20100426,DE20051034510 20050720,US5458055 (A); US4685387 (A); US3602154 (A),,,,,,,,,,,,,
Special fork for eating pizza,CN201557900 (U),25/08/2010,XU PAN,XU PAN,A47G21/02,,CN20092249988U,20091023,CN20092249988U 20091023,,,,,,,,,,,,,,
Novel multifunctional electric oven,CN201551185 (U),18/08/2010,CHAOHUA LI,CHAOHUA LI,A47J37/06; F16H7/04,F24C7/06; F24C15/166,CN2009256956U,20090521,CN2009256956U 20090521,,,,,,,,,,,,,,
LOW-PROTEIN CHEESE-LIKE FOOD,JP5528694 (B2); JP2010142181 (A),01/07/2010,HOSOMI TOMOHIRO,SANEI GEN FFI INC,A23C19/09; A23C19/093; A23L1/36,,JP20080324603,20081219,JP20080324603 20081219,JPS6283846 (A); JPH1042783 (A); WO2009005107 (A1); JPS6485041 (A); WO2007021205 (A1); JPH03292854 (A); WO2004078335 (A1),,JPS6214742 (A); JPS6283846 (A); JPH1042783 (A); WO2009005107 (A1); JPS6485041 (A); WO2007021205 (A1); JPH03292854 (A); WO2004078335 (A1),,,,,,,,,,,
Novel food stirring device,CN201524001 (U),14/07/2010,YUEJUN LI;  CHUNJIE LIN;  HUILING PENG;  SIHUA XU,JIANGMEN PENGJIANG DISTR HETANG XINFENG FOOD MACHINE FACTORY,A47J43/07,,CN20092238787U,20091110,CN20092238787U 20091110,,,,,,,,,,,,,,
Novel health care bean cake and manufacture process thereof,CN101773242 (A),14/07/2010,FUSHUN YANG,FUSHUN YANG,A23L1/29; A23L1/164; A23L1/20,,CN2009145272,20090114,CN2009145272 20090114,,,,,,,,,,,,,,
Temperature controller with auxiliary reduction mechanism,CN201522652 (U),07/07/2010,JIANMIN SHEN,JIANMIN SHEN,G05D23/00,,CN20092198350U,20091015,CN20092198350U 20091015,,,,,,,,,,,,,,
Pizza knife,CN201505927 (U),16/06/2010,NA MA,NA MA,B26B13/22,,CN20092242699U,20091022,CN20092242699U 20091022,,,,,,,,,,,,,,
Special pizza scissors,CN201500993 (U),09/06/2010,ZHENGQIANG SHUAI,ZHENGQIANG SHUAI,B26B13/22,,CN20092168368U,20090731,CN20092168368U 20090731,,,,,,,,,,,,,,
Mechanized apparatus for the preparation of pizzas,CN101720800 (A),09/06/2010,STEFANO TOMATIS,CMT COSTR MECC & TEC,A21D13/00,A21B5/03; A21B3/07,CN20091207965,20091029,IT2008TO00144U 20081030,,,,,,,,,,,,,,
Bimetal temperature protection controller,CN201464932 (U),12/05/2010,LIN MAO,NANJING NEWLIXON ELECTRIC CO LTD,G05D23/08; H02H5/04,,CN2009239148U,20090428,CN2009239148U 20090428,,,,,,,,,,,,,,
Electronic type operation panel device of electric oven,CN201452943 (U),12/05/2010,WENQING LI,WENQING LI,A47J37/06,,CN20092133344U,20090630,CN20092133344U 20090630,,,,,,,,,,,,,,
MANUFACTURING MATHOD OF PAJEON WITH SEAFOODS AND CHEESE,KR20100065990 (A),17/06/2010,KIM MOON SUNâ€‚[KR],KIM MOON SUNâ€‚[KR],A23L1/10; A23L1/325,,KR20080124602,20081209,KR20080124602 20081209,,,,,,,,,,,,,,
RECIPE OF PIZZA,KR20100058881 (A),04/06/2010,LEE YOUNG HEEâ€‚[KR],LEE YOUNG HEEâ€‚[KR],A21D13/00,,KR20080117459,20081125,KR20080117459 20081125,,,,,,,,,,,,,,
RECIPE OF PIZZA,KR20100058878 (A),04/06/2010,LEE YOUNG HEEâ€‚[KR],LEE YOUNG HEEâ€‚[KR],A21D13/00,,KR20080117450,20081125,KR20080117450 20081125,,,,,,,,,,,,,,
Reusable pizza container,USD620766 (S1),03/08/2010,SUDIA MICHAEL Tâ€‚[US],,,,US20090316717F,20091023,US20090316717F 20091023,,,,,,,,,,,,,,
Reusable pizza container,USD620765 (S1),03/08/2010,SUDIA MICHAEL Tâ€‚[US],,,,US20090316716F,20091023,US20090316716F 20091023,,,,,,,,,,,,,,
METHOD FOR PRODUCING A CORELESS FROZEN PIZZA,CA2650085 (A1); CA2650085 (C),14/07/2010,SUNATORI GO SIMONâ€‚[CA],SUNATORI GO SIMONâ€‚[CA],A21D10/02; A21D8/02; A21D13/00; A23L1/00,A23L1/0067; A21D13/007,CA20092650085,20090114,CA20092650085 20090114,,,,,,,,,,,,,,
Combination pizza box and leveling device,US2010176137 (A1); US7931188 (B2),15/07/2010,MARINELLI VITOâ€‚[US];  MACOR RICHARD Jâ€‚[US],,B65D25/00,B65D5/52; B65D85/36; B65D2585/366; Y10S229/906,US20090319588,20090109,US20090319588 20090109,US1576731 (A); US1778212 (A); US2591425 (A); US2730232 (A); US2875940 (A); US3178242 (A); US3338629 (A); US3499595 (A); US4030596 (A); US4238101 (A); US5470002 (A); US5881934 (A); US5961035 (A); US6902104 (B2); US7066362 (B2); US7481169 (B2); US2004060972 (A1); US2006243782 (A1); US2008223913 (A1),,,,,,,,,,,,,
A packaged food product particularly for microwave heating and process for making said packaged food product.,EP2363026 (A1),07/09/2011,SANTE LUDOVICOâ€‚[IT],PIZZA & 1 S R Lâ€‚[IT],A21D17/00; A21D8/06; A21D13/00; A21D15/00; B65D81/34,A21D13/007; A21D15/00; A21D17/006; B65D81/3461; B65D2581/3406; B65D2581/3447,EP20100168184,20100701,IT2009BO00434 20090703,EP1291298 (A2); EP1900281 (A1); EP0839737 (A1); US2003066831 (A1); WO0035770 (A1); US5247149 (A); US6168812 (B1); US2004213883 (A1); EP0350847 (A2); GB2211380 (A); US5585027 (A); WO2008052096 (A1); US5484984 (A); US5565228 (A),,,,,,,,,,,,,
PACKING PAPER AND BOX FOR FOODS,KR20100056669 (A),28/05/2010,LEE POONG WOOâ€‚[KR],MASTER PAPER CO LTDâ€‚[KR],B65D73/00; B32B29/08; B65D85/36,,KR20080115583,20081120,KR20080115583 20081120,,,,,,,,,,,,,,
