Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
"COMPOSITION OF RICE POWDER FOR PIZZA, BAKERY AND METHOD THE SAME",KR100663986 (B1),03/01/2007,NA JONG MINâ€‚[KR];  CHOI BONG YOUNGâ€‚[KR];  KIM IN HOâ€‚[KR],DAE DOO FOOD S CO LTDâ€‚[KR],A23L1/10,,KR20060005985,20060119,KR20060004035 20060113,KR100425772B (B1); KR20030095982 (A); KR20050013093 (A); KR20050034430 (A),,,,,,,,,,,,,
"A METHOD FOR PREPARATION OF MUNG BEANS POWDER HAVING LOW MOLECULAR WEIGHT, A MUNG BEANS POWDER PREPARED BY USING THE SAME METHOD AND FOOD PRODUCED BY USING THE SAME POWDER",KR100745657 (B1); KR20070073322 (A),10/07/2007,JEONG YONG JINâ€‚[KR];  GU YOUNG AHâ€‚[KR];  MUN CHAE RYUNâ€‚[KR];  KIM OK MIâ€‚[KR],CHONG UP CITYâ€‚[KR],A23L1/20,,KR20060001079,20060104,KR20060001079 20060104,JP2005348650 (A),,,,,,,,,,,,,
SYSTEM FOR COOKED FOOD CONTAINER,KR20070058272 (A),08/06/2007,PARK BONG RAEâ€‚[KR],PARK BONG RAEâ€‚[KR],F25D11/00; F25D15/00; F25D23/00; F25D29/00,,KR20050117302,20051203,KR20050117302 20051203,,,,,,,,,,,,,,
HEATING STRUCTURE OF PIZZA OVEN WITH AN ELECTRONIC OVEN,KR20070053567 (A),25/05/2007,JUNG GIL JOOâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/18; F24C7/02; F24C7/04; F24C15/00,,KR20050111466,20051121,KR20050111466 20051121,,,,,,,,,,,,,,
HEATING STRUCTURE OF PIZZA OVEN WITH AN ELECTRONIC OVEN,KR20070053566 (A),25/05/2007,JUNG GIL JOOâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/18; F24C7/02; F24C7/04; F24C15/00,,KR20050111465,20051121,KR20050111465 20051121,,,,,,,,,,,,,,
A CERAMIC PIZZA PAN,KR100609661 (B1),31/07/2006,KWON YOUNG ILâ€‚[KR],KWON YOUNG ILâ€‚[KR],A47J36/04; A47J37/10,,KR20050104070,20051102,KR20050104070 20051102,KR20000353143 (A),,,,,,,,,,,,,
"PIZZA DOUGH, PIZZA AND METHOD FOR MAKING THEM",KR20070043498 (A),25/04/2007,KONG GUM BAIâ€‚[KR],ETANG INCâ€‚[KR],A21D13/00,,KR20050099846,20051021,KR20050099846 20051021,,,,,,,,,,,,,,
PIZZA DELIVERY APPARATUS AND PIZZA BOX,KR20070042593 (A),24/04/2007,CHOI SOON KYUâ€‚[KR],CHOI SOON KYUâ€‚[KR],B65D85/36; B65D81/18,,KR20050098372,20051019,KR20050098372 20051019,,,,,,,,,,,,,,
PIZZA PAN STRUCTURE OF A MICROWAVE OVEN HAVING THE PIZZA OVEN FUNCTION,KR20070037174 (A); KR100730947 (B1),04/04/2007,CHO DONG HEEâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/18; F24C7/02; F24C7/04,,KR20050092473,20050930,KR20050092473 20050930,KR20050063970 (A); KR200150155Y (Y1),,,,,,,,,,,,,
APPARATUS FOR OPERATING A HEATER OF A MICROWAVE OVEN HAVING THE PIZZA OVEN FUNCTION,KR20070025775 (A),08/03/2007,KIM SEUNG HOIâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C7/08; F24C7/02; F24C7/04,,KR20050082288,20050905,KR20050082288 20050905,,,,,,,,,,,,,,
PIZZA,KR20070014615 (A); KR100725457 (B1),01/02/2007,LEE WON TEAâ€‚[KR],LEE WON TEAâ€‚[KR],A21D13/00,,KR20050069414,20050729,KR20050069414 20050729,KR100290068B (B1); KR960003587 (A); KR20020080082 (A); KR20020090187 (A),,,,,,,,,,,,,
A PIZZA DOUGH AND THE RECIPE THEREOF,KR100556269 (B1),22/02/2006,JEONG HEE GYOONâ€‚[KR],JUNGDAM FOOD SERVICE CO LTDâ€‚[KR],A21D10/00; A21D13/00,,KR20050066488,20050721,KR20050066488 20050721,,,,,,,,,,,,,,
METHOD AND SYSTEM FOR PROVIDING PIZZA-MON CHATTING SERVICE BY USING INTERNET,KR100663929 (B1); KR20060120920 (A),28/11/2006,PARK MARVINâ€‚[KR];  SHIN JONG HUNâ€‚[KR],NEOWIZ CO LTDâ€‚[KR],G06Q50/30,,KR20050043173,20050523,KR20050043173 20050523,,,KR20030086866 (A); KR20000030362 (A),,,,,,,,,,,
,KR20060119348 (A),24/11/2006,BAK SUN HEEâ€‚[KR],BAK SUN HEEâ€‚[KR],A21D13/00,,KR20050042278,20050518,KR20050042278 20050518,,,,,,,,,,,,,,
,KR20060117856 (A),17/11/2006,BAK SUN HEEâ€‚[KR],BAK SUN HEEâ€‚[KR],A23L1/325,,KR20050040961,20050513,KR20050040961 20050513,,,,,,,,,,,,,,
,KR20060116660 (A); KR100721293 (B1),15/11/2006,BAK SUN HEEâ€‚[KR],BAK SUN HEEâ€‚[KR],A21D13/00,,KR20050039973,20050511,KR20050039973 20050511,KR20040070855 (A); KR20050013826 (A),,,,,,,,,,,,,
THE PIZZA PAN,KR20060113033 (A),02/11/2006,KIM JUNG MANâ€‚[KR],KIM JUNG MANâ€‚[KR],A21B3/15; A21B5/00; A47J37/08,,KR20050035836,20050429,KR20050035836 20050429,,,,,,,,,,,,,,
PIZZA ROASTER,KR20060104470 (A); KR100684341 (B1),09/10/2006,PARK DONG SUCâ€‚[KR],PARK DONG SUCâ€‚[KR],A21B5/00,,KR20050026674,20050330,KR20050026674 20050330,,,,,,,,,,,,,,
VENDING MACHINE FOR PRODUCING AN IMPROVISED PIZZA,KR100653237 (B1); KR20060098153 (A),18/09/2006,HWANG BOO SUNGâ€‚[KR],HWANG BOO SUNGâ€‚[KR],G07F11/00,,KR20050019874,20050310,KR20050019874 20050310,,,,,,,,,,,,,,
PIZZA OVEN,KR100643884 (B1); KR20060062231 (A),12/06/2006,JUNG GIL JUâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],A21B1/40; A21B1/00,,KR20040100994,20041203,KR20040100994 20041203,,,,,,,,,,,,,,
PIZZA OVEN,KR100643883 (B1); KR20060062230 (A),12/06/2006,JUNG GIL JUâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],A21B3/07; A21B1/40,,KR20040100993,20041203,KR20040100993 20041203,,,,,,,,,,,,,,
PIZZA OVEN,KR20060062229 (A),12/06/2006,JUNG GIL JUâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],A21B1/40; A21B1/22,,KR20040100992,20041203,KR20040100992 20041203,,,,,,,,,,,,,,
DRIVING DEVICE FOR DOOR IN PIZZA OVEN,KR20060062226 (A),12/06/2006,JUNG GIL JUâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],A21B3/02; A21B3/00,,KR20040100989,20041203,KR20040100989 20041203,,,,,,,,,,,,,,
OIL TRAY STRUCTURE OF COMBINATION MICROWAVE OVEN RANGE WITH PIZZA OVEN,KR20060062216 (A); KR100617631 (B1),12/06/2006,KIM SEONG OKâ€‚[KR],DAEWOO ELECTRONICS CORPâ€‚[KR],F24C15/14; F24C7/08,,KR20040100978,20041203,KR20040100978 20041203,JPH0794336 (A); JPS55144911U (U); KR20020040986 (A); KR930005727U (U); KR970006525U (U); KR19980048970U (U),,,,,,,,,,,,,
THE PIZZA USING CUTTLEFISH AND ITS MANUFACTURING METHOD,KR20060037546 (A),03/05/2006,PARK JU JINâ€‚[KR],TONG IL SANG SA CO LTDâ€‚[KR],A23L1/325,,KR20040086535,20041028,KR20040086535 20041028,,,,,,,,,,,,,,
THE PIZZA USING BEEF AND ITS MANUFACTURING METHOD,KR20060037544 (A),03/05/2006,PARK JU JINâ€‚[KR],TONG IL SANG SA CO LTDâ€‚[KR],A23L1/31,,KR20040086530,20041028,KR20040086530 20041028,,,,,,,,,,,,,,
THE PIZZA USING PORK AND ITS MANUFACTURING METHOD,KR100641903 (B1); KR20060037543 (A),03/05/2006,PARK JU JINâ€‚[KR],TONG IL SANG SA CO LTDâ€‚[KR],A23L1/31,,KR20040086529,20041028,KR20040086529 20041028,,,,,,,,,,,,,,
MULTI FUNCTION PIZZA KNIFE,KR20060031765 (A),13/04/2006,KWON CHUL SHINâ€‚[KR];  SIM CHEE HOONâ€‚[KR];  PARK SUN WOOâ€‚[KR],KWON CHUL SHINâ€‚[KR];  SIM CHEE HOONâ€‚[KR];  PARK SUN WOOâ€‚[KR],B26B25/00; B26B11/00,,KR20040080746,20041009,KR20040080746 20041009,,,,,,,,,,,,,,
A MANUFACTURING PROCESS OF A PIZZA FOR TOPPING A DOUGH EDGE,KR100634060 (B1); KR20060013144 (A),09/02/2006,JEONG WOO HYUNâ€‚[KR],MISTER PIZZA KOREA CO LTDâ€‚[KR],A21D13/00,,KR20040061986,20040806,KR20040061986 20040806,,,,,,,,,,,,,,
PIZZA WITH SAUCE TOPPING AND MANUFACTURING METHOD ITS,KR20060006255 (A),19/01/2006,KIM SUNG JUNGâ€‚[KR],KIM SUNG JUNGâ€‚[KR],A21D13/00,,KR20040055178,20040715,KR20040055178 20040715,,,,,,,,,,,,,,
PIZZA DOUGH USING STEAMED RICE,KR20060004360 (A); KR100655385 (B1),12/01/2006,KIM YOUNG BEOMâ€‚[KR],KIM YOUNG BEOMâ€‚[KR],A21D10/00; A21D13/00,,KR20040053451,20040709,KR20040053451 20040709,KR20020076210 (A),,,,,,,,,,,,,
MANUFACTURING METHOD FOR RICE PIZZA,WO2007139285 (A1),06/12/2007,LEE DAE-GUâ€‚[KR],LEE DAE-GUâ€‚[KR],A23L1/10,A21D13/007,WO2007KR02055,20070426,KR20060047937 20060529; KR20060108099 20061103,,,,,,,,,,,KR19990024834 (A); KR20020080082 (A); KR20000017898 (A); KR20030003896 (A); US5194271 (A),,,
A DISPOSABLE NAPKIN,WO2007117067 (A1),18/10/2007,LEE HO SOONGâ€‚[KR],KYUNGSUNG UNIVERSITY OFFICE OFâ€‚[KR];  LEE HO SOONGâ€‚[KR],D21H21/14,A47G11/001; A47G21/001,WO2006KR04777,20061114,KR20060033060 20060412,US4641752 (A); US2004159620 (A1); US5590783 (A),,,,,,,,,,,,,
PIZZA DOUGH,JP4114816 (B1); JP2009060884 (A),09/07/2008,KUMAKAWA KUMIKO,KUMAKAWA KUMIKO,A21D2/36,,JP20070262717,20070906,JP20070262717 20070906,,,,,,,,,,,,,,
PACKAGING BOX FOR PIZZA,JP2008155960 (A),10/07/2008,OTAKE JUNICHI,RENGO CO LTD,B65D5/00; B65D5/43; B65D81/26; B65D85/36,,JP20060347476,20061225,JP20060347476 20061225,JPH0872862 (A),,JP2003327275 (A); JP2003221026 (A); JPH11301637 (A),,,,,,,,,,,
MONEY CHANGER,JP2008146372 (A),26/06/2008,KAWAMURA YOHEI,HITACHI SYSTEMS & SERVICES LTD,G07D1/02; G07D1/04,,JP20060333111,20061211,JP20060333111 20061211,,,,,,,,,,,,,,
FOOD PRODUCING METHOD,JP4787137 (B2); JP2008125385 (A),05/06/2008,OMORI TOSHINOBU;  KAMAGATA JUNICHI,NICHIREI FOODS KK,A23L1/48; A23L1/01,,JP20060311455,20061117,JP20060311455 20061117,,,JP2006055026 (A); JPH093479 (A); JPH1042792 (A); JPH03210143 (A),,,,,,,,,,,
"METHOD FOR PRODUCING FROZEN PIZZA DOUGH, FROZEN PIZZA DOUGH-PACKAGED MATERIAL OBTAINED BY THE ABOVE METHOD AND METHOD FOR PRODUCING PIZZA BY USING THE SAME",JP2008118874 (A); JP4648288 (B2),29/05/2008,UCHIYAMA TOSHIKI;  ONIKI KUNIO;  KOYAMA IWAMI,JC COMSA CORP,A21D8/02; A21D13/00; A23L1/48,,JP20060303950,20061109,JP20060303950 20061109,JP2003274844 (A); JPH0681286U (U); JPS52120146 (A); JP2002010762 (A); JPS5648844 (A); JP2005304350 (A); JP2008087857 (A); JPS6034125 (A),,JPH06225686 (A); JP2000102340 (A); JPH02150231 (A),,,,,,,,,,,
METHOD FOR PRODUCING PIZZA CRUST,JP4650393 (B2); JP2008113558 (A),22/05/2008,SAITO YUTAKA,FUJI OIL CO LTD,A21D2/10; A21D2/26; A21D2/36; A21D13/00,,JP20060296757,20061031,JP20060296757 20061031,JP2884426B (B2); JP2006101702 (A); JPH11235148 (A); JPS63101085U (U); JP2003079309 (A); JPS57110152 (A),,JPS6336734 (A); JP2001008612 (A),,,,,,,,,,,
GAS OKONOMIYAKI (JAPANESE PIZZA) COOKER,JP2008068053 (A),27/03/2008,MURAMOTO AKIRA,MURAMOTO AKIRA,A47J37/06,,JP20060281942,20060915,JP20060281942 20060915,,,,,,,,,,,,,,
METHOD FOR PRODUCING MUCIN-CONTAINING AQUEOUS SOLUTION,JP2008054654 (A); JP4000572 (B1),31/10/2007,"KUZUU MIKIO, ; MORIYA TERUMI","KUZUU MIKIO, ; MORIYA TERUMI",A23L1/16; A23L1/48; A21D2/18,,JP20060269442,20060901,JP20060269442 20060901,,,,,,,,,,,,,,
RICE CAKE PIZZA,JP2008043316 (A),28/02/2008,KONO YOSHIMARU,SUNRISE DELICA KK,A23L1/48; A23L1/10,,JP20060244813,20060814,JP20060244813 20060814,,,,,,,,,,,,,,
FROZEN PIZZA DOUGH,JP2008048649 (A),06/03/2008,CHOKAI HIROMI,CHOKAI HIROMI,A21D8/02; A21D8/04,,JP20060226880,20060823,JP20060226880 20060823,JPH02150231 (A); JPH06225686 (A); JPH0889158 (A); JPH1066500 (A),,JPS61139331 (A); JP2000354450 (A),,,,,,,,,,,
APPARATUS FOR FORMING PIZZA DOUGH AND METHOD FOR FORMING PIZZA DOUGH USING THE FORMING APPARATUS,JP2008043247 (A); JP4814011 (B2),28/02/2008,MAKIO TOMOHARU,NISSHIN FOODS KK,A21C11/06; A21D6/00,,JP20060221631,20060815,JP20060221631 20060815,,,JPH06113710 (A); JPS5929193 (A); JPS4014228Y (Y1); JP2006340634 (A); US4690043 (A),,,,,,,,,,,
PLASMA COOKING METHOD AND APPARATUS,JP2007295909 (A),15/11/2007,KATSURAI MAKOTO;  KIN SAIKO;  OSAKI HIROYUKI;  ONO SHIGERU,KATSURAI MAKOTO,A23L1/01; A21B2/00; F24C7/02; H05B6/12; H05B6/64; H05B6/70; H05H1/24,,JP20060152635,20060501,JP20060152635 20060501,,,,,,,,,,,,,,
"VEGETABLE CRAFT, METHOD FOR PRODUCING THE SAME, AND NEW FOOD USING THE VEGETABLE CRAFT",JP2007282526 (A),01/11/2007,FUJII MEGUMI;  FUJII NAOTO,FUJII MEGUMI;  FUJII NAOTO,A23L1/212,,JP20060110690,20060413,JP20060110690 20060413,,,,,,,,,,,,,,
BAKING OVEN FOR BAKED FOOD SUCH AS BREAD OR PIZZA,JP2007274917 (A),25/10/2007,FUKUHARA YOKO,TSUJI KIKAI KK,A21B1/24,,JP20060102670,20060404,JP20060102670 20060404,JP2002142655 (A); JPS6074585U (U),,JP2003169589 (A); JPS62149983U (U); JPH10191879 (A); JPH0363727U (U),,,,,,,,,,,
METHOD FOR PRODUCING PIZZA CRUST,JP2007259760 (A); JP4600330 (B2),11/10/2007,SAITO YUTAKA,FUJI OIL CO LTD,A21D2/26; A21D8/06; A21D13/08; A23L1/48,,JP20060089319,20060328,JP20060089319 20060328,,,JP2002360156 (A); JP2005040083 (A); JP2005080667 (A); JPS63101085U (U); JPH0984511 (A); JP2005124435 (A); JP2003038089 (A),,,,,,,,,,,
PERSONAL GRILL-PIZZA PROCESS AND EQUIPMENT,JP2007185451 (A),26/07/2007,STAFISSO GIANLUCA,STAFISSO GIANLUCA,A47J37/06; A21D13/00; A47J37/00; F24C3/04; F24C7/04; G01B5/06; A47J36/00; A47J43/28,,JP20060027631,20060110,JP20060027631 20060110,JPH03233229 (A); JP2004255850 (A),,JPH04143520 (A),,,,,,,,,,,
METHOD FOR PRODUCING FOOD DOUGH,JP2007135563 (A); JP4670099 (B2),07/06/2007,ITO SHUJI,ITO SHUJI,A21D6/00; A21C1/00,,JP20050364004,20051118,JP20050364004 20051118,WO6000065 (A1); JPH119177 (A),,JPH10191874 (A); JPS5875578 (A); WO2005029964 (A1),,,,,,,,,,,
"OKONOMIYAKI (JAPANESE PIZZA) FOR EATING WHILE WALKING, AND DEVICE FOR PRODUCING THE SAME",JP2007117000 (A); JP4594210 (B2),17/05/2007,HIRAYAMA MISAO,HIRAYAMA MISAO,A23L1/48; A47J37/04; A47J37/06,,JP20050314385,20051028,JP20050314385 20051028,,,JPH01256372 (A); JPH0641495U (U),,,,,,,,,,,
APPARATUS FOR SHAPING DOUGH FOR FOOD,JP3811790 (B1); JP2006304769 (A),23/08/2006,"KOBAYASHI MASAO, ; KOBAYASHI HIRONORI, ; FUKIAGE TORU",KOBIRD CO LTD,A21C3/02; A21C11/00; A23P1/10,,JP20050266835,20050914,JP20050099621 20050330; JP20050266835 20050914,,,,,,,,,,,,,,
PORTABLE COOKING UTENSIL,JP2006102488 (A),20/04/2006,KIKUCHI HITOSHI,BUCKAROO DESIGN KK,A47J37/07; A47J27/00; A47J33/00; A47J36/02,,JP20050259038,20050907,JP20040264416 20040910; JP20050259038 20050907,,,,,,,,,,,,,,
FOOD DOUGH-CONVEYING APPARATUS AND FOOD DOUGH-CONVEYING METHOD,JP4403120 (B2); JP2007060936 (A),15/03/2007,MORIKAWA MICHIO;  KOBAYASHI NORIO;  SUGITA KOJI,RHEON AUTOMATIC MACHINERY CO,A21C9/08; B65G43/00; B65G43/08; B65G47/52,,JP20050248346,20050829,JP20050248346 20050829,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZA CRUST AND FROZEN PIZZA,JP4556184 (B2); JP2007029010 (A),08/02/2007,SUGIYAMA KAZUNOBU;  NARA KAZUTOSHI;  MURAYAMA KENICHI,MEIJI MILK PROD CO LTD,A21D8/02; A21D13/00; A21D15/02; A23L1/48,,JP20050217846,20050727,JP20050217846 20050727,JPH1066501 (A); JPS589643 (A); JPS491766 (A); JP2002335895 (A); JP2003038114 (A),,JPS58116626 (A); JPS5495757 (A); JP2001245583 (A); JP2002119198 (A); JP2000236798 (A); JP2004016146 (A),,,,,,,,,,,
ENCLOSURE OF ADVERTISEMENT INTO PAPER BOX FOR FOODS SUCH AS DELIVERY PIZZA,JP2006327686 (A),07/12/2006,SHIBATA TATSUHIKO,SHIBATA TATSUHIKO,B65D81/26; B65D77/28,,JP20050179836,20050525,JP20050179836 20050525,,,,,,,,,,,,,,
"METHOD FOR SHAPING PIZZA DOUGH, AND TOOL FOR SHAPING PIZZA DOUGH USABLE THEREFOR",JP4353374 (B2); JP2006340634 (A),21/12/2006,KOSAKA MANABU,NIPPON FLOUR MILLS,A21D10/00; A21C9/00; A23L1/48; A47J43/20,,JP20050167775,20050608,JP20050167775 20050608,,,,,,,,,,,,,,
HIGH-QUALITY TOMATO PROCESSED PRODUCT AND METHOD FOR PRODUCING TOMATO PROCESSED FOOD USING THE SAME,JP2006333720 (A); JP4530916 (B2),14/12/2006,YAMANAKA TAKAO;  SEKINE YUKIO;  TAKADA NORIHISA,NIPPON DELMONTE CORP,A23B7/00; A23L1/212; A23L1/39; A23L2/46,,JP20050159028,20050531,JP20050159028 20050531,,,JPH10295341 (A); JP2004201601 (A); JP3091752B (B1),,,,,,,,,,,
FLEXIBLE TONGS FOR PIZZA,JP2006289036 (A),26/10/2006,YABE TAKAHIRO;  YABE TOMOHIRO,YABE TAKAHIRO;  YABE TOMOHIRO,A47G21/02,,JP20050144667,20050408,JP20050144667 20050408,,,,,,,,,,,,,,
BORING TOOL FOR PIZZA,JP2006304736 (A),09/11/2006,KAMIMURA RYUJI;  TAKEYA KOJI,NISSHIN FLOUR MILLING INC,A21C11/12,,JP20050134129,20050502,JP20050134129 20050502,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZA,JP2006304735 (A); JP4652115 (B2),09/11/2006,KAMIMURA RYUJI;  TAKEYA KOJI,NISSHIN FLOUR MILLING INC,A23L1/48; A21D13/00,,JP20050134128,20050502,JP20050134128 20050502,,,JP2003180234 (A); JPS589643 (A); JPS61501816 (A); JPS58116626 (A); JPS59130128 (A),,,,,,,,,,,
NEW STRAIN HAVING BILE ACID BONDING CAPACITY,JP4320408 (B2); JP2006296307 (A),02/11/2006,UOZUMI TAKESHI;  OTA AKIHIKO;  NISHINO KENJI;  HOSHINO MASUO;  HOSHINO YOSHIAKI;  IDO TATSUYA,UNIV MEIJI;  HOSHINO TENNEN KOBO PAN DANE K,C12N1/20; A23L1/30; A61K35/74; A61P3/06; A61P9/10,,JP20050123407,20050421,JP20050123407 20050421,,,,,,,,,,,,,,
ELECTRIC OVEN FOR PIZZA,JP2006296237 (A),02/11/2006,UCHIYAMA MOTOYUKI,SHICHIYO SEISAKUSHO KK,A21B1/26; A21B3/00; A21B5/00; F24C7/04,,JP20050119882,20050418,JP20050119882 20050418,,,,,,,,,,,,,,
COOKER,JP2006280441 (A),19/10/2006,ICHINOSE TOKIO;  IWAHARA AKIHIRO;  SUZUKI TOSHIHIRO;  SUGIYAMA NAOYA;  KOIKE TOSHIO,MITSUBISHI ELECTRIC CORP;  MITSUBISHI ELECTRIC HOME APPL,A47J37/06; F24C11/00; H05B6/12,,JP20050101136,20050331,JP20050101136 20050331,,,,,,,,,,,,,,
OVEN APPARATUS FOR FOOD,JP2006230210 (A),07/09/2006,NASU HIROSHI,TSUJI KIKAI KK,A21B1/28,,JP20050045212,20050222,JP20050045212 20050222,,,JP2002247946 (A); JPS247034Y (Y1); JPS263488Y (Y1); JP2004357525 (A); JPS252795Y (Y1),,,,,,,,,,,
PLATE FOR PIZZA,JP2006218143 (A),24/08/2006,OKEMOTO SHINYA,OKEMOTO SHINYA,A47G19/02,,JP20050035531,20050214,JP20050035531 20050214,,,,,,,,,,,,,,
EASILY PEELABLE ALUMINUM FOIL,JP2006192744 (A),27/07/2006,YAMADA KAZUNORI;  USHINO SHIYUNICHI,TOKAI ALUMINUM FOIL CO LTD,B32B15/08,,JP20050007239,20050114,JP20050007239 20050114,,,,,,,,,,,,,,
"PROCESSED PAPER FOR PAPER CONTAINER, BLANK, CARTON, AND METHOD FOR MANUFACTURING PROCESSED PAPER FOR PAPER CONTAINER",JP2006182376 (A),13/07/2006,WADA ATSUO;  YAMANE TOSHIHIKO;  TABATAKE TOSHIHIRO,TOPPAN PRINTING CO LTD,B65D65/42; B65D5/56,,JP20040375878,20041227,JP20040375878 20041227,,,,,,,,,,,,,,
"PROCESSED PAPER FOR PAPER CONTAINER, BLANK, CARTON, AND METHOD FOR MANUFACTURING PROCESSED PAPER FOR PAPER CONTAINER",JP2006182373 (A),13/07/2006,YAMAZAKI SATOSHI;  HONPO TAKESHI;  SAKATA KAZUYA,TOPPAN PRINTING CO LTD,B65D5/43; B32B29/06,,JP20040375867,20041227,JP20040375867 20041227,JP2003089175 (A); JP2006182376 (A),,JP2004244729 (A); JP2004217286 (A); JP2003039610 (A); JP2970493B (B2); JP2004226839 (A),,,,,,,,,,,
"POWDERY CHEESE WITH ROASTED FLAVOR, AND METHOD FOR PRODUCING THE SAME",JP2006180725 (A); JP4298647 (B2),13/07/2006,DOMOTO TSUTOMU;  KOWATARI KEIZO,ROKKO BUTTER CO LTD,A23C19/086,,JP20040375253,20041227,JP20040375253 20041227,,,,,,,,,,,,,,
"NAPLES TYPE PIZZA CRUST, METHOD FOR PRODUCING THE SAME AND NAPLES TYPE PIZZA",JP2006141318 (A),08/06/2006,KOSAKA MANABU;  KIMURA KYOJI,NIPPON FLOUR MILLS,A21D8/06; A21D13/00; A23L1/48,,JP20040337900,20041122,JP20040337900 20041122,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZAS,JP3753727 (B1); JP2006129814 (A),08/03/2006,"KAMIMURA RYUJI, ; KANAI MIKINORI, ; HARA HIROYOSHI, ; TAKEYA KOJI","NISSHIN FLOUR MILLING INC, ; FRESH FOOD SERVICE KK",A21D8/06; A21B5/00; A21B7/00; A21C11/02; A21D13/00; A23L1/48,,JP20040324325,20041108,JP20040324325 20041108,,,,,,,,,,,,,,
OVEN FUNCTION-EQUIPPED MICROWAVE OVEN AND PIZZA COOKING METHOD USING IT,JP2006023066 (A),26/01/2006,TAMURA HIDEKO;  INOUE MASANOBU;  WATABE KIYOSHIGE;  MATSUDA MASATO,MATSUSHITA ELECTRIC IND CO LTD,F24C7/02; A47J36/02,,JP20040314190,20041028,JP20040314190 20041028,,,,,,,,,,,,,,
PIZZA SAUCE-APPLYING MACHINE AND PIZZA PIE-PRODUCTION SYSTEM,JP2006121951 (A); JP4297028 (B2),18/05/2006,KONDO NOBORU;  TANDA KAZUHIKO,ITOHAM FOODS INC,A21C15/00; A23P1/08; B05C11/02,,JP20040312914,20041027,JP20040312914 20041027,,,,,,,,,,,,,,
"HEARTH FOR BAKING FERMENTED FOOD OF WHEAT FLOUR, POT FOR BAKING THE SAME AND METHOD FOR BAKING THE SAME",JP2006025657 (A),02/02/2006,MAEDA TATSURO;  YAMADA SHOJI;  KAMIMURA RYUJI;  TAKEYA KOJI,NISSHIN SEIFUN GROUP INC;  NISSHIN FLOUR MILLING INC,A21B3/15; A21B1/00; A21B5/00,,JP20040206880,20040714,JP20040206880 20040714,,,,,,,,,,,,,,
FOODSTUFF,WO2007138620 (A1),06/12/2007,MESSUTI MARCOâ€‚[IT],SPUNTINOTECA BREAKFAST S R Lâ€‚[IT];  MESSUTI MARCOâ€‚[IT],A21D13/00,A21D13/0029; A21D13/007,WO2006IT00408,20060530,WO2006IT00408 20060530,,,,,,,,,,,US2695237 (A); US4855150 (A); DE9100143U (U1); US4463021 (A); US2004241300 (A1); US1690556 (A); FR2516353 (A1); EP0828425 (B1); US1894545 (A),,,
WOOD-FIRED OVEN WITH APPARATUS FOR ELIMINATING POLLUTANTS,WO2007144751 (A2); WO2007144751 (A3),21/12/2007,ABATE VALERIOâ€‚[IT];  BIANCHI MICHELAâ€‚[IT];  CONTI ALBERTOâ€‚[IT],EASY INTERNAT S R Lâ€‚[IT];  ABATE VALERIOâ€‚[IT];  BIANCHI MICHELAâ€‚[IT];  CONTI ALBERTOâ€‚[IT],F23J15/02,A21B1/04; B01D53/8678; B01D53/885; F23J15/027; F23J15/08; F23L17/005; B01D53/86; F23J2219/10,WO2007IB01587,20070613,IT2006PD00251 20060616,,,,,,,,,,,WO2007036974 (A1); DE19824204 (A1); US2647588 (A); WO0158568 (A1); US2282256 (A); WO2004048852 (A1); US2826264 (A); DE1249441 (B); EP1052455 (A1); DE10044810 (A1); DE3721725 (A1); DE3732655 (A1); EP0265914 (A2),,,
Forming a gluten-free dough or batter with foamed egg white,GB2447978 (A),01/10/2008,MARE MARCELLA DIâ€‚[IT],MARE MARCELLA DIâ€‚[IT],A21D8/02; A21D10/00; A21D13/06,A21D2/262; A23L1/0097; A21D13/066; A23L1/2161; A21D8/02; A21D10/002; A21D13/066,GB20070006302,20070330,GB20070006302 20070330,GB2420686 (A),,,,,,,,,,,,,
Composite insulating material for food storage and/or transportation,GB2443809 (A),21/05/2008,FINDLAY RUPERTâ€‚[GB],FINDLAY RUPERTâ€‚[GB],B32B5/26; B65D81/38,B32B5/02; B32B5/22; D04H1/559; D04H13/00; B65D81/3897; B65D2585/366; B32B5/26; B65D81/3897; B32B2307/304; B32B2439/06,GB20060016781,20060824,GB20060016781 20060824,GB2281772 (A); GB2441636 (A),,,,,,,,,,,,,
