Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
SYSTEM AND METHOD FOR PRODUCING PAR-BAKED PIZZA CRUSTS,WO0060946 (A1),19/10/2000,KANAFANI HANNY;  ELNAKIB OSSAMA R;  HAYDEN STACI L;  ALAGNA MICHAEL A;  BAUER JAY E;  HILTON JAMES L,PIZZA HUT INCâ€‚[US],A21B3/13; A21C11/00; A21D8/06; A21D13/00; A47J43/20; A21D13/00; A21B3/13; A21C11/00; A21D8/06; A47J37/01,A21D13/007; A21B3/132; A21C11/004; A21D8/06; A47J43/20,WO2000US10020,20000412,US19990291445 19990413,,,,,,,,,,,US4367243 (A); US3385205 (A); DE19820055 (C1); GB2228661 (A); US5514402 (A),,,
"Pizza crust, pizza and production thereof",TW436265 (B),28/05/2001,NAKAMURA TOSHIHIROâ€‚[JP];  KOMINAMI KUNIHIKOâ€‚[JP];  ISHIYAMA YUTAKAâ€‚[JP];  SASAKI YASUTOâ€‚[JP];  TAMAI YOUSUKEâ€‚[JP],KIRIN BREWERYâ€‚[JP],A21D13/00; A21D2/36; A21D13/00; A23L1/00,A21D13/007,TW19990103260,19990303,JP19980067714 19980303; JP19980067715 19980303,,,,,,,,,,,,,,
BAG FOR CARRYING BOX-SHAPED OBJECTS,WO02080724 (A1),17/10/2002,WOLDEKIDAN TEZZIâ€‚[SE],WOLDEKIDAN TEZZIâ€‚[SE],A47J47/14; B65D30/10; B65D30/12; B65D33/10; B65D85/36; A45C3/04; B65D30/10; B65D85/36,A47J47/145; B65D31/16; B65D33/105; B65D2585/366,WO2002SE00649,20020403,SE20010001211 20010405,,,,,,,,,,,US5524949 (A); EP0687633 (A1); WO9209493 (A1); EP1084645 (A2),,,
"CIRCULAR CUTTER FOR SEVERING BAKED DOUGH, IN PARTICULAR THAT OF PIZZA",PL197092 (B1); PL342456 (A1),11/03/2002,BURDEK BEATAâ€‚[PL],BURDEK BEATAâ€‚[PL],A21C15/04; A21C15/04,,PL20000342456,20000907,PL20000342456 20000907,,,,,,,,,,,,,,
PRODUCT FEEDING ASSEMBLY FOR A PACKAGING MACHINE IN PARTICULAR THAT FOR PACKING PIZZA INTO BOXES,PL340455 (A1); PL187861 (B1),12/02/2001,GENDRE PATRICKâ€‚[FR],MEAD CORPâ€‚[US],B31B5/80; B65H3/08,B31B2201/289; B31B2203/003; B31B5/80,PL19980340455,19981112,GB19970024044 19971114; WO1998US24066 19981112,,,,,,,,,,,,,,
BAKERY PRODUCT IN PARTICULAR PIZZA AND METHOD OF MAKING SAME,PL336245 (A1),25/04/2000,OCHMAN EWAâ€‚[PL],OCHMAN EWAâ€‚[PL],A21D10/02; A21D10/02,,PL19990336245,19991025,PL19990336245 19991025,,,,,,,,,,,,,,
PIZZA PACKAGING BOX,PL61220 (Y1); PL110964 (U1),19/11/2001,BALKANSKI STEFANâ€‚[PL],STEBA SP Z OOâ€‚[PL],B65D5/35; B65D5/496; B65D6/10; B65D85/36; B65D85/72; B65D5/35; B65D85/36,,PL20000110964U,20000513,PL20000110964U 20000513,,,,,,,,,,,,,,
"PAPER BOARD FOR USE AS PACKAGING MATERIAL FOR ARTICLES OF FOOD, IN PARTICULAR FOR PIZZA",PL110963 (U1); PL61219 (Y1),19/11/2001,BALKANSKI STEFANâ€‚[PL],STEBA SP Z OOâ€‚[PL],B65D5/496; B65D6/10; B65D85/36; B65D85/72; B65D85/36,,PL20000110963U,20000513,PL20000110963U 20000513,,,,,,,,,,,,,,
A METHOD AND DEVICE FOR FORMING A DOUGH PIECE OF UNIFORM THICKNESS INTO A PIZZA BASE,WO0007448 (A1),17/02/2000,RIJKAART CORNELISâ€‚[NL],SASIB HOLLAND N Vâ€‚[NL];  RIJKAART CORNELISâ€‚[NL],A21C11/00; A21C11/00,A21C11/006,WO1999NL00497,19990804,NL19981009799 19980804,,,,,,,,,US5547695 (A),,GB2005979 (A); US5547695 (A); US4303677 (A); US3299836 (A); US3500766 (A); US2280324 (A),,,
"Portable aluminum oven for baking bread, pizza, etc., is heated by external source of heat",NL1012848 (C2),20/02/2001,VERGNES ERIC LEXâ€‚[NL],VERGNES ERIC LEXâ€‚[NL],F24B1/00; F24B1/00,F24B1/003,NL19991012848,19990818,NL19991012848 19990818,US2599923 (A); FR1087322 (A); FR1071371 (A); FR2609386 (A1); EP0511052 (A1),,,,,,,,,,,,,
"Hot food transport device containing fuel burning stove, especially for pizza delivery, uses switch mechanism to pass surrounding air over stove via food transport compartment",NL1010084 (C1),15/03/2000,SMIT GERRITâ€‚[NL],ORDEN FRANK VANâ€‚[NL];  SMIT GERRITâ€‚[NL],A47J47/14; A47J47/14; A47J39/00,A47J47/14,NL19981010084,19980914,NL19981010084 19980914,,,,,,,,,,,,,,
PRODUCTION OF FUNCTIONAL PIZZA USING WHEAT FLOUR CONTAINING MISCELLANEOUS CEREAL AND CRUDE DRUG EXTRACT,KR20020090187 (A),30/11/2002,BAK SUN HEEâ€‚[KR],BAK SUN HEEâ€‚[KR],A21D13/00; A21D2/36; A21D13/00; A21D2/36,,KR20020064708,20021022,KR20020064708 20021022,,,,,,,,,,,,,,
PRODUCTION OF PIZZA USING FUNCTIONAL WHEAT FLOUR CONTAINING NATURAL DRUG MATERIAL AND MARINE PRODUCTS,KR20020090186 (A),30/11/2002,BAK SUN HEEâ€‚[KR],BAK SUN HEEâ€‚[KR],A21D13/00; A21D13/00,,KR20020064707,20021022,KR20020064707 20021022,,,,,,,,,,,,,,
CHICKEN PIZZA USING CHICKEN AS MAIN INGREDIENT AND METHOD FOR PRODUCING THE SAME,KR20020093681 (A),16/12/2002,JANG BYUNG SUBâ€‚[KR],JANG BYUNG SUBâ€‚[KR],A23L1/315; A21D13/00; A23L1/315; A21D13/00,,KR20020063892,20021018,KR20020063892 20021018,,,,,,,,,,,,,,
METHOD FOR MANUFACTURING FUNCTIONAL PIZZA BY USING HERB MEDICINES,KR20020082826 (A),31/10/2002,BAK SUN HEEâ€‚[KR],BAK SUN HEEâ€‚[KR],A21D13/00; A21D13/00,,KR20020062313,20021012,KR20020062313 20021012,,,,,,,,,,,,,,
"METHOD FOR PRODUCING PIZZA USING RICE, CEREALS AND SPAGHETTI, AND METHOD FOR PRODUCING FRUIT PIZZA SAUCE AND SEAFOOD PIZZA SAUCE",KR20020076210 (A),09/10/2002,BAK SUN HEEâ€‚[KR],BAK SUN HEEâ€‚[KR],A21D13/00; A21D13/00,,KR20020052180,20020830,KR20020052180 20020830,,,,,,,,,,,,,,
METHOD FOR MANUFACTURING MOSAIC PIZZA WITH VARIOUS TASTES,KR20020044125 (A); KR100444646 (B1),14/06/2002,LIM HYUNG SOOâ€‚[KR],LIM HYUNG SOOâ€‚[KR],A21D13/00; A21D13/00,,KR20020028554,20020522,KR20020028554 20020522,,,,,,,,,,,,,,
DELIVERY PIZZA BOX HAVING HEATING FUNCTION,KR20020082435 (A),31/10/2002,PARK BONG KGUNâ€‚[KR],PARK BONG KGUNâ€‚[KR],B65D81/18; B65D81/18,,KR20020028292,20020522,KR20020028292 20020522,,,,,,,,,,,,,,
PIZZA CRUST USING GLUTINOUS RICE FLOUR,KR20020045590 (A),19/06/2002,YEO IN HYUNâ€‚[KR],YEO IN HYUNâ€‚[KR],A21D13/00; A21D13/00,,KR20020022605,20020424,KR20020022605 20020424,,,,,,,,,,,,,,
PIZZA OVEN,KR20020061099 (A),22/07/2002,SEUL YONG SUEKâ€‚[KR],SEUL YONG SUEKâ€‚[KR],A21B1/00; A21B1/00,,KR20010084126,20011224,KR20010001740 20010112,,,,,,,,,,,,,,
"PRODUCTION OF PIZZA-LIKE RICE FOOD USING RICE POWDER, PICKLED SHRIMPS AND LIKE",KR20010096653 (A),08/11/2001,KIM KI OKâ€‚[KR],KIM KI OKâ€‚[KR],A21D13/00; A21D13/00,,KR20010031277,20010604,KR20010031277 20010604,,,,,,,,,,,,,,
METHOD FOR MANUFACTURING THIN STRIPS OF SQUID WITH PIZZA TASTE,KR100436898 (B1); KR20010070581 (A),27/07/2001,CHANG HONGâ€‚[KR],CHANG HONGâ€‚[KR],A23L1/333; A23L1/333,,KR20010028855,20010525,KR20010028855 20010525,,,,,,,,,,,,,,
MANUFACTURING PROCESS FOR A PIZZA SAUCE,KR20020087255 (A),22/11/2002,JUNG U HYEONâ€‚[KR],MISTER PIZZA KOREA CO LTDâ€‚[KR],A23L1/39; A23L1/39,,KR20010026346,20010515,KR20010026346 20010515,,,,,,,,,,,,,,
MANUFACTURING METHOD OF PIZZA,KR20010069832 (A),25/07/2001,KIM CHANG HOâ€‚[KR],KIM CHANG HOâ€‚[KR],A21D13/00; A21D13/00,,KR20010026219,20010514,KR20010026219 20010514,,,,,,,,,,,,,,
PACKING CONTAINER HAVING PUZZLE FUNCTION,KR20010069788 (A),25/07/2001,KIM SE HYEONâ€‚[KR],KIM SE HYEONâ€‚[KR],A63F9/10; B65D5/00; B65D5/00,,KR20010025831,20010511,KR20010025831 20010511,,,,,,,,,,,,,,
PROCESS FOR PRODUCING RICE PIZZA,KR20020080082 (A),23/10/2002,JUNG U HYEONâ€‚[KR],MISTER PIZZA KOREA CO LTDâ€‚[KR],A21D13/00; A21D13/00,,KR20010019243,20010411,KR20010019243 20010411,,,,,,,,,,,,,,
PRODUCTION OF PIZZA CRUST USING BOILED RICE AND CEREALS AND WHEAT FLOUR DOUGH AS RAW MATERIAL,KR20020077992 (A),18/10/2002,LEE SUNG HANâ€‚[KR],LEE SUNG HANâ€‚[KR],A21D13/00; A21D13/00,,KR20010017762,20010403,KR20010017762 20010403,,,,,,,,,,,,,,
PIZZA BURGER,KR20010067590 (A),13/07/2001,EOO YOUN HEEâ€‚[KR],EOO YOUN HEEâ€‚[KR],A21D13/00; A21D13/00,,KR20010008280,20010219,KR20010008280 20010219,,,,,,,,,,,,,,
METHOD OF MAKING PIZZA WITH CRUST SEASONED WITH CHEESE AND SPICES,KR20020065768 (A),14/08/2002,PARK BONG KGUNâ€‚[KR],PARK BONG KGUNâ€‚[KR],A21D13/00; A21D13/00,,KR20010005948,20010207,KR20010005948 20010207,,,,,,,,,,,,,,
MANUFACTURING PROCESS OF CHEESE HAM USING CHICKEN,KR20020053283 (A); KR100370622 (B1),05/07/2002,KIM HONG GUKâ€‚[KR],HALIM & CO LTDâ€‚[KR],A23L1/317; A23L1/317,,KR20000082783,20001227,KR20000082783 20001227,,,,,,,,,,,,,,
POCKET PIZZA AND PROCESS FOR PRODUCING THE SAME,KR100418220 (B1); KR20020045632 (A),20/06/2002,CHOE SUK OUNâ€‚[KR],CHOE SUK OUNâ€‚[KR],A21D13/00; A21D13/00,,KR20000074871,20001209,KR20000074871 20001209,,,,,,,,,,,,,,
PREPARATION METHOD OF PIZZA CRUST USING RICE AND PIZZA SAUCE USING KOREAN HOT PEPPER PASTE AND FERMENTED SOYBEAN PASTE,KR20010016109 (A),05/03/2001,BAK SUN HEEâ€‚[KR],BAK SUN HEEâ€‚[KR],A21D13/00; A21D13/00,,KR20000065666,20001106,KR20000065666 20001106,,,,,,,,,,,,,,
CHICKEN PIZZA AND PRODUCTION THEREOF,KR100401736 (B1); KR20020032839 (A),04/05/2002,SEO DAE SEOKâ€‚[KR],SEO DAE SEOKâ€‚[KR],A23L1/315; A23L1/315,,KR20000063539,20001027,KR20000063539 20001027,,,,,,,,,,,,,,
COOKING METHOD OF ROLL PIZZA BALL,KR20010016044 (A),05/03/2001,SUN YOUNG KYUâ€‚[KR],SUN YOUNG KYUâ€‚[KR],A21D13/00; A21D13/00,,KR20000060150,20001010,KR20000060150 20001010,,,,,,,,,,,,,,
COOKING METHOD OF SESAME PIZZA BALL,KR20010016033 (A),05/03/2001,SUN YOUNG KYUâ€‚[KR],SUN YOUNG KYUâ€‚[KR],A21D13/00; A21D13/00,,KR20000059377,20001004,KR20000059377 20001004,,,,,,,,,,,,,,
COOKING METHOD OF PIZZA BALL,KR20010016032 (A),05/03/2001,SUN YOUNG KYUâ€‚[KR],SUN YOUNG KYUâ€‚[KR],A21D13/00; A21D13/00,,KR20000059376,20001004,KR20000059376 20001004,,,,,,,,,,,,,,
KOREA GRILLED MEAT ALL COLOR OK PIZZA CONTAINING DHA WHICH IS BENEFICIAL FOR BRAIN GROWTH,KR20000058508 (A),05/10/2000,KIM KI OKâ€‚[KR],KIM KI OKâ€‚[KR],A21D13/00; A21D13/00,,KR20000031221,20000607,KR20000031221 20000607,,,,,,,,,,,,,,
PIZZA CASE,KR200206600 (Y1),01/12/2000,LEE BONG OHâ€‚[KR],BNCKOREA CO LTDâ€‚[KR],B65D5/00; B65D5/00,,KR20000020186U,20000714,KR20000020186U 20000714,,,,,,,,,,,,,,
SYSTEM FOR LOCAL INFORMATION SERVICE SITE AND FOOD DELIVERY AGENCY BASED ON INTERNET,KR20010091345 (A),23/10/2001,SON JE SEONGâ€‚[KR],MIRAE INTERNET CO LTDâ€‚[KR],G06F17/60,,KR20000012891,20000314,KR20000012891 20000314,,,,,,,,,,,,,,
A MANUFACTURING MACHINE OF PIZZA BREAD,KR200195438 (Y1),01/09/2000,PARK JOON HOâ€‚[KR],PARK JOON HOâ€‚[KR],A21C11/00; A21C11/00,,KR20000007171U,20000314,KR20000007171U 20000314,,,,,,,,,,,,,,
TELEPHONE BROADCASTING ADVERTISEMENT AND SERVICE FOR VOICE-RECOGNIZING UNIQUE NAME,KR20010083438 (A),01/09/2001,PARK JOON SOOâ€‚[KR],PARK JOON SOOâ€‚[KR],H04M1/00; H04M1/00,,KR20000006929,20000214,KR20000006929 20000214,,,,,,,,,,,,,,
DISPOSABLE FINGER COVER,KR20000036343 (A),05/07/2000,NAM HEE CHULâ€‚[KR];  LEE SENG HAâ€‚[KR],LEE SENG HAâ€‚[KR];  NAM HEE CHULâ€‚[KR],A47G21/10; A47G21/10,,KR20000006563,20000207,KR20000006563 20000207,,,,,,,,,,,,,,
PIZZA ROASTER,KR200192029 (Y1),16/08/2000,KIM YOUNG DUKâ€‚[KR];  KANG HYUN JUNGâ€‚[KR],KANG HYUN JUNGâ€‚[KR];  KIM YOUNG DUKâ€‚[KR],A21B1/42; A21B1/42,,KR20000006270U,20000307,KR20000006270U 20000307,,,,,,,,,,,,,,
RECIPE FOR YELLOW PEANUTS PIZZA BALL CHICKEN,KR20000058263 (A),05/10/2000,SUN YOUNG KYUâ€‚[KR],SUN YOUNG KYUâ€‚[KR],A23L1/315; A23L1/315,,KR20000006111,20000203,KR20000006111 20000203,,,,,,,,,,,,,,
METHOD FOR COOKING A YELLOW PIZZA BALL,KR20000058262 (A),05/10/2000,SUN YOUNG KYUâ€‚[KR],SUN YOUNG KYUâ€‚[KR],A21D13/00; A21D13/00,,KR20000006110,20000203,KR20000006110 20000203,,,,,,,,,,,,,,
PIZZA PACKING BOX,KR200188237 (Y1),15/07/2000,SHIN KI YULâ€‚[KR],SAMIL COLOR PACK CO LTDâ€‚[KR],B65D85/36; B65D85/36,,KR20000003442U,20000210,KR20000003442U 20000210,,,,,,,,,,,,,,
PIZZA-OVEN PLATE FOR PREVENTING BURNING,KR200188559 (Y1),15/07/2000,AN KWI-INâ€‚[KR],AN KWI INâ€‚[KR],A21B3/15; A21B3/15,,KR20000002636U,20000131,KR20000002636U 20000131,,,,,,,,,,,,,,
PIZZA CUTTER FOR SHAPING,KR20000018180 (A),06/04/2000,LEE MUN BOKâ€‚[KR],LEE MUN BOKâ€‚[KR],A21C15/04; A21C15/04,,KR20000002079,20000117,KR20000002079 20000117,,,,,,,,,,,,,,
DRIVING CIRCUIT OF COOKING OVEN OF PIZZA TO USE CONVEYOR SYSTEM,KR200188518 (Y1),15/07/2000,KIM WOUN BAEâ€‚[KR],KIM WOUN BAEâ€‚[KR],A21B1/42; A21B1/42,,KR20000000455U,20000108,KR20000000455U 20000108,,,,,,,,,,,,,,
PREPARATION OF RICE PIZZA,KR20000017898 (A),06/04/2000,YUN SOK TAEâ€‚[KR],YUN SOK TAEâ€‚[KR],A23L1/10; A23L1/10,,KR19990064199,19991228,KR19990064199 19991228,,,,,,,,,,,,,,
PIZZA VENDING MACHINE,KR20010058040 (A),05/07/2001,SON YOUNG SUKâ€‚[KR],SON YOUNG SUKâ€‚[KR],G07F11/00; G07F11/00,,KR19990061499,19991223,KR19990061499 19991223,,,,,,,,,,,,,,
PIZZA MOLDING APPARATUS,KR20000017798 (A),06/04/2000,NAM YANG WOOâ€‚[KR],NAM YANG WOOâ€‚[KR],A21C11/00; A21C11/00,,KR19990057697,19991209,KR19990057697 19991209,,,,,,,,,,,,,,
PIZZA FORMING DEVICE,KR20000012611 (A),06/03/2000,NAM YANG WOOâ€‚[KR],NAM YANG WOOâ€‚[KR],A21C11/00; A21C11/00,,KR19990057696,19991209,KR19990057696 19991209,,,,,,,,,,,,,,
GINSENG PIZZA AND ITS MANUFACTURING METHOD,KR20000017796 (A),06/04/2000,SONG MI RANâ€‚[KR],KEUMSANKUN,A21D13/00; A21D13/00,,KR19990057324,19991213,KR19990057324 19991213,,,,,,,,,,,,,,
METHOD FOR PIZZA USING 'BIBIMBAP' (RICE WITH BEEF AND MIXED VEGETABLES),KR20010055381 (A),04/07/2001,CHO EUN GUâ€‚[KR],SAMSUNG EVERLAND INCâ€‚[KR],A21D13/00; A21D13/00,,KR19990056583,19991210,KR19990056583 19991210,,,,,,,,,,,,,,
PREPARATION METHOD OF PIZZA CONTAINING FERMENTED SOYBEAN PASTE(TOENJANG),KR20010045168 (A),05/06/2001,KIM OK SOONâ€‚[KR],KIM OK SOONâ€‚[KR],A21D13/00; A21D13/00,,KR19990048362,19991103,KR19990048362 19991103,,,,,,,,,,,,,,
PREPARATION METHOD OF SWEET POTATO PIZZA,KR20010038921 (A),15/05/2001,NA JONG WOONâ€‚[KR],NA JONG WOONâ€‚[KR],A21D13/00; A21D13/00,,KR19990047090,19991028,KR19990047090 19991028,,,,,,,,,,,,,,
TOASTED LAVER HAVING PECULIAR FLAVOR AND MANUFACTURING METHOD THEREOF,KR20010038748 (A); KR100373552 (B1),15/05/2001,DO WHOONâ€‚[KR],DO WHOONâ€‚[KR],A23L1/337; A23L1/337,,KR19990046859,19991027,KR19990046859 19991027,,,,,,,,,,,,,,
PREPARATION METHOD OF PIZZA USING TANGLEWEED,KR20010018237 (A),05/03/2001,JUNG RAE YOUNGâ€‚[KR],JUNG RAE YOUNGâ€‚[KR],A21D13/00; A21D13/00,,KR19990034106,19990818,KR19990034106 19990818,,,,,,,,,,,,,,
A HEART FRAME FOR PIZZA,KR200179477 (Y1),15/04/2000,KANG EUN KYOUNGâ€‚[KR],KANG EUN KYOUNGâ€‚[KR],A47J37/08; A47J37/08,,KR19990025152U,19991111,KR19990025152U 19991111,,,,,,,,,,,,,,
PIZZA PACKING BOX,KR200174584 (Y1),15/03/2000,KIM DAE-SOONâ€‚[KR];  SHIN YOUNG-GYUNâ€‚[KR],HANKUK PACKAGE CO LTDâ€‚[KR];  KOREA PIZZA HUT CO LTDâ€‚[KR],B65D5/00; B65D85/36; B65D85/60; B65D5/00; B65D85/36; B65D85/60,,KR19990022294U,19991016,KR19990022294U 19991016,,,,,,,,,,,,,,
PIZZA ROASTING DEVICE,KR20000072882 (A),05/12/2000,KIM HYUNG SEOBâ€‚[KR],KIM HYUNG SEOBâ€‚[KR],A21B5/00; A21B5/00,,KR19990015820,19990501,KR19990015820 19990501,,,,,,,,,,,,,,
BOX FOR PACKAGING PIZZA,KR200164152 (Y1),15/02/2000,SHIN GI-YOULâ€‚[KR],SAMIL COLOR PACK CO LTDâ€‚[KR],B65D85/36; B65D85/36,,KR19990013939U,19990715,KR19990007272U 19990430,,,,,,,,,,,,,,
A BOX OF PIZZA,KR200164098 (Y1),15/02/2000,JANG SEUNG KWANâ€‚[KR],JANG SEUNG KWANâ€‚[KR],B65D5/00; B65D85/36; B65D5/00; B65D85/36,,KR19990013715U,19990713,KR19990013715U 19990713,,,,,,,,,,,,,,
PIZZA TOPPED WITH STEAMED RICE YEAST CAKE,KR20000019656 (A),15/04/2000,WOON SUNâ€‚[KR];  PARK HYE WONâ€‚[KR];  SEO SANG DEOKâ€‚[KR];  SEO SUNG DEOKâ€‚[KR],PARK HYE WONâ€‚[KR];  SEO SUNG DEOKâ€‚[KR];  SEO SANG DEOKâ€‚[KR],A21D13/00; A21D13/00,,KR19980037854,19980914,KR19980037854 19980914,,,,,,,,,,,,,,
MANUFACTURING METHOD FOR A PANCAKE STUFFED WITH PIZZA,KR20000018970 (A),06/04/2000,KIM OK BAEâ€‚[KR],KIM OK BAEâ€‚[KR],A21D13/00; A21D13/00,,KR19980036831,19980907,KR19980036831 19980907,,,,,,,,,,,,,,
PROCESS FOR SEASONED BAR RICE CAKE FEEDED INTERNAL FILLING TO STICK OF RICE CAKE AND APPARATUS,KR20000009635 (A),15/02/2000,LEE SANG HYOâ€‚[KR];  KEUM JUN SEOKâ€‚[KR];  HA TAE YEOLâ€‚[KR];  LEE CHANG HOâ€‚[KR];  LEE SOO HYEOKâ€‚[KR],KOREA FOOD DEV INSTâ€‚[KR];  LEE SOO HYEOKâ€‚[KR],A23L1/10; A23L1/10,,KR19980030187,19980727,KR19980030187 19980727,,,,,,,,,,,,,,
MULTIPURPOSE PIZZA ROASTING PAN,KR100275553 (B1),15/12/2000,SEUL YONG-SUEKâ€‚[KR],SEUL YONG SUEKâ€‚[KR],A47J37/10; A47J37/06; H05B3/68; A47J37/10,H05B3/686; A47J37/0676,KR19980018665,19980523,KR19980018665 19980523,,,,,,,,,,,,,,
METHOD OF PREPARING PIZZA CHEESE BY DIRECT ACIDIFICATION USING CITRIC ACID AND PIZZA CHEESE THEREOF,KR100261046 (B1),01/07/2000,PARK HAE-JUNGâ€‚[KR];  KIM YONG-KONâ€‚[KR];  HAM JUN-SANGâ€‚[KR];  JUNG SEOK-KUINâ€‚[KR];  IN YOUNG-MINâ€‚[KR],REP KOREA NAT VET & QUARANTINEâ€‚[KR],A23C19/068; A23C19/068,,KR19970066830,19971209,KR19970066830 19971209,,,,,,,,,,,,,,
UNIFORM HEATING APPARATUS OF MICROWAVE OVEN,KR100286541 (B1),15/01/2001,JU GI HUN;  SHIN JONG SEOP,SAMSUNG ELECTRONICS CO LTD,F24C7/00; F24C7/00,,KR19970031604,19970708,KR19970031604 19970708,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZA-LIKE BAKED RICE BALL,JP2002354995 (A),10/12/2002,SUZUKI KISAKU,SUZUMO MACHINERY CO LTD,A23L1/10; A23L1/10,,JP20010164390,20010531,JP20010164390 20010531,JP2000116345 (A),,JPH02200154 (A); JPH01222749 (A); JPH01222748 (A); JPH01160459 (A),,,,,,,,,,,
METHOD FOR PRODUCING NAPOLI STYLE PIZZA CRUST AND DEVICE FOR PRODUCING THE SAME,JP3653479 (B2); JP2002010731 (A),15/01/2002,OKUMURA MINORU,OKUMURA SHOKKEN KK,A21B5/00; A21D8/08; A21D13/00; A21D15/08; A23L1/48; A21D13/00; A21B5/00; A21D8/08; A21D15/08; A23L1/48,,JP20010131151,20010427,JP20010131151 20010427; JP20000128783 20000428,,,,,,,,,,,,,,
TONGUE FOR PIZZA,JP3660268 (B2); JP2002315680 (A),29/10/2002,NAGAOKA AKIO,ARTIS KK,A47G21/10; A47J43/00; A47J43/00; A47G21/10,,JP20010126288,20010424,JP20010126288 20010424,,,,,,,,,,,,,,
METHOD FOR PREPARING PIZZA DOUGH CONTAINING DIOSCOREA JAPONICA,JP2002262759 (A),17/09/2002,SATO AKIRA,SATO AKIRA,A21D8/02; A21D2/36; A21D8/02; A21D2/36,,JP20010064281,20010308,JP20010064281 20010308,,,,,,,,,,,,,,
METHOD FOR PREPARING WRAPPED SANDWICH,JP2002262761 (A); JP3528804 (B2),17/09/2002,ASANO HIDENORI,FOUR SEEDS CORP,A21D13/00; A23L1/48; A21D13/00; A23L1/48,,JP20010062806,20010307,JP20010062806 20010307,,,,,,,,,,,,,,
OVEN FOR PIZZA,JP2002247946 (A); JP4427098 (B2),03/09/2002,NAGAOKA HIROO,FUJIMURA SEISAKUSHO KK;  NAGAOKA SEISAKUSHO KK;  MASUDA RENGA KK,A21B1/40; A21B1/28; A21B1/40; A21B1/28,,JP20010050318,20010226,JP20010050318 20010226,,,,,,,,,,,,,,
DELIVERY SYSTEM,JP2002247635 (A); JP3555879 (B2),30/08/2002,SAITO KENJI,KANSAI NIPPON DENKI TSUSHIN SY,G06Q10/00; G01S19/14; G06Q30/04; G06Q30/06; G06Q50/00; G06Q50/10; H04W4/02; H04W76/02; H04W88/14; H04W92/08; G01S5/14; H04Q7/34; G06F17/60,,JP20010045543,20010221,JP20010045543 20010221,,,,,,,,,,,,,,
FROZEN DOUGH FOR PIZZA CRUST,JP2002253110 (A),10/09/2002,NIGAURI KENICHI,MITSUWA FOODS KK,A21C9/08; A21D10/02; A21D10/02; A21C9/08,,JP20010025394,20010201,JP20010025394 20010201; JP20000396515 20001227,,,,,,,,,,,,,,
DELIVERER'S CURRENT POSITION GRASPING SYSTEM AND TRANSMISSION DEVICE FOR DELIVERER,JP2002220119 (A),06/08/2002,NAKAO TOMOAKI,NEC CORP,B65G61/00; G06Q30/06; G06Q50/00; G06Q50/12; G08G1/13; B65G61/00; G06F17/60; G08G1/13,,JP20010015204,20010124,JP20010015204 20010124,,,,,,,,,,,,,,
INFORMATION PROCESSING UNIT,JP3674944 (B2); JP2002209015 (A),26/07/2002,YATAKE HIDENORI,OMRON TATEISI ELECTRONICS CO,G06F3/16; G06Q30/06; G06Q50/00; G10L13/00; G10L13/04; G10L15/00; G10L15/22; H04M3/42; H04M3/50; H04M11/00; H04M3/42; G06F3/16; G10L13/00; G10L15/00; G10L15/22; G10L15/28; H04M3/50,,JP20010004504,20010112,JP20010004504 20010112,,,,,,,,,,,,,,
"METHOD AND APPARATUS FOR MANUFACTURING PIZZA CRUST, AND PIZZA CRUST",JP2002142661 (A),21/05/2002,HAYASHI TORAHIKO,RHEON AUTOMATIC MACHINERY CO,A21D13/00; A21D13/00,,JP20000347223,20001114,JP20000347223 20001114,,,,,,,,,,,,,,
DOUGH COMPOSITION FOR OKONOMI-YAKI AND METHOD FOR PRODUCING OKONOMI-YAKI USING THE SAME,JP2002125578 (A); JP4132636 (B2),08/05/2002,KOJIMA TOSHIHIRO;  SUDO JUNICHI;  HASEGAWA YASUMI,NITTO FLOUR MILLING,A21D6/00; A23L1/48; A21D6/00; A23L1/48,,JP20000324421,20001024,JP20000324421 20001024,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZA CRUST OR PIZZA PIE,JP2002119199 (A),23/04/2002,YAMAMOTO YUKIHIRO;  KAMIMURA RYUJI;  ISHIGAMI SHINJI,NISSHIN FLOUR MILLING INC,A21D13/00; A23L1/48; A21D13/00; A23L1/48,,JP20000317576,20001018,JP20000317576 20001018,,,,,,,,,,,,,,
METHOD AND APPARATUS FOR PRODUCING PIZZA,JP2002119259 (A),23/04/2002,KATAGIRI SEIICHI;  SUZUKI TOKU;  INOKURA TADAO,SNOW BRAND MILK PROD CO LTD,A23L1/48; A23L1/48,,JP20000316288,20001017,JP20000316288 20001017,,,,,,,,,,,,,,
"PIZZA SPAGHETTI, PIZZA PILAF, AND PIZZA DORIA",JP2002034524 (A),05/02/2002,KIBA KANAME,SHIRAISHI TAKIDAI,A21D13/00; A23L1/48; A23L1/48; A21D13/00,,JP20000253146,20000719,JP20000253146 20000719,,,,,,,,,,,,,,
