Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
A process for preparing a food product,IE20120315 (A1),27/02/2013,MCLOUGHLIN JAMESâ€‚[IE];  MCLOUGHLIN ROSALEENâ€‚[IE],QUALITY FIRST LTDâ€‚[IE],A23L1/00,A23L1/3103; A23L1/3152; A23L1/3155; A23L1/3157; A23L1/3172; A23L1/3177; A23L1/3255; A23L1/3257; A23L1/48,IE20120000315,20120711,GB20110011839 20110711,,,,,,,,,,,,,,
PIZZA PEEL,US2013043695 (A1); US8469419 (B2),21/02/2013,CHAPIN JOHN ARCHERâ€‚[US],CHAPIN JOHN ARCHERâ€‚[US],A47J43/28,A47J43/28; A47J43/283,US201113213842,20110819,US201113213842 20110819,US2193341 (A); US2462672 (A); US2697627 (A); US3492039 (A); US6746062 (B2),,,,,,,,US843333 (A); US1216703 (A); US2003541 (A); US4494786 (A); US4753472 (A); US5417463 (A); USD394192S (S); US7607706 (B2); US2008178747 (A1),,,,,
"Round- or square-shaped pizza warming plate for use in oven for baking frozen pizza, has knife edge grooves lined with removable, heat-resistant material that is made of plastic and formed by net-like insert",DE102011111793 (A1),07/03/2013,HELD WOLFGANGâ€‚[AT],FORM ORANGE PRODUKTENTWICKLUNGâ€‚[AT],A47J39/02; A47G19/02; A47J47/00,A47J37/01; A47J47/005; A47G19/022; A47G19/027,DE201110111793,20110901,DE201110111793 20110901,DE102009012844 (A1); DE202005020007U (U1); US2007169636 (A1); WO02085125 (A1),,,,,,,,DE102009012844 (A1); DE202006007205U (U1); DE8005621U (U1),,,,,
Pizza packing paper,CN202743691 (U),20/02/2013,YANG WENTAO,YANG WENTAO,B65D65/38,,CN20122406990U,20120817,CN20122406990U 20120817,,,,,,,,,,,,,,
Simple manual pressure pizza cutter,CN202742383 (U),20/02/2013,ZHANG XINHUA;  CHEN CONGCONG,UNIV SHAOXING,B26B3/02; B26B9/02,,CN20122451335U,20120906,CN20122451335U 20120906,,,,,,,,,,,,,,
Scissors,CN202738695 (U),20/02/2013,SHI YINFANG,SHI YINFANG,A21C15/04,,CN20122405109U,20120816,CN20122405109U 20120816,,,,,,,,,,,,,,
ALLERGEN-FREE COMPOSITIONS,US2013040016 (A1),14/02/2013,BECKER LAURA LANEâ€‚[US],BECKER LAURA LANEâ€‚[US],A21D13/04; A21D8/06; A21D10/02; A21D10/04; A21D13/08; A23L1/39,A23L1/3016; A23L1/308; A23L1/3082; A23L1/3106; A23L1/39; A23G1/305; A21D2/183; A21D2/186; A21D2/188; A21D2/36; A21D13/04; A21D13/066; A23L1/296; A23L1/30; A23G1/305; A23G2200/14,US201213586601,20120815,US201213586601 20120815; US201113296000 20111114; US20100412997P 20101112,US2008044518 (A1); US2009181147 (A1); US2010119652 (A1); US2010310747 (A1); US4543964 (A); US6303174 (B1); US2004265234 (A1),,,,,,,,,,,,,
SYSTEM DEVICE AND METHOD OF USING A PROPORTIONAL CUTTING DEVICE TO CUT EQUAL SIZE SLICES OF PIZZA,US2013036882 (A1),14/02/2013,GETZINGER GREGâ€‚[US];  SPRIEGEL ANDREW Râ€‚[US],NUVOGRAND LLCâ€‚[US];  GETZINGER GREGâ€‚[US];  SPRIEGEL ANDREW Râ€‚[US],B26B29/06; B26D3/24; B26D7/32,A47J47/005; B26B3/04; B26B29/063; B26D3/245,US201213555942,20120723,US201213555942 20120723; US201161511723P 20110726,,,,,,,,,,,,,,
Corn pizza forming mold,CN202722374 (U),13/02/2013,TANG JIANYING;  TANG JIANMEI,SUZHOU HAODELAI CATE FOOD CO LTD,A21C11/00,,CN20122228992U,20120522,CN20122228992U 20120522,,,,,,,,,,,,,,
Novel baked wheaten cake and preparation method thereof,CN102919308 (A),13/02/2013,LIU YANG,LIU YANG,A21D13/00,,CN20121503423,20121201,CN20121503423 20121201,,,,,,,,,,,,,,
AUTOMATIC CONVEYOR BELT FOR SPRAYING AN ANTI-MILDEW COMPOSITION ONTO FOOD PRODUCTS,WO2013016782 (A1),07/02/2013,JUNIOR NORIVAL TORREGROSSAâ€‚[BR],CAVALCANTE PAULO ROBERTOâ€‚[BR];  NETO MARIO COSTA CAVALCANTEâ€‚[BR];  CAVALCANTE ANDREâ€‚[BR];  JUNIOR NORIVAL TORREGROSSAâ€‚[BR],A21D15/08; B05B3/00,A23L3/3589; A21D15/08,WO2011BR00256,20110729,WO2011BR00256 20110729,,,,,,,,,,,JP2000153192 (A); WO8603651 (A1); US4193373 (A); DE102006018116 (A1); BRPI9005458 (A); CN200997864Y (Y),,,
Device for supporting a second pizza in a pizza box and method of use,US8365981 (B1),05/02/2013,PERLSWEIG LEONâ€‚[US],PERLSWEIG LEONâ€‚[US],B65D25/04,B65D5/48024; B65D2585/366,US201113333417,20111221,US201113333417 20111221,US1142017 (A); US1708890 (A); US2139845 (A); US2517756 (A); US2565146 (A); US4957237 (A); US5445314 (A); US7621439 (B2); US2002079357 (A1),,,,,,,,US5002221 (A); US5049710 (A); US5351880 (A); USD362803S (S); US5950912 (A); US6290122 (B1); US6386440 (B1); US6748722 (B2); US6764700 (B2); US6915949 (B1); US7331459 (B2),,,,,
Novel all-in-one pizza barrel,CN202697584 (U),30/01/2013,XIAO YINGYONG,XIAO YINGYONG,A21C11/00,,CN20122429690U,20120828,CN20122429690U 20120828,,,,,,,,,,,,,,
Pizza shear,CN202680354 (U),23/01/2013,WANG YANHONG,SUZHOU INST TRADE & COMMERCE,A21C15/04,,CN20122207773U,20120510,CN20122207773U 20120510,,,,,,,,,,,,,,
Preformed topping disc for providing a predetermined image on a pizza pie when baked,US2013017306 (A1),17/01/2013,MAESTOSO SERGIOâ€‚[US],MAESTOSO SERGIOâ€‚[US],A23C19/00,A23C19/0912,US201113135705,20110713,US201113135705 20110713,US3615690 (A),,,,,,,,,,,,,
DISPOSABLE PIZZA-BLOTTING COMPOSITE AND BOX ASSEMBLY,US2013015084 (A1),17/01/2013,FARRELL BRADLEY HUNTERâ€‚[US];  STITZ JENNIFER Dâ€‚[US],FARRELL BRADLEY HUNTERâ€‚[US];  STITZ JENNIFER Dâ€‚[US],F26B3/00; B65D77/00,B65D81/264; F26B5/16; F26B9/003; B65D2585/366,US201213626811,20120925,US201213626811 20120925; US201113169927 20110627,US2007039875 (A1),,,,,,,,,,,,,
Minisize single-screw heating mix-rubbing stretcher for experiments,CN202652949 (U),09/01/2013,ZHAO ZHENG;  ZHANG XINWEI;  LIU HAO,UNIV TIANJIN SCIENCE & TECH,A01J25/00,,CN20122296550U,20120625,CN20122296550U 20120625,,,,,,,,,,,,,,
A frying plate,GB2507280 (A),30/04/2014,SHAW KENOâ€‚[US],SHAW KENOâ€‚[US],A47J37/10,A47J37/108; A47J37/108,GB20120019060,20121023,GB20120019060 20121023,AT503105B (B1); DE10208912 (A1); FR1432784 (A); KR20080000757U (U); KR20100100544 (A); US1791889 (A); US2011017750 (A1),,,,,,,,,,,,,
Pizza storage box with lid capable of being partially opened and folded back,GB2507064 (A),23/04/2014,YAFEI NASSERâ€‚[GB],YAFEI NASSERâ€‚[GB],B65D5/42; B65D5/64; B65D85/36,B65D5/6664; B65D5/4295; B65D5/5475; B65D2585/366; B65D5/4266; B65D5/64; B65D85/36; B65D2585/366,GB20120018632,20121017,GB20120018632 20121017,US5725146 (A); US5209392 (A); US3144191 (A); US2801785 (A); US2013068830 (A1); US2011253772 (A1); US2007187290 (A1),,,,,,,,,,,,,
Polygonal container for transporting warm food,EP2719632 (A1),16/04/2014,DE BELLIS DANIELEâ€‚[IT],DE BELLIS DANIELEâ€‚[IT],B65D5/20; B65D5/66; B65D85/36,B65D5/6655; B65D5/2033; B65D85/36; B65D2585/366,EP20120425165,20121009,EP20120425165 20121009,US2006208046 (A1),,,,,,,,WO2012011064 (A1),,,,,
Collapsible pizza box with surface reliefs,GB2505154 (A),26/02/2014,HEMSLEY RICHARD EDWARDâ€‚[GB],WILLIAM ROGER HINGEâ€‚[GB],B65D5/42; B65D5/22; B65D5/66; B65D85/36,B65D5/6667; B65D2585/366; B65D5/6667; B65D5/22; B65D5/4266; B65D2585/366,GB20120010917,20120620,GB20120010917 20120620,GB2484127 (A); GB2413551 (A); WO2012048898 (A1); FR2945516 (A1); US2008073416 (A1); US2004217154 (A1),,,,,,,,,,,,,
Apparatus for cutting a pizza,EP2551076 (A1),30/01/2013,DALMONTE LIBERTOâ€‚[IT];  BEDESCHI MARCOâ€‚[IT];  TAMPIERI GABRIELEâ€‚[IT],BE LOVE S R Lâ€‚[IT],B26D5/14; B26D3/24,B26D5/14; B26D3/24,EP20120005515,20120728,IT2011BO00458 20110728,CA487697 (A); DE20115217U (U1); DE9400282U (U1); FR1332636 (A); DE29710485U (U1); DE19826114 (A1),,,,,,,,DE9400282U (U1); FR1332636 (A); DE20115217U (U1); DE19826114 (A1); DE29710485U (U1),,,,,
"MACHINE FOR ROLLING OUT DOUGH, IN PARTICULAR FOR PREPARING PIZZA",EP2701519 (A1),05/03/2014,GNOCCHI LUCIANOâ€‚[IT],SIGMA S R Lâ€‚[IT],A21C11/00,A21C11/008,EP20120722528,20120412,IT2011BS00063 20110429; WO2012IB51787 20120412,,,,,,,,,,,EP0463221 (A1); EP1129621 (A1); US2009162512 (A1),,,
Pizza container,EP2570444 (A1),20/03/2013,HEUVEL VAN DEN PAUL WILLEM JANâ€‚[NL];  AUSSEMS HENDRICUS FRANCISCUSâ€‚[NL],DSM IP ASSETS BVâ€‚[NL],C08G63/553; B65D81/34; C08G69/34,B65D81/343; C08G63/553; C08G69/34; B65D2581/3406,EP20110181365,20110915,EP20110181365 20110915,WO2011036051 (A1); WO2010068874 (A1),,,,,,,,,,,,,
