applicants,applicants_cleaned_type,applicants_organisations,applicants_original,inventors_cleaned,inventors_original,ipc_class,ipc_codes,ipc_names,ipc_original,ipc_subclass_codes,ipc_subclass_detail,ipc_subclass_names,priority_country_code,priority_country_code_names,priority_data_original,priority_date,publication_country_code,publication_country_name,publication_date,publication_date_original,publication_day,publication_month,publication_number,publication_number_espacenet_links,pubyear,title_cleaned,title_nlp_cleaned,title_nlp_multiword_phrases,title_nlp_raw,title_original
Google Inc,Corporate,Google Inc,GOOGLE INC.,NA,NA,G01: Measuring; G06: Computing; G09: Educating; H04: Electric Communication Technique,G01C 21/36; G06F 19/00; G06F 3/0484; G09B 29/00; G09B 29/10; H04L 12/16,"G01C 21/36: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> Route searching; Route guidance -> Input/output arrangements for on-board computers; G06F 19/00: Digital computing or data processing equipment or methods, specially adapted for specific applications; G06F 3/0484: Input arrangements for transferring data to be processed into a form capable of being handled by the computer; Output arrangements for transferring data from processing unit to output unit, e.g. interface arrangements -> Input arrangements or combined input and output arrangements for interaction between user and computer -> Interaction techniques based on graphical user interfaces [GUIs] -> for the control of specific functions or operations, e.g. selecting or manipulating an object or an image, setting a parameter value or selecting a range; G09B 29/00: Maps; Plans; Charts; Diagrams, e.g. route diagrams; G09B 29/10: Maps; Plans; Charts; Diagrams, e.g. route diagrams -> Map spot or co-ordinate position indicators; Map-reading aids; H04L 12/16: Data switching networks -> Details -> Arrangements for providing special services to substations",G09B 29/00;G06F 3/0484;G01C 21/36;G06F 19/00;G09B 29/10;H04L 12/16,G01C; G06F; G09B; H04L,"G01C: Measuring Distances, Levels Or Bearings; G06F: Electric Digital Data Processing; G09B: Educational Or Demonstration Appliances; H04L: Transmission Of Digital Information, E.G. Telegraphic Communication","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry; G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G09B: Educating; Cryptography; Display; Advertising; Seals -> Educational Or Demonstration Appliances; Appliances For Teaching, Or Communicating With, The Blind, Deaf Or Mute; Models; Planetaria; Globes; Maps; Diagrams; H04L: Electric Communication Technique -> Transmission Of Digital Information, E.G. Telegraphic Communication",US,United States of America,"60/555,501 2004-03-23T23:59:59.000Z US, 60/567,946 2004-05-03T23:59:59.000Z US",2004-03-23T23:59:59.000Z; 2004-05-03T23:59:59.000Z,CA,Canada,0004-11-05,04.11.2005,4,11,CA2560386,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2560386,2005,A Digital Mapping System,Digital Map System,Digital Map System,Digital Mapping System,A DIGITAL MAPPING SYSTEM
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Deng, Jian, Gong; Feng, Hanping; Ling, Benjamin, C; Wu, Jie, J",Ling Benjamin C.;Wu Jie J.;Deng Jian Gong;Feng Hanping,H04: Electric Communication Technique,H04L 29/06; H04M 1/72; H04M 1/725; H04M 3/42; H04W 4/00,"H04L 29/06: Arrangements, apparatus, circuits or systems, not covered by a single one of groups H04L0001000000-H04L0027000000 -> Communication control; Communication processing -> characterised by a protocol; H04M 1/725: Substation equipment, e.g. for use by subscribers -> Substation extension arrangements; Cordless telephones, i.e. devices for establishing wireless links to base stations without route selecting -> Cordless telephones; H04M 1/72: Substation equipment, e.g. for use by subscribers -> Substation extension arrangements; Cordless telephones, i.e. devices for establishing wireless links to base stations without route selecting; H04M 3/42: Automatic or semi-automatic exchanges -> Systems providing special services or facilities to subscribers; H04W 4/00: Services or facilities specially adapted for wireless communication networks",H04L 29/06;H04L 29/06;H04M 1/72;H04M 1/725;H04M 3/42;H04M 3/42;H04W 4/00;H04W 4/00,H04L; H04M; H04W,"H04L: Transmission Of Digital Information, E.G. Telegraphic Communication; H04M: Telephonic Communication; H04W: Wireless Communication Networks","H04L: Electric Communication Technique -> Transmission Of Digital Information, E.G. Telegraphic Communication; H04M: Electric Communication Technique -> Telephonic Communication; H04W: Electric Communication Technique -> Wireless Communication Networks",NA,NA,NA,NA,US,United States of America,0031-03-06,31.03.2006,31,3,US20060069664,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2006069664,2006,Method And System For Processing Queries Initiated By Users Of Mobile Devices,method; Mobile Device; Processing Queries; System; User,Mobile Device; Processing Queries,method; Mobile Devices; Processing Queries; System; Users,METHOD AND SYSTEM FOR PROCESSING QUERIES INITIATED BY USERS OF MOBILE DEVICES
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Deng, Jian, Gong; Feng, Hanping; Ling, Benjamin, C",Ling Benjamin C.;Deng Jian Gong;Feng Hanping,H04: Electric Communication Technique,H04W 3/42,H04W 3/42,H04W 3/42,H04W,H04W: Wireless Communication Networks,H04W: Electric Communication Technique -> Wireless Communication Networks,NA,NA,NA,NA,US,United States of America,0010-09-10,10.09.2010,10,9,US20100228713,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2010228713,2010,Method And System For Processing Queries Initiated By Users Of Mobile Devices,method; Mobile Device; Processing Queries; System; User,Mobile Device; Processing Queries,method; Mobile Devices; Processing Queries; System; Users,METHOD AND SYSTEM FOR PROCESSING QUERIES INITIATED BY USERS OF MOBILE DEVICES
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Taylor Bret; Vincent, Luc",Taylor Bret;Vincent Luc,G01: Measuring; G06: Computing,G01C 21/00; G06K 9/03,"G01C 21/00: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000; G06K 9/03: Methods or arrangements for reading or recognising printed or written characters or for recognising patterns, e.g. fingerprints -> Detection or correction of errors, e.g. by rescanning the pattern",G06K 9/03;G01C 21/00;G01C 21/00;G01C 21/00,G01C; G06K,"G01C: Measuring Distances, Levels Or Bearings; G06K: Recognition Of Data","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry; G06K: Computing; Calculating; Counting -> Recognition Of Data; Presentation Of Data; Record Carriers; Handling Record Carriers",NA,NA,NA,NA,US,United States of America,0022-06-07,22.06.2007,22,6,US20070140595,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2007140595,2007,Database Assisted Ocr For Street Scenes And Other Images,database Assisted Ocr; Image; Street Scenes,database Assisted Ocr; Street Scenes,database Assisted Ocr; Images; Street Scenes,Database assisted OCR for street scenes and other images
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Gordon Noel Phillip; Kirmse Andrew Robert; Laforge Seth Michael; Ma Stephen; Norris James Christopher; Rasmussen, Jens, Eilstrup; Rasmussen, Lars, Eilstrup; Taylor Bret Steven",Rasmussen Jens Eilstrup;Rasmussen Lars Eilstrup;Taylor Bret Steven;Norris James Christopher;Ma Stephen;Kirmse Andrew Robert;Gordon Noel Phillip;Laforge Seth Michael,G01: Measuring; G06: Computing; G09: Educating,G01C 21/28; G01C 21/30; G01C 21/32; G01C 21/34; G01C 21/36; G06F 17/30; G09B 29/10; G09G 5/00,"G01C 21/28: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments; G01C 21/30: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching; G01C 21/32: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching -> Structuring or formatting of map data; G01C 21/34: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> Route searching; Route guidance; G01C 21/36: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> Route searching; Route guidance -> Input/output arrangements for on-board computers; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G09B 29/10: Maps; Plans; Charts; Diagrams, e.g. route diagrams -> Map spot or co-ordinate position indicators; Map-reading aids; G09G 5/00: Control arrangements or circuits for visual indicators common to cathode-ray tube indicators and other visual indicators",G01C 21/28;G01C 21/30;G01C 21/32;G01C 21/34;G01C 21/36;G06F 17/30;G06F 17/30;G09B 29/10;G09B 29/10;G09G 5/00;G09G 5/00,G01C; G06F; G09B; G09G,"G01C: Measuring Distances, Levels Or Bearings; G06F: Electric Digital Data Processing; G09B: Educational Or Demonstration Appliances; G09G: Arrangements Or Circuits For Control Of Indicating Devices Using Static Means To Present Variable Information","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry; G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G09B: Educating; Cryptography; Display; Advertising; Seals -> Educational Or Demonstration Appliances; Appliances For Teaching, Or Communicating With, The Blind, Deaf Or Mute; Models; Planetaria; Globes; Maps; Diagrams; G09G: Educating; Cryptography; Display; Advertising; Seals -> Arrangements Or Circuits For Control Of Indicating Devices Using Static Means To Present Variable Information",NA,NA,NA,NA,US,United States of America,0009-12-05,09.12.2005,9,12,US20050270311,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2005270311,2005,Digital Mapping System,Digital Map System,Digital Map System,Digital Mapping System,Digital mapping system
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Gordon Noel Phillip; Kirmse Andrew Robert; Laforge Seth Michael; Ma Stephen; Norris James Christopher; Rasmussen, Jens, Eilstrup; Rasmussen, Lars, Eilstrup; Taylor Bret Steven",Rasmussen Jens Eilstrup;Rasmussen Lars Eilstrup;Taylor Bret Steven;Norris James Christopher;Ma Stephen;Kirmse Andrew Robert;Gordon Noel Phillip;Laforge Seth Michael,G01: Measuring; G06: Computing; G09: Educating,G01C 21/28; G01C 21/30; G01C 21/32; G01C 21/34; G01C 21/36; G06F 17/30; G09B 29/10; G09G 5/00,"G01C 21/28: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments; G01C 21/30: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching; G01C 21/32: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching -> Structuring or formatting of map data; G01C 21/34: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> Route searching; Route guidance; G01C 21/36: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> Route searching; Route guidance -> Input/output arrangements for on-board computers; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G09B 29/10: Maps; Plans; Charts; Diagrams, e.g. route diagrams -> Map spot or co-ordinate position indicators; Map-reading aids; G09G 5/00: Control arrangements or circuits for visual indicators common to cathode-ray tube indicators and other visual indicators",G01C 21/28;G01C 21/30;G01C 21/32;G01C 21/34;G01C 21/36;G06F 17/30;G06F 17/30;G09B 29/10;G09B 29/10;G09G 5/00;G09G 5/00,G01C; G06F; G09B; G09G,"G01C: Measuring Distances, Levels Or Bearings; G06F: Electric Digital Data Processing; G09B: Educational Or Demonstration Appliances; G09G: Arrangements Or Circuits For Control Of Indicating Devices Using Static Means To Present Variable Information","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry; G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G09B: Educating; Cryptography; Display; Advertising; Seals -> Educational Or Demonstration Appliances; Appliances For Teaching, Or Communicating With, The Blind, Deaf Or Mute; Models; Planetaria; Globes; Maps; Diagrams; G09G: Educating; Cryptography; Display; Advertising; Seals -> Arrangements Or Circuits For Control Of Indicating Devices Using Static Means To Present Variable Information",US,United States of America,"11051534 2005-02-05T23:59:59.000Z US, 60555501 2004-03-23T23:59:59.000Z US, 60567946 2004-05-03T23:59:59.000Z US",2004-03-23T23:59:59.000Z; 2004-05-03T23:59:59.000Z; 2005-02-05T23:59:59.000Z,US,United States of America,0004-05-07,04.05.2007,4,5,US20070096945,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2007096945,2007,Digital Mapping System,Digital Map System,Digital Map System,Digital Mapping System,Digital mapping system
Google Inc,Corporate; People,Google Inc,Phukan Prasenjit;Google Inc.,"Phukan, Prasenjit",Phukan Prasenjit,H04: Electric Communication Technique,H04M 11/04; H04W 24/00,"H04M 11/04: Telephonic communication systems specially adapted for combination with other electrical systems -> with alarm systems, e.g. fire, police or burglar alarm systems; H04W 24/00: Supervisory, monitoring or testing arrangements",H04W 24/00;H04M 11/04,H04M; H04W,H04M: Telephonic Communication; H04W: Wireless Communication Networks,H04M: Electric Communication Technique -> Telephonic Communication; H04W: Electric Communication Technique -> Wireless Communication Networks,NA,NA,NA,NA,US,United States of America,0022-04-11,22.04.2011,22,4,US20110092227,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011092227,2011,Modification Of Dynamic Contact Lists,Dynamic Contact Lists; modification,Dynamic Contact Lists,Dynamic Contact Lists; modification,Modification of dynamic contact lists
Google Inc,Corporate; People,Google Inc,"GOOGLE INC.;RANJAN, Ritcha Gupta;WATTS, James M.","Ranjan, Ritcha Gupta; Watts, James M","RANJAN, Ritcha Gupta;WATTS, James M.",H04: Electric Communication Technique,H04B 1/38; H04W 4/02,"H04B 1/38: Details of transmission systems, not covered by a single one of groups H04B0003000000-H04B0013000000 ; Details of transmission systems not characterised by the medium used for transmission -> Transceivers, i.e. devices in which transmitter and receiver form a structural unit and in which at least one part is used for functions of transmitting and receiving; H04W 4/02: Services or facilities specially adapted for wireless communication networks -> Services making use of the location of users or terminals",H04B 1/38;H04W 4/02,H04B; H04W,H04B: Transmission; H04W: Wireless Communication Networks,H04B: Electric Communication Technique -> Transmission; H04W: Electric Communication Technique -> Wireless Communication Networks,US,United States of America,"11/754,146 25.05.2007 US",25.05.2007,WO,Patent Co-operation Treaty,0005-12-08,05.12.2008,5,12,WO2008147459,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=WO2008147459,2008,Providing Profile Information To Partner Content Providers,Content Providers; providing Profile Information,Content Providers; providing Profile Information,Content Providers; providing Profile Information,Providing profile information to partner content providers
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Byrne, William, J; Gruenstein, Alexander",GRUENSTEIN Alexander;Byrne William J.,G10: Musical Instruments,G10L 21/06,"G10L 21/06: Processing of the speech or voice signal to produce another audible or non-audible signal, e.g. visual or tactile, in order to modify its quality or its intelligibility -> Transformation of speech into a non-audible representation, e.g. speech visualisation or speech processing for tactile aids",G10L 21/06,G10L,G10L: Speech Analysis Or Synthesis,G10L: Musical Instruments; Acoustics -> Speech Analysis Or Synthesis; Speech Recognition; Audio Analysis Or Processing,NA,NA,NA,NA,US,United States of America,0029-07-11,29.07.2011,29,7,US20110184740,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011184740,2011,Integration Of Embedded And Network Speech Recognizers,Integrating; Network Speech Recognizers,Network Speech Recognizers,integration; Network Speech Recognizers,INTEGRATION OF EMBEDDED AND NETWORK SPEECH RECOGNIZERS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Bliss, Adam; Chu, Michael; Crady, Mark; Jenson, Scott; Mavinkurve, Sanjay; Morrison, Jerry; Sacks, Joshua J","BLISS, ADAM;CRADY, MARK;CHU, MICHAEL;JENSON, SCOTT;MAVINKURVE, SANJAY;SACKS, JOSHUA J.;MORRISON, JERRY",G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"60/734,675 2005-11-07T23:59:59.000Z US",2005-11-07T23:59:59.000Z,CA,Canada,0019-05-07,19.05.2007,19,5,CA2628995,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2628995,2007,Local Search And Mapping For Mobile Devices,local Search; Map; Mobile Device,local Search; Mobile Device,local Search; Mapping; Mobile Devices,LOCAL SEARCH AND MAPPING FOR MOBILE DEVICES
Google Inc,Corporate,Google Inc,GOOGLE INC,"Bliss, Adam; Chu, Michael; Crady, Mark; Jenson, Scott; Mavinkurve, Sanjay; Morrison, Jerry; Sacks, Joshua J",BLISS ADAM;CRADY MARK;CHU MICHAEL;JENSON SCOTT;MAVINKURVE SANJAY;SACKS JOSHUA J;MORRISON JERRY,G01: Measuring; G06: Computing; G09: Educating; H04: Electric Communication Technique,G01C 21/36; G06F 17/30; G06F 3/048; G09B 29/00; G09B 29/10; H04L 29/08,"G01C 21/36: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> Route searching; Route guidance -> Input/output arrangements for on-board computers; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F 3/048: Input arrangements for transferring data to be processed into a form capable of being handled by the computer; Output arrangements for transferring data from processing unit to output unit, e.g. interface arrangements -> Input arrangements or combined input and output arrangements for interaction between user and computer -> Interaction techniques based on graphical user interfaces [GUIs]; G09B 29/00: Maps; Plans; Charts; Diagrams, e.g. route diagrams; G09B 29/10: Maps; Plans; Charts; Diagrams, e.g. route diagrams -> Map spot or co-ordinate position indicators; Map-reading aids; H04L 29/08: Arrangements, apparatus, circuits or systems, not covered by a single one of groups H04L0001000000-H04L0027000000 -> Communication control; Communication processing -> characterised by a protocol -> Transmission control procedure, e.g. data link level control procedure",G06F 17/30;G01C 21/36;G06F 3/048;G09B 29/00;G09B 29/10;H04L 29/08,G01C; G06F; G09B; H04L,"G01C: Measuring Distances, Levels Or Bearings; G06F: Electric Digital Data Processing; G09B: Educational Or Demonstration Appliances; H04L: Transmission Of Digital Information, E.G. Telegraphic Communication","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry; G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G09B: Educating; Cryptography; Display; Advertising; Seals -> Educational Or Demonstration Appliances; Appliances For Teaching, Or Communicating With, The Blind, Deaf Or Mute; Models; Planetaria; Globes; Maps; Diagrams; H04L: Electric Communication Technique -> Transmission Of Digital Information, E.G. Telegraphic Communication",EP; US,European Patent Office; United States of America,"06837145 2006-11-07T23:59:59.000Z EP, 73467505 2005-11-07T23:59:59.000Z US",2005-11-07T23:59:59.000Z; 2006-11-07T23:59:59.000Z,EP,European Patent Office,0021-06-12,21.06.2012,21,6,EP2466501,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=EP2466501,2012,Mapping In Mobile Devices,Map; Mobile Device,Mobile Device,Mapping; Mobile Devices,Mapping in mobile devices
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Cai, Chao; Ewald, Eric W; He, Zhimin; Hsiao, Sissie Ling-Le; Lei, Ming; Tangney, Cameron M; Tulsi, Japjit; Walker, Robert A., Ii","HSIAO, SISSIE LING-LE;CAI, CHAO;EWALD, ERIC W.;TANGNEY, CAMERON M.;WALKER, ROBERT A., II;TULSI, JAPJIT;LEI, MING;HE, ZHIMIN",G06: Computing,G06F 19/00; G06Q 50/00,"G06F 19/00: Digital computing or data processing equipment or methods, specially adapted for specific applications; G06Q 50/00: Systems or methods specially adapted for a specific business sector, e.g. utilities or tourism",G06F 19/00;G06Q 50/00,G06F; G06Q,"G06F: Electric Digital Data Processing; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",US,United States of America,"61/316,657 2010-03-23T23:59:59.000Z US",2010-03-23T23:59:59.000Z,CA,Canada,0030-09-11,30.09.2011,30,9,CA2794040,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2794040,2011,Conversion Path Performance Measures And Reports,conversion Path Performance Measures; Reports,conversion Path Performance Measures,conversion Path Performance Measures; Reports,CONVERSION PATH PERFORMANCE MEASURES AND REPORTS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Jenson, Scott; Rechis, Leland; Shacham, Yael",Rechis Leland;Jenson Scott;Shacham Yael,G06: Computing,G06F 15/16; G06F 17/30; G06F 3/00; G06F 3/048,"G06F 15/16: Digital computers in general; Data processing equipment in general -> Combinations of two or more digital computers each having at least an arithmetic unit, a programme unit and a register, e.g. for a simultaneous processing of several programmes; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F 3/00: Input arrangements for transferring data to be processed into a form capable of being handled by the computer; Output arrangements for transferring data from processing unit to output unit, e.g. interface arrangements; G06F 3/048: Input arrangements for transferring data to be processed into a form capable of being handled by the computer; Output arrangements for transferring data from processing unit to output unit, e.g. interface arrangements -> Input arrangements or combined input and output arrangements for interaction between user and computer -> Interaction techniques based on graphical user interfaces [GUIs]",G06F 17/30;G06F 15/16;G06F 3/00;G06F 3/00;G06F 3/048;G06F 3/048;G06F 17/30;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0018-07-08,18.07.2008,18,7,US20080172357,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2008172357,2008,Location In Search Queries,Locating; Search Query,Search Query,Location; Search Queries,LOCATION IN SEARCH QUERIES
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Jenson, Scott; Rechis, Leland; Shacham, Yael",Rechis Leland;Jenson Scott;Shacham Yael,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0030-12-11,30.12.2011,30,12,US20110320488,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011320488,2011,Location In Search Queries,Locating; Search Query,Search Query,Location; Search Queries,LOCATION IN SEARCH QUERIES
Google Inc,Corporate; People,Google Inc,"GOOGLE INC.;PHUKAN, Prasenjit","Phukan, Prasenjit","PHUKAN, Prasenjit",G06: Computing; H04: Electric Communication Technique,G06F 17/30; H04W 4/02; H04W 88/02,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; H04W 4/02: Services or facilities specially adapted for wireless communication networks -> Services making use of the location of users or terminals; H04W 88/02: Devices specially adapted for wireless communication networks, e.g. terminals, base stations or access point devices -> Terminal devices",H04W 4/02;H04W 88/02;G06F 17/30,G06F; H04W,G06F: Electric Digital Data Processing; H04W: Wireless Communication Networks,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; H04W: Electric Communication Technique -> Wireless Communication Networks,US,United States of America,"12/581,761 19.10.2009 US",19.10.2009,WO,Patent Co-operation Treaty,0029-04-11,29.04.2011,29,4,WO2011049845,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=WO2011049845,2011,Modification Of Dynamic Contact Lists,Dynamic Contact Lists; modification,Dynamic Contact Lists,Dynamic Contact Lists; modification,Modification of dynamic contact lists
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Greenfield Lawrence Elias; OClair, Brian",OClair Brian;Egnor Daniel;Greenfield Lawrence E.,G06: Computing,G06F 11/34; G06F 17/30,"G06F 11/34: Error detection; Error correction; Monitoring -> Monitoring -> Recording or statistical evaluation of computer activity, e.g. of down time, of input/output operation; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30;G06F 11/34,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0001-12-06,01.12.2006,1,12,US20060271531,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2006271531,2006,Scoring Local Search Results Based On Location Prominence,Local Search Results; Location Prominence,Local Search Results; Location Prominence,Local Search Results; Location Prominence,SCORING LOCAL SEARCH RESULTS BASED ON LOCATION PROMINENCE
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Greenfield Lawrence Elias; OClair, Brian",OClair Brian;Egnor Daniel;Greenfield Lawrence E,G06: Computing,G06F 17/20; G06F 17/30,"G06F 17/20: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Handling natural language data; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30;G06F 17/20,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0028-01-11,28.01.2011,28,1,US20110022604,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011022604,2011,Scoring Local Search Results Based On Location Prominence,Local Search Results; Location Prominence,Local Search Results; Location Prominence,Local Search Results; Location Prominence,SCORING LOCAL SEARCH RESULTS BASED ON LOCATION PROMINENCE
Google Inc,Corporate,Google Inc,GOOGLE INC.,Cortes Corinna; Riley Michael Dennis,Riley Michael Dennis;Cortes Corinna,G06: Computing,G06F 7/00,G06F 7/00: Methods or arrangements for processing data by operating upon the order or content of the data handled,G06F 7/00,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0006-06-12,06.06.2012,6,6,US08195654,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US08195654,2012,Prediction Of Human Ratings Or Rankings Of Information Retrieval Quality,Human Ratings; Information Retrieval Quality; prediction; Rankings,Human Ratings; Information Retrieval Quality,Human Ratings; Information Retrieval Quality; prediction; Rankings,Prediction of human ratings or rankings of information retrieval quality
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Gordon Noel Phillip; Kirmse Andrew Robert; Laforge Seth Michael; Ma Stephen; Norris James Christopher; Rasmussen, Jens, Eilstrup; Rasmussen, Lars, Eilstrup; Taylor Bret Steven",Rasmussen Jens Eilstrup;Rasmussen Lars Eilstrup;Taylor Bret Steven;Norris James Christopher;Ma Stephen;Kirmse Andrew Robert;Gordon Noel Phillip;Laforge Seth Michael,G01: Measuring,G01C 21/30,G01C 21/30: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching,G01C 21/30,G01C,"G01C: Measuring Distances, Levels Or Bearings","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry",NA,NA,NA,NA,US,United States of America,0010-06-11,10.06.2011,10,6,US20110137766,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011137766,2011,Digital Mapping System,Digital Map System,Digital Map System,Digital Mapping System,Digital mapping system
